ISU GP Trophee Eric Bompard,,,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA  37.98  18.84,,,19.14,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 1S1  1.80  0.38,1 2 1 1 1 1 1 2,,2,- - -,2.18,
2 1S2  2.40  0.6In0fo,1 1 2 1 1 1 1 2,,1 Info,- - -,3.00,Info
3 2S1  2.40  0.60,1 1 1 1 1 2 1 1,,1,- - -,3.00,
4 2S2  2.80  0.36,0 1 1 1 0 1 0 2,,1,- - -,3.16,
5 3S1  2.80  0.70,1 1 1 1 0 2 1 1,,1,- - -,3.50,
6 3S2  3.30  0.70,0 1 1 1 1 1 1 2,,1,- - -,4.00,
15.50,,,,,18.84,
Program Components Factor,,,,,,
Skating Skills  0.75,7.50 7.75 7.75 7.50 7.75 7.50 7.25 8.25,,8.00,- - -,7.70,
Timing  0.75,7.25 7.75 7.75 7.25 7.75 7.25 7.00 7.50,,7.75,- - -,7.50,
Performance / Execution  0.50,7.50 7.75 7.50 7.50 8.00 7.50 7.50 8.00,,7.75,- - -,7.65,
Interpretation  0.50,7.50 8.00 7.75 7.75 8.25 7.50 7.75 8.25,,7.75,- - -,7.80,
Judges Total Program Component Score (factored),,,,,19.14,
Deductions:,,,,,0.00,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Federica FAIELLA / Massimo SCALI,ITA  34.46  17.12,,,17.34,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 1S1  1.80  0.30,1 1 1 1 0 1 1 1,,1,- - -,2.10,
2 1S2  2.40  0.20,1 1 1 1 1 0 0 0,,0,- - -,2.60,
3 2S1  2.40  0.36,0 0 1 1 1 1 0 1,,0,- - -,2.76,
4 2S2  2.80  0.48,1 0 1 0 0 1 1 1,,0,- - -,3.28,
5 3S1  2.80  0.14,0 1 0 1 1 1 0 0,,0,- - -,2.94,
6 3S2  3.30  0.14,0 0 1 0 0 1 0 -1,,0,- - -,3.44,
15.50,,,,,17.12,
Program Components Factor,,,,,,
Skating Skills  0.75,7.00 7.00 7.25 7.00 7.00 7.00 6.75 6.50,,7.25,- - -,7.00,
Timing  0.75,7.00 7.00 7.25 6.75 6.75 6.75 6.25 5.75,,7.00,- - -,6.75,
Performance / Execution  0.50,7.25 7.50 7.25 7.25 7.00 7.00 6.75 6.25,,7.25,- - -,7.05,
Interpretation  0.50,7.25 7.25 7.50 7.25 7.25 7.00 6.50 6.50,,7.00,- - -,7.00,
Judges Total Program Component Score (factored),,,,,17.34,
Deductions:,,,,,0.00,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Sinead KERR / John KERR,GBR  32.32  16.04,,,16.28,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 1S1  1.80  0.12,1 1 0 1 -1 1 0 2,,0,- - -,1.92,
2 1S2  2.40  0.30,1 1 0 1 1 0 1 1,,0,- - -,2.70,
3 2S1  2.40  0.12,0 1 0 1 0 1 0 1,,0,- - -,2.52,
4 2S2  2.80  0.00,0 0 0 0 0 0 0 1,,0,- - -,2.80,
5 3S1  2.80  0.00,0 0 -1 1 0 1 0 0,,0,- - -,2.80,
6 3S2  3.30  0.00,0 0 0 1 1 0 0 0,,0,- - -,3.30,
15.50,,,,,16.04,
Program Components Factor,,,,,,
Skating Skills  0.75,7.00 7.25 6.50 7.00 6.75 6.50 6.50 6.50,,7.25,- - -,6.65,
Timing  0.75,7.00 7.00 6.00 6.50 6.00 6.00 6.00 6.00,,6.75,- - -,6.15,
Performance / Execution  0.50,7.25 7.50 6.25 7.00 6.50 6.50 6.50 6.50,,7.00,- - -,6.60,
