LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Beatrisa LIANG,USA 61.04 34.81,,26.23,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 FSSp4 3.0,0.50 1 1 1 2 0 1 1 1,,1 1 1 1,3.50
2 3Lz+2T 7.3,0.57 0 0 0 1 0 1 1 1,,1 0 1 0,7.87
3 3F 5.5,0.43 0 1 0 1 1 0 0 0,,1 1 0 0,5.93
4 LSp3 1.8,0.50 1 1 2 2 1 1 1 1,,1 1 1 1,2.30
5 SpSt3 3.1,0.43 1 1 1 1 0 1 0 0,,1 1 1 1,3.53
6 CiSt3 3.1,0.21 1 0 0 1 0 0 0 0,,0 1 1 0,3.31
7 2A 3.3,1.00 1 1 0 2 1 1 1 1,,1 1 0 1,4.30
8 CCoSp4 3.5,0.57 1 1 1 2 1 2 1 1,,1 1 2 1,4.07
30.6,,,,34.81
Program Components,Factor,,,
Skating Skills,0.80 6.75 6.50 5.75 6.75 6.25 6.75 6.75 6.50,,7.25 7.00 6.50 6.00,6.68
Transition / Linking Footwork,0.80 6.00 6.50 5.50 6.50 6.25 6.25 6.50 6.00,,7.25 6.75 6.25 5.75,6.36
Performance / Execution,0.80 6.50 6.75 5.75 6.75 6.50 6.75 6.75 6.25,,7.00 7.00 6.50 6.00,6.64
Choreography / Composition,0.80 6.25 6.75 5.50 6.75 6.00 6.50 6.50 6.50,,7.00 6.75 6.25 5.75,6.54
Interpretation,0.80 6.25 6.75 5.50 6.75 6.50 6.00 6.50 6.00,,7.25 7.00 6.50 6.25,6.57
Judges Total Program Component Score (factored),,,,26.23
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Katy TAYLOR,USA 57.26 32.27,,24.99,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3F 5.5,0.71 1 1 0 1 1 1 1 1,,1 0 0 -1,6.21
2 3Lz+2T 7.3,0.71 1 1 0 1 0 1 1 0,,0 1 0 1,8.01
3 CCoSp4 3.5,0.43 1 1 1 0 0 2 0 1,,1 1 1 1,3.93
4 2A 3.3,0.86 1 1 0 1 1 1 1 1,,0 1 0 1,4.16
5 SlSt2 2.3,0.14 0 0 0 1 0 0 0 0,,0 1 0 1,2.44
6 LSp3 1.8,0.64 1 1 2 2 1 1 1 2,,1 1 1 2,2.44
7 SpSt1 1.8,0.07 1 0 0 0 0 0 0 0,,0 0 0 1,1.87
8 FSSp4 3.0,0.21 1 0 1 1 0 1 0 0,,1 1 0 0,3.21
28.5,,,,32.27
Program Components,Factor,,,
Skating Skills,0.80 6.25 6.50 6.00 6.50 6.50 6.75 6.50 6.25,,7.00 6.50 5.00 6.25,6.39
Transition / Linking Footwork,0.80 5.75 6.25 5.75 6.25 6.25 6.50 6.25 5.75,,6.50 6.25 4.25 6.50,6.14
Performance / Execution,0.80 6.00 6.50 6.00 6.25 6.25 7.00 6.50 6.00,,7.00 6.50 4.75 6.00,6.25
Choreography / Composition,0.80 6.00 6.50 6.25 6.50 6.00 6.50 6.50 5.25,,6.75 6.25 4.50 6.00,6.14
Interpretation,0.80 6.00 6.50 6.25 6.50 6.25 6.75 6.25 6.00,,7.00 6.50 4.50 6.50,6.32
Judges Total Program Component Score (factored),,,,24.99
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Yukari NAKANO,JPN 53.53 28.12,,25.41,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Lz+1T 6.4,-2.29 -3 -2 -2 -3 -3 -3 -2 0,,-2 -1 -3 -3,4.11
2 3F 5.5,-1.00 -1 -1 -1 -1 -1 -1 0 -1,,-1 -1 -1 -2,4.50
3 FCSp3 2.3,0.57 2 1 1 1 1 2 1 2,,1 1 0 1,2.87
4 SpSt4 3.4,1.00 1 0 1 1 0 1 1 1,,1 1 1 1,4.40
5 2A 3.3,0.43 1 0 0 1 0 1 1 0,,0 1 0 0,3.73
6 LSp2 1.5,0.43 1 0 0 2 0 1 1 0,,1 1 1 1,1.93
7 SlSt2 2.3,0.07 1 0 0 1 0 1 0 0,,0 0 0 0,2.37
8 CCoSp4 3.5,0.71 1 1 1 2 1 2 1 1,,2 1 2 2,4.21
28.2,,,,28.12
Program Components,Factor,,,
Skating Skills,0.80 6.50 6.75 6.00 6.25 6.75 7.25 6.75 6.50,,7.00 7.00 5.75 6.00,6.54
Transition / Linking Footwork,0.80 6.25 6.00 5.75 6.25 6.75 6.50 6.50 6.25,,6.50 6.50 5.50 5.75,6.21
Performance / Execution,0.80 6.50 6.00 6.00 6.25 6.50 7.00 6.75 6.25,,6.50 6.75 5.75 6.00,6.32
Choreography / Composition,0.80 6.25 6.25 6.00 6.50 6.50 6.75 6.75 6.25,,6.75 6.75 5.75 5.75,6.36
Interpretation,0.80 6.50 6.25 6.00 6.25 6.50 6.75 6.75 6.00,,6.75 6.50 5.75 6.00,6.32
Judges Total Program Component Score (factored),,,,25.41
Deductions:,,,,0.00
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Mai ASADA,JPN 52.13 28.36,,23.77,0.00
