LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Yukari NAKANO,JPN 107.96 54.63,,53.33,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2A 3.3 -0.50,1 0 0 -1 -1 0 1 -1,,0 -2 -2 -1,2.80
2 3Lz+2T 7.3 0.00,0 0 1 0 0 0 0 -1,,1 0 0 0,7.30
3 FSSp3 2.3 0.21,1 0 0 0 0 1 0 0,,0 0 1 1,2.51
4 SpSt4 3.4 1.00,1 1 1 1 1 1 1 1,,1 0 1 2,4.40
5 3F 5.5 0.57,1 1 2 0 0 0 1 0,,1 0 1 1,6.07
6 1Lo 0.5 -0.09,-2 0 0 -2 -1 -1 -3 0,,0 -1 -2 0,0.41
7 CoSp3 2.5 0.36,1 1 1 0 1 1 1 1,,1 0 0 1,2.86
8 CiSt2 2.3 0.14,1 0 0 0 0 0 1 1,,0 0 0 1,2.44
9 3S 5.0x 0.43,1 0 1 0 0 0 1 1,,1 0 0 1,5.43
10 3T+2T+2Lo 7.5x 0.71,1 1 1 1 0 0 1 0,,1 0 1 1,8.21
11 FCSp3 2.3 0.50,1 1 1 1 1 1 1 1,,1 0 1 1,2.80
12 3T+2A+SEQ 6.4x -0.71,-1 -1 -1 -1 -1 0 0 -1,,0 0 -1 1,5.69
13 CCoSp3 3.0 0.71,1 1 2 1 1 2 1 2,,1 2 1 1,3.71
51.3,,,,54.63
Program Components Factor,,,,
Skating Skills 1.60,7.00 6.75 7.00 6.75 6.25 6.75 6.75 7.00,,6.50 6.50 6.75 7.00,6.86
Transition / Linking Footwork 1.60,6.75 6.25 6.75 6.50 6.25 6.75 6.75 6.50,,6.25 6.25 6.00 6.75,6.54
Performance / Execution 1.60,6.50 6.75 7.00 6.50 6.25 6.50 6.75 6.75,,6.50 6.50 6.50 7.00,6.64
Choreography / Composition 1.60,6.50 6.75 7.25 6.50 6.00 6.75 6.50 6.75,,6.50 6.50 6.50 7.00,6.68
Interpretation 1.60,6.50 6.50 7.00 6.50 6.00 6.50 6.75 6.75,,6.50 6.25 6.50 7.25,6.61
Judges Total Program Component Score (factored),,,,53.33
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Katy TAYLOR,USA 106.79 53.83,,52.96,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3F 5.5 0.57,1 1 2 1 1 0 1 1,,1 -1 0 0,6.07
2 2A 3.3 0.00,0 0 0 0 0 0 1 0,,0 0 0 1,3.30
3 FSSp4 3.0 0.14,0 0 0 1 1 1 0 1,,0 0 0 0,3.14
4 3Lz+2T 7.3 0.57,1 0 0 1 0 0 1 1,,1 0 1 1,7.87
5 SpSt3 3.1 0.00,0 0 0 0 0 0 0 0,,0 0 1 0,3.10
6 CCoSp2 2.5 0.50,1 1 0 1 0 1 1 1,,0 1 1 1,3.00
7 3F+2T 7.5x 0.71,0 1 1 1 0 0 1 1,,1 0 1 1,8.21
8 1Lo 0.6x -0.27,-3 -2 -1 -3 -1 -2 -3 -3,,-2 -3 -3 -3,0.33
9 SlSt2 2.3 0.14,1 0 1 0 0 0 1 1,,0 0 0 0,2.44
10 3S 5.0x 0.29,1 0 1 1 0 0 1 0,,1 0 0 0,5.29
11 SSp4 2.4 0.14,0 0 0 0 0 0 0 1,,1 1 0 1,2.54
12 LSp3 1.8 0.57,1 1 1 1 1 1 1 1,,1 2 2 1,2.37
13 3Lz 6.6x -0.43,-1 -1 -1 0 0 0 0 0,,0 0 0 -1,6.17
50.9,,,,53.83
Program Components Factor,,,,
Skating Skills 1.60,6.50 6.50 6.75 6.75 6.50 7.00 6.50 6.75,,6.75 6.75 6.75 6.75,6.71
Transition / Linking Footwork 1.60,6.50 6.25 7.00 6.75 6.25 6.50 6.50 6.50,,6.50 6.50 6.25 6.50,6.50
Performance / Execution 1.60,6.25 6.50 6.75 6.50 6.50 6.75 6.50 7.00,,6.75 6.75 6.75 6.75,6.68
Choreography / Composition 1.60,6.25 6.50 6.75 6.50 6.50 6.75 6.50 6.75,,6.50 6.50 6.50 6.50,6.57
Interpretation 1.60,6.50 6.25 6.75 6.75 6.50 6.50 6.50 7.00,,6.50 6.50 7.00 6.50,6.64
Judges Total Program Component Score (factored),,,,52.96
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Beatrisa LIANG,USA 98.87 49.69,,50.18,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 FSSp3 2.3 0.36,1 0 0 1 1 1 1 0,,1 1 1 1,2.66
2 2A 3.3 0.29,1 0 2 0 1 0 1 0,,1 0 0 1,3.59
3 2F 1.7 -1.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,0.70
4 3Lz+2T 7.3 -1.00,-1 -1 -2 -1 -1 -1 -1 0,,0 -1 -1 -1,6.30
5 CiSt3 3.1 0.14,1 0 1 0 0 1 0 0,,1 0 0 0,3.24
6 CCoSp4 3.5 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,3.50
