PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Rena INOUE / John BALDWIN,USA 57.51 32.28,,25.23,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3T 4.0 -0.29,-1 0 -1 0 0 0 0 -1,,-1 0 0 0,3.71
2 3Li4 4.0 0.07,1 1 1 0 0 1 0 0,,0 0 0 0,4.07
3 FiDs3 3.2 0.70,1 1 1 1 1 1 1 1,,1 1 0 1,3.90
4 3LoTh 5.0 0.70,1 0 1 1 1 1 1 2,,1 1 -1 1,5.70
5 FCCoSp4 3.5 0.31,1 1 2 1 1 1 0 1,,-2 1 -1 0,3.81
6 2Tw3 4.0 -0.04,0 0 -2 1 0 -1 0 0,,0 0 -1 0,3.96
7 CiSt3 3.1 0.00,0 0 0 1 0 0 0 0,,0 0 0 0,3.10
8 PCoSp3 4.0 0.03,0 -1 0 1 0 -1 0 0,,0 1 -1 -1,4.03
30.8,,,,32.28
Program Components Factor,,,,
Skating Skills 0.80,6.50 6.75 6.25 6.50 7.00 6.00 5.75 7.50,,6.50 6.25 6.50 6.50,6.46
Transition / Linking Footwork 0.80,6.25 6.00 5.75 6.25 6.50 5.75 5.75 7.00,,6.00 6.00 5.50 6.25,6.07
Performance / Execution 0.80,6.50 7.00 6.00 6.75 7.00 6.00 6.00 7.50,,6.25 6.25 6.00 6.50,6.39
Choreography / Composition 0.80,6.50 7.00 6.00 6.50 6.50 5.50 6.00 7.25,,6.50 6.00 6.25 6.50,6.32
Interpretation 0.80,6.50 6.50 6.25 6.75 6.75 5.50 5.75 7.25,,6.25 6.00 6.00 6.75,6.29
Judges Total Program Component Score (factored),,,,25.23
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Utako WAKAMATSU / Jean-Sebastien FECTEAU,CAN 53.80 29.27,,24.53,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3T 4.0 0.00,0 0 0 0 0 1 0 0,,0 0 0 0,4.00
2 3STh 4.5 -0.50,-1 -1 -1 -1 0 -2 0 0,,-2 0 -1 -1,4.00
3 2Tw3 4.0 0.43,1 1 0 1 1 0 1 1,,0 1 1 1,4.43
4 SlSt2 2.3 0.14,0 0 0 1 0 0 0 1,,1 0 0 0,2.44
5 PCoSp3 4.0 0.14,0 0 0 0 1 0 1 0,,0 1 0 0,4.14
6 FCCoSp2 2.5 -0.04,0 0 -1 -1 0 0 0 0,,-1 0 0 1,2.46
7 3Li3 3.5 0.50,1 2 1 0 1 1 1 1,,1 1 1 1,4.00
8 FiDs4 3.5 0.30,0 1 1 0 1 1 0 1,,1 0 0 1,3.80
28.3,,,,29.27
Program Components Factor,,,,
Skating Skills 0.80,6.50 6.50 5.25 5.50 5.75 6.25 5.75 6.75,,6.50 5.75 7.00 5.75,6.18
Transition / Linking Footwork 0.80,6.00 6.00 5.25 5.50 5.50 6.00 5.75 6.50,,6.25 5.50 6.50 5.50,5.93
Performance / Execution 0.80,6.25 6.25 5.00 6.00 6.00 6.25 6.00 6.75,,6.50 5.75 6.75 5.75,6.25
Choreography / Composition 0.80,6.50 7.00 5.50 6.00 5.50 6.25 5.75 6.75,,6.25 5.75 6.75 6.00,6.18
Interpretation 0.80,6.25 6.75 5.50 6.25 5.75 6.00 5.75 6.75,,6.25 5.75 6.75 6.00,6.14
Judges Total Program Component Score (factored),,,,24.53
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Marcy HINZMANN / Aaron PARCHEM,USA 51.04 28.64,,22.40,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Tw3 4.0 0.00,1 0 0 0 0 0 0 0,,0 0 0 0,4.00
2 3LoTh 5.0 0.20,0 0 1 0 0 0 1 1,,0 1 0 1,5.20
3 3T 4.0 0.14,0 0 0 0 1 0 0 0,,0 0 1 1,4.14
4 SlSt2 2.3 0.00,0 0 0 0 0 0 0 0,,-1 0 0 0,2.30
5 CCoSp2 2.5 -0.30,-1 -1 -2 -1 -1 -1 -1 -1,,0 -1 -1 0,2.20
6 PCoSp2 3.5 0.00,0 0 0 1 0 0 0 0,,0 0 0 1,3.50
7 3Li4 4.0 0.00,0 0 -1 0 0 -1 0 1,,0 0 0 0,4.00
8 FiDs2 3.0 0.30,0 1 0 1 0 1 0 1,,0 0 1 1,3.30
28.3,,,,28.64
Program Components Factor,,,,
Skating Skills 0.80,5.75 6.00 5.25 5.50 5.75 4.75 5.75 6.75,,5.75 5.50 6.25 6.25,5.75
Transition / Linking Footwork 0.80,5.25 5.50 5.00 5.25 5.00 4.50 5.50 6.50,,5.50 5.25 5.75 6.00,5.36
Performance / Execution 0.80,5.50 5.75 5.50 5.50 5.25 4.75 5.75 6.75,,5.50 5.75 6.00 6.25,5.61
Choreography / Composition 0.80,5.25 6.25 5.50 5.75 5.50 4.50 5.75 7.00,,5.50 5.50 6.25 6.50,5.64
Interpretation 0.80,5.50 6.00 5.25 5.75 5.25 4.75 5.75 7.00,,5.75 5.50 6.00 6.50,5.64
Judges Total Program Component Score (factored),,,,22.40
Deductions:,,,,0.00
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
