PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Rena INOUE / John BALDWIN,USA 111.38 60.67,,51.71,1.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2T 1.3 -0.43,-2 -2 0 0 -2 -1 -2 -2,,-1 -2 -1 -1,0.87
2 2Tw3 4.0 0.29,1 0 1 0 1 1 1 1,,0 2 1 -1,4.29
3 2A+2A+SEQ 5.3 0.57,1 0 0 0 0 1 1 1,,0 1 1 0,5.87
4 3LoTh 5.0 -0.70,-2 -1 -2 -1 -1 -1 -2 -1,,-1 -1 -1 -1,4.30
5 FiDs2 3.0 0.40,0 0 1 0 1 1 1 0,,1 1 1 0,3.40
6 3Li4 4.0 0.50,1 1 1 1 1 1 1 1,,1 0 1 1,4.50
7 PCoSp3 4.0 0.07,0 1 1 1 0 0 0 0,,0 0 0 0,4.07
8 3ATh 8.3x -2.00,-3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 -3 -3,6.30
9 5SLi4 6.0 0.21,0 1 1 0 0 0 1 -1,,1 1 0 0,6.21
10 BoDs4 4.5 0.10,1 0 1 0 1 0 0 0,,0 0 1 1,4.60
11 SlSt3 3.1 0.21,1 0 1 0 1 1 1 1,,0 0 0 1,3.31
12 FCoSp4 3.0 0.21,2 1 1 0 1 0 0 1,,1 0 1 0,3.21
13 SpSt3 3.1 0.00,0 0 1 0 0 0 0 0,,0 0 1 0,3.10
14 5ALi4 6.5 0.14,-1 0 0 1 1 1 0 0,,0 0 -1 0,6.64
61.1,,,,60.67
Program Components Factor,,,,
Skating Skills 1.60,6.75 6.50 7.00 6.50 6.50 6.75 6.50 6.75,,6.75 7.25 6.75 6.50,6.64
Transition / Linking Footwork 1.60,6.25 6.25 6.50 6.50 6.00 6.25 6.25 6.50,,6.25 6.75 6.25 6.25,6.32
Performance / Execution 1.60,6.50 6.00 6.75 6.25 6.50 6.25 6.75 6.75,,6.50 6.75 6.50 6.00,6.43
Choreography / Composition 1.60,6.50 6.50 6.50 6.25 6.50 6.25 6.50 6.50,,6.50 7.00 6.50 6.75,6.50
Interpretation 1.60,6.75 6.25 6.75 6.25 6.25 6.50 6.75 6.50,,6.25 6.75 6.50 6.25,6.43
Judges Total Program Component Score (factored),,,,51.71
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Utako WAKAMATSU / Jean-Sebastien FECTEAU,CAN 103.13 53.18,,49.95,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3LoTh 5.0 -1.30,-2 -2 -2 -2 -2 -2 -2 -2,,-2 -1 -1 -2,3.70
2 2Tw3 4.0 0.36,1 1 1 0 1 0 1 0,,1 1 1 1,4.36
3 3T+1T 4.4 -1.71,-2 -1 -2 -1 -2 -1 -3 -2,,-2 -2 -2 -2,2.69
4 2A 3.3 -1.60,-3 -2 -2 -2 -3 -2 -2 -3,,-3 -2 -3 -2,1.70
5 5ALi4 6.5 0.71,1 1 1 0 0 0 0 0,,1 2 1 2,7.21
6 FiDs4 3.5 0.40,1 1 1 0 0 1 1 0,,0 1 1 0,3.90
7 5TLi3 5.5 0.50,1 1 1 0 1 1 1 1,,1 1 1 1,6.00
8 3STh 5.0x 0.00,0 0 0 0 1 0 0 0,,0 0 0 0,5.00
9 SpSt1 1.8 0.21,1 0 1 0 0 1 1 0,,0 0 2 1,2.01
10 BiDs3 3.2 0.40,1 1 1 0 0 1 1 0,,0 0 1 1,3.60
11 PCoSp3 4.0 0.14,1 0 0 0 0 1 1 0,,0 0 0 1,4.14
12 FCCoSp3 3.0 0.14,1 0 0 0 0 0 1 0,,0 0 1 1,3.14
13 SlSt1 1.8 0.00,0 0 0 0 0 0 0 0,,0 0 0 0,1.80
14 3Li3 3.5 0.43,1 0 1 1 1 1 0 1,,1 1 1 1,3.93
54.5,,,,53.18
Program Components Factor,,,,
Skating Skills 1.60,6.25 6.00 6.50 6.25 6.25 6.50 6.25 6.25,,6.50 7.00 6.00 6.50,6.32
Transition / Linking Footwork 1.60,6.00 5.75 6.00 6.00 5.75 6.25 6.00 6.25,,6.00 6.50 5.75 6.00,6.04
Performance / Execution 1.60,6.50 5.50 6.25 6.25 6.00 6.75 6.25 6.25,,6.25 6.75 6.00 6.00,6.25
Choreography / Composition 1.60,6.50 6.25 6.25 6.00 6.25 6.50 6.25 6.25,,6.25 6.75 6.25 6.75,6.36
Interpretation 1.60,6.75 6.00 6.25 5.75 6.00 6.50 6.50 6.25,,6.00 6.75 6.00 6.50,6.25
Judges Total Program Component Score (factored),,,,49.95
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Elizabeth PUTNAM / Sean WIRTZ,CAN 100.45 53.16,,47.29,0.00
"# Executed Base GOE",The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 2Tw3 4.0 0.07,0 0 0 0 1 1 0 0,,0 1 0 0,4.07
2 5ALi3 6.0 0.29,0 0 0 0 0 0 1 0,,1 0 -1 1,6.29
3 3S+2T+SEQ 4.6 0.29,1 0 0 1 1 1 0 0,,0 1 0 0,4.89
