12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
16,Kristin FRASER / Igor LUKANIN,AZE,0,75.9,43.79,33.11,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,Sp4,,4.7,False,0.43,1,0,1,1,0,1,1,1,1,0,1,1,,5.13
2,SlLi4,,4.0,False,0.5,1,2,2,1,1,2,1,1,1,0,1,1,,4.5
3,CiSt3,,7.2,False,0.43,1,0,0,0,0,1,0,0,1,0,0,1,,7.63
4,CuLi4,,4.0,False,0.36,2,1,1,1,1,1,0,1,1,0,0,1,,4.36
5,STw4,,4.7,False,-0.14,0,-1,0,-1,-2,0,0,-1,0,-1,1,0,,4.56
6,SlLi4+RoLi4,,6.4,False,0.29,1,1,1,1,0,0,1,0,0,1,1,1,,6.69
7,MiSt2,,5.4,False,-0.29,0,-1,-2,-1,-1,0,0,-1,-1,0,0,0,,5.11
8,RRoLi3,,5.6,False,0.21,1,0,-1,1,0,0,1,0,0,1,1,0,,5.81
,,,42.0,,,,,,,,,,,,,,,,43.79
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,5.75,5.5,5.75,5.5,5.25,5.75,6.0,5.25,6.0,5.5,5.75,5.5,,5.64
,Linking Footwork / Movement  ,,,,1.75,5.5,4.75,5.5,5.0,5.0,5.5,5.5,5.0,5.5,5.5,5.25,5.25,,5.36
,Performance  ,,,,1.0,5.75,5.25,5.25,5.5,5.25,5.5,5.75,5.25,5.75,5.5,5.75,5.75,,5.61
,Choreography  ,,,,1.0,5.75,5.25,5.5,5.75,5.25,5.75,5.5,5.25,6.25,5.75,5.5,5.5,,5.57
,Interpretation / Timing  ,,,,1.0,5.75,5.5,5.5,5.5,5.0,5.75,5.75,5.0,6.25,5.75,5.0,5.5,,5.5
,,,,,,,,,,,,,,,,,,,33.11
Deduction,Extended lifts,-1.0
