12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
23,Melinda Sherilyn WANG,TPE,0,71.35,37.41,35.94,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3F,,5.5,False,-0.29,0,0,-1,0,-1,0,0,0,0,-1,0,0,,5.21
2,3Lz,e,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
3,3T+2T,,5.3,False,0.14,0,0,-1,1,0,0,0,0,0,0,1,0,,5.44
4,2A,,3.5,False,-0.8,-1,-1,-1,-1,-1,0,-1,0,-1,-2,-1,-1,,2.7
5,CoSp4,,3.0,False,0.0,0,1,0,-1,0,0,0,0,0,0,0,-1,,3.0
6,SpSq4,,3.4,False,0.43,1,1,0,1,0,1,0,1,0,0,1,0,,3.83
7,3T,,4.4,True,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.4
8,2A,,3.85,True,-0.91,-1,-1,-2,-1,-1,-1,-1,0,-1,-2,-1,-1,,2.94
9,2Lo,,1.65,True,0.0,0,0,-1,1,0,0,0,0,0,0,0,0,,1.65
10,CCoSp2,,2.5,False,0.0,0,0,0,0,0,0,0,0,0,0,1,0,,2.5
11,FSSp2,,2.0,False,0.0,0,0,0,0,0,0,0,0,0,-1,0,0,,2.0
12,SlSt1,,1.8,False,0.14,0,1,0,0,0,0,1,0,0,1,0,0,,1.94
13,LSp2,,1.8,False,0.0,0,0,-1,0,0,0,0,0,0,1,0,0,,1.8
,,,44.7,,,,,,,,,,,,,,,,37.41
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,4.75,4.25,3.5,4.25,4.5,4.75,4.75,5.0,5.0,4.75,4.5,4.5,,4.54
,Transition / Linking Footwork  ,,,,1.6,4.25,4.25,2.75,4.25,4.0,4.75,4.25,4.5,4.75,4.5,4.25,4.25,,4.25
,Performance / Execution  ,,,,1.6,4.5,5.0,3.25,4.5,5.0,5.0,4.5,4.75,5.0,4.5,4.5,4.75,,4.64
,Choreography / Composition  ,,,,1.6,4.5,4.75,3.25,4.5,4.75,5.25,4.25,4.5,5.25,4.75,4.25,4.5,,4.54
,Interpretation  ,,,,1.6,4.5,4.75,3.0,4.0,4.5,5.25,4.5,4.75,5.25,4.75,4.5,4.75,,4.5
,,,,,,,,,,,,,,,,,,,35.94
Deduction,Falls,-2.0
