12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Sarah MEIER,SUI,0,112.39,56.57,55.82,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3Lz+2T+1Lo,,7.8,False,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,7.8
2,3F+2T,e,6.8,False,-1.14,-1,-1,-2,-1,-1,-2,-2,1,-1,-1,-1,-2,,5.66
3,3S,,4.5,False,0.71,1,0,0,1,1,0,1,1,0,1,1,0,,5.21
4,CCoSp4,,3.5,False,0.79,1,1,2,1,1,1,2,2,2,2,2,1,,4.29
5,CoSp4,,3.0,False,0.21,0,0,0,2,0,0,1,2,0,1,1,0,,3.21
6,3S+2T,,6.38,True,0.14,1,0,0,0,0,0,0,0,0,1,0,0,,6.52
7,SpSq4,,3.4,False,0.86,0,1,1,1,1,1,1,1,0,1,1,0,,4.26
8,2Lz,,2.09,True,0.07,0,1,0,0,0,0,0,1,0,0,1,0,,2.16
9,3T,,4.4,True,0.57,1,0,1,1,0,0,0,1,1,0,1,1,,4.97
10,2A,,3.85,True,0.14,0,0,0,0,1,0,0,0,0,1,0,0,,3.99
11,FUSp3,,2.3,False,0.0,0,0,0,0,0,1,0,1,0,1,0,0,,2.3
12,SlSt2,,2.3,False,0.5,1,1,1,1,1,1,1,1,1,1,1,1,,2.8
13,LSp3,,2.4,False,1.0,2,1,2,2,2,1,2,2,2,2,2,1,,3.4
,,,52.72,,,,,,,,,,,,,,,,56.57
,Program Components,,,,Factor
,Skating Skills  ,,,,1.6,7.0,6.25,7.0,6.5,7.5,6.5,7.25,7.25,7.25,6.75,7.0,6.75,,6.96
,Transition / Linking Footwork  ,,,,1.6,6.5,6.25,6.75,6.75,7.0,5.75,6.75,7.0,6.75,6.25,6.75,6.75,,6.64
,Performance / Execution  ,,,,1.6,6.75,6.75,7.5,6.5,7.25,6.75,7.5,7.25,7.25,7.0,7.0,7.25,,7.07
,Choreography / Composition  ,,,,1.6,7.0,6.5,7.0,6.75,7.5,6.5,7.25,7.0,7.25,7.0,7.0,6.75,,7.04
,Interpretation  ,,,,1.6,7.0,6.5,7.25,7.0,7.5,6.75,7.75,7.25,7.5,7.0,7.0,7.25,,7.18
,,,,,,,,,,,,,,,,,,,55.82
