ISU Grand Prix Final 2012,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Javier FERNANDEZ ESP,2,178.43  95.93,,82.50,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  0.86 1 0,1,2 0 2 0,,1 1,11.16,
2 4S+3T  14.60  0.71 1 2,0,0 0 2 0,,1 1,15.31,
3 3A  8.50  1.57 2 1,2,1 1 2 1,,2 2,10.07,
4 CSSp4  3.00  0.50 1 1,1,0 1 2 1,,1 1,3.50,
"",,Info,,,,Info
5 StSq4  3.90  1.20 2 1,1,2 1 2 2,,2 2,5.10,
6 4S  11.55 x  1.86 2 2,2,2 1 2 1,,2 2,13.41,
7 3Lz+2T  8.03 x -0.10 0 0,-1,0 -1 1 -1,,1 0,7.93,
8 2Lo  1.98 x  0.17 0 0,1,0 0 2 0,,2 1,2.15,
9 3F+1Lo+3S  11.00 x  0.60 1 -2,1,1 0 2 1,,0 2,11.60,
10 FCCoSp4  3.50  0.07 0 0,0,-1 0 1 0,,1 0,3.57,
11 ChSq1  2.00  1.10 2 1,2,2 1 2 2,,1 1,3.10,
12 3S  4.62 x  0.70 1 1,1,0 0 2 1,,2 1,5.32,
13 CCoSp4  3.50  0.21 1 0,0,0 0 1 1,,1 0,3.71,
86.48,,,,,95.93,
Program Components Factor,,,,,,
Skating Skills  2.00 8.50 8.00,7.75,7.75 8.25 9.00 8.25,,8.25 8.50,8.21,
Transition / Linking Footwork  2.00 8.25 7.75,7.75,7.75 8.00 9.25 8.00,,8.25 8.00,8.00,
Performance / Execution  2.00 8.75 8.00,8.50,8.00 8.25 9.00 8.25,,8.50 8.50,8.39,
Choreography / Composition  2.00 9.00 7.75,8.00,7.50 8.25 9.25 8.25,,8.50 8.25,8.29,
Interpretation  2.00 9.00 8.00,8.25,7.75 8.25 9.50 8.25,,8.25 8.50,8.36,
Judges Total Program Component Score (factored),,,,,82.50,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Yuzuru HANYU JPN,4,177.12  91.96,,85.16,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  2.71 3 3,2,3 3 2 3,,2 3,13.01,
2 2S  1.30  0.23 2 2,2,1 0 1 1,,0 1,1.53,
3 3F e  5.30 -0.20 0 -1,1,0 0 -1 -1,,0 0,5.10,
4 FCCoSp4  3.50  0.79 1 1,2,1 2 2 2,,1 2,4.29,
5 StSq3  3.30  0.71 2 2,1,2 2 1 1,,1 1,4.01,
6 3A+3T  13.86 x  2.00 2 2,2,2 2 2 2,,2 2,15.86,
7 3A+2T  10.78 x  1.86 2 2,2,3 2 1 1,,2 2,12.64,
8 3Lo  5.61 x  0.90 1 2,2,2 1 1 1,,0 1,6.51,
9 3Lz+2T+2T  9.46 x  0.50 1 2,1,2 0 0 0,,0 1,9.96,
10 3Lz  6.60 x  1.30 2 3,2,3 1 1 2,,1 2,7.90,
11 ChSq1  2.00  1.00 2 2,3,1 1 1 2,,1 1,3.00,
12 CCoSp4  3.50  0.79 1 2,2,2 1 1 2,,1 2,4.29,
13 FCSSp4  3.00  0.86 1 2,2,3 1 2 2,,1 2,3.86,
78.51,,,,,91.96,
Program Components Factor,,,,,,
