Cup of Russia - Bosco Sport,,,,,
ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
1 Oksana DOMNINA / Maxim SHABALIN,RUS  37.99  19.06,,,18.93,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.40  0.46,-1 0 1 1 2 1 1 1,,2,2 - -,1.86
2 1S2  1.90  0.50,0 1 1 1 1 1 0 0,,1,2 - -,2.40
3 1S3  2.30  0.70,-1 2 1 1 1 2 3 0,,2,1 - -,3.00
4 1S4  1.40  0.12,0 0 0 0 0 1 1 1,,1,1 - -,1.52
5 2S1  1.60  0.40,-1 0 0 1 1 1 1 0,,1,1 - -,2.00
6 2S2  2.20  0.70,-1 1 1 0 1 1 0 0,,1,1 - -,2.90
7 2S3  2.60  0.68,-1 1 1 0 0 1 0 0,,2,2 - -,3.28
8 2S4  1.60  0.50,0 0 1 1 0 1 1 0,,2,2 - -,2.10
15.00,,,,,19.06
Program Components Factor,,,,,
Skating Skills  0.75,7.25 7.75 7.50 7.25 7.75 7.75 7.25 7.00,,7.50,7.25 - -,7.55
Timing  0.75,6.75 7.50 7.25 7.25 7.50 7.50 7.00 6.75,,7.50,7.50 - -,7.45
Performance / Execution  0.50,7.25 7.75 7.50 7.25 8.00 7.75 7.25 6.75,,7.50,7.50 - -,7.60
Interpretation  0.50,7.25 8.00 7.50 7.50 8.00 8.00 7.25 7.00,,7.50,7.75 - -,7.75
Judges Total Program Component Score (factored),,,,,18.93
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
2 Tanith BELBIN / Benjamin AGOSTO,USA  36.56  18.06,,,18.50,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.40  0.26,1 -1 0 1 1 2 0 0,,2,0 - -,1.66
2 1S2  1.90  0.50,2 1 1 1 0 1 1 1,,1,1 - -,2.40
3 1S3  2.30  0.30,1 0 1 1 0 1 0 0,,0,1 - -,2.60
4 1S4  1.40  0.18,2 0 0 0 1 1 1 2,,1,1 - -,1.58
5 2S1  1.60  0.50,2 -1 1 0 0 2 0 1,,2,2 - -,2.10
6 2S2  2.20  0.70,2 1 1 1 1 2 1 1,,1,0 - -,2.90
7 2S3  2.60  0.42,1 0 1 0 0 1 0 0,,1,1 - -,3.02
8 2S4  1.60  0.20,2 0 0 1 0 2 1 1,,0,1 - -,1.80
15.00,,,,,18.06
Program Components Factor,,,,,
