10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Jamal OTHMAN,SUI,0,101.96,48.86,53.1,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,2A+3T,,7.5,False,-0.2,0,0,-1,-1,1,1,0,0,1,0,,7.3
2,3Lz+2A+SEQ,,7.6,False,0.0,0,0,0,0,-1,1,0,0,1,0,,7.6
3,2F,,1.7,False,0.1,0,0,1,0,1,1,0,0,1,0,,1.8
4,2Lo,,1.5,False,0.2,1,0,1,0,0,1,0,0,1,0,,1.7
5,CUSp2,,2.0,False,-0.24,-1,-1,-1,-1,-1,0,-1,0,-1,0,,1.76
6,CiSt3,,3.3,False,0.3,1,0,1,0,0,1,0,0,1,1,,3.6
7,3F+2T+2Lo,,9.13,True,0.0,0,0,0,-1,0,-1,1,1,0,1,,9.13
8,3Lz,,6.6,True,-1.0,-1,-1,-1,-1,-1,-1,-1,-2,-1,-1,,5.6
9,3S<,<,1.43,True,-0.48,-2,-2,-1,-2,-2,-1,-2,-2,-2,-1,,0.95
10,CCoSp3,,3.0,False,0.3,0,0,1,0,0,1,1,1,0,1,,3.3
11,SlSt2,,2.3,False,0.1,0,0,1,0,0,1,0,0,1,0,,2.4
12,2A<,<,0.88,True,-0.36,-2,-2,-1,-2,-1,-2,-2,-1,-1,-1,,0.52
13,FCoSp4,,3.0,False,0.2,1,0,-1,0,0,1,0,0,1,1,,3.2
,,,49.94,,,,,,,,,,,,,,48.86
,Program Components,,,,Factor
,Skating Skills  ,,,,2.0,4.75,5.5,5.25,5.75,5.25,5.25,5.5,5.0,5.75,5.25,,5.35
,Transition / Linking Footwork  ,,,,2.0,4.0,5.25,4.75,5.5,4.5,5.5,5.0,4.25,5.25,5.0,,5.1
,Performance / Execution  ,,,,2.0,4.5,5.25,5.0,5.5,5.5,5.5,5.25,5.25,5.75,5.5,,5.3
,Choreography / Composition  ,,,,2.0,4.5,5.5,5.0,5.75,4.75,5.25,5.5,5.0,5.75,5.75,,5.4
,Interpretation  ,,,,2.0,4.5,5.25,5.75,5.5,5.0,5.25,5.25,5.25,6.0,5.75,,5.4
,,,,,,,,,,,,,,,,,53.1
