9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Yoann DESLOT,FRA,0,55.65,30.3,26.35,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3F+3T,,9.5,False,0.4,0,0,0,0,0,1,1,1,0,,9.9
2,3A<,<,3.5,False,-2.5,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.0
3,3Lo,,5.0,False,0.0,1,-1,0,0,0,0,0,0,0,,5.0
4,CCoSp4,,3.5,False,0.1,1,0,0,0,0,0,1,0,-1,,3.6
5,CSSp4,,3.0,False,0.0,1,0,0,0,0,0,0,0,-1,,3.0
6,CiSt2,,2.3,False,0.0,0,0,0,0,0,0,0,0,0,,2.3
7,FSSp4,,3.0,False,0.1,0,0,0,1,0,0,1,-2,-1,,3.1
8,SlSt2,,2.3,False,0.1,1,0,0,0,0,0,1,0,0,,2.4
,,,32.1,,,,,,,,,,,,,30.3
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,5.5,5.25,5.5,5.5,4.75,6.0,6.25,5.25,4.5,,5.55
,Transition / Linking Footwork  ,,,,1.0,5.0,4.75,4.75,5.0,4.5,5.0,6.0,4.25,4.25,,4.9
,Performance / Execution  ,,,,1.0,6.0,5.0,5.0,5.25,4.75,5.0,6.0,5.5,4.5,,5.35
,Choreography / Composition  ,,,,1.0,5.0,5.25,5.25,5.25,4.5,5.25,6.25,4.75,4.5,,5.2
,Interpretation  ,,,,1.0,5.5,5.25,5.25,5.5,4.5,5.25,6.25,5.0,4.75,,5.35
,,,,,,,,,,,,,,,,26.35
Deduction,Falls,-1.0
