9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
15,Kyueun KIM / Alex Kang Chan KAM,KOR,3,41.06,22.1,19.96,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,2Tw1,,3.1,False,0.0,0,0,0,0,0,0,0,1,0,,3.1
2,3STh,,4.5,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,2.4
3,5ALi3,,7.0,False,0.0,0,0,0,0,0,0,-1,0,0,,7.0
4,FCCoSp4,,3.5,False,-0.3,-1,-1,-2,-1,-1,-1,-1,0,-1,,3.2
5,1S*,*,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6,StSq4,,3.9,False,0.2,0,1,0,0,0,0,-1,1,1,,4.1
7,BiDs2,,3.0,False,-0.7,-1,-1,-2,-1,-1,-1,-1,-1,-1,,2.3
,,,25.0,,,,,,,,,,,,,22.1
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.25,5.0,4.5,4.5,5.25,5.25,5.0,5.75,4.75,,5.0
,Transitions  ,,,,0.8,5.0,4.75,4.0,4.25,5.75,5.0,4.5,5.5,4.5,,4.79
,Performance  ,,,,0.8,4.75,5.25,4.0,4.5,6.0,4.75,4.75,5.75,4.5,,4.89
,Composition  ,,,,0.8,5.0,5.25,3.75,4.25,6.0,5.5,5.0,6.0,5.0,,5.14
,Interpretation of the Music  ,,,,0.8,4.75,5.5,3.5,4.5,5.75,5.5,5.0,6.0,5.0,,5.14
,,,,,,,,,,,,,,,,19.96
Deduction,Deductions Falls,-1.0
