8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Siobhan KARAM / Joshua McGRATH,CAN,0,66.25,40.3,25.95,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,CoSp4,,4.7,False,0.4,1,0,1,1,1,1,1,0,,5.1
2,BSTw4,,4.7,False,-0.1,-1,-1,0,0,0,1,0,-1,,4.6
3,SeLi3,,4.9,False,0.0,1,0,0,0,0,0,0,0,,4.9
4,CSeSt2,,5.3,False,-0.2,-1,0,0,-1,0,0,0,-1,,5.1
5,CuLi4,,4.0,False,0.0,-1,0,0,0,0,0,0,-1,,4.0
6,SlLi4+RoLi4,,5.6,False,0.0,0,0,1,0,0,0,0,0,,5.6
7,FSTw3,,4.0,False,-0.5,-1,-1,-1,-1,-1,-1,-1,-1,,3.5
8,CCiSt2,,5.3,False,-0.8,-1,0,-1,-1,-1,0,-2,-1,,4.5
9,RoLi2,,3.0,False,0.0,0,0,1,0,0,0,0,-1,,3.0
,,,41.5,,,,,,,,,,,,40.3
,Program Components,,,,Factor
,Skating Skills ,,,,1.25,4.25,4.25,4.5,4.25,4.25,4.75,4.5,4.0,,4.35
,Linking Footwork / Movement ,,,,1.75,4.25,4.0,4.5,4.5,4.0,4.5,4.5,4.25,,4.35
,Performance ,,,,1.0,4.0,4.5,4.75,4.5,4.0,4.25,4.75,4.0,,4.4
,Choreography ,,,,1.0,4.0,4.25,4.25,4.75,4.0,4.5,4.5,4.25,,4.35
,Interpretation / Timing ,,,,1.0,4.25,3.75,4.5,4.5,3.75,4.25,4.5,3.75,,4.15
,,,,,,,,,,,,,,,25.95
