8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Isabelle DELOBEL / Olivier SCHOENFELDER,FRA,0,92.27,48.4,44.87,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,SlLi4+CuLi4,,5.6,False,0.6,2,1,2,1,2,1,1,0,,6.2
2,FSTw4,,4.7,False,0.6,2,1,1,0,2,2,0,2,,5.3
3,CuLi4,,4.0,False,0.7,1,2,2,0,2,0,2,1,,4.7
4,CSeSt3,,6.2,False,0.4,1,0,1,0,1,1,0,0,,6.6
5,CoSp1,,3.0,False,0.2,1,0,1,0,1,0,0,1,,3.2
6,SlLi4,,4.0,False,0.7,1,0,2,2,2,1,1,1,,4.7
7,BSTw4,,4.7,False,0.1,1,0,0,0,1,0,-1,1,,4.8
8,CCiSt3,,6.2,False,0.6,1,1,1,0,1,0,0,1,,6.8
9,SeLi4,,5.6,False,0.5,2,1,1,1,1,0,1,1,,6.1
,,,44.0,,,,,,,,,,,,48.4
,Program Components,,,,Factor
,Skating Skills ,,,,1.25,7.75,7.5,7.75,7.25,7.75,7.25,7.5,7.5,,7.5
,Linking Footwork / Movement ,,,,1.75,7.75,7.75,7.5,7.0,7.75,7.25,7.0,7.75,,7.45
,Performance ,,,,1.0,7.75,7.25,7.75,7.5,7.75,7.5,6.75,7.25,,7.45
,Choreography ,,,,1.0,7.5,7.5,7.5,7.25,7.75,7.5,7.5,7.5,,7.5
,Interpretation / Timing ,,,,1.0,7.75,7.5,7.5,7.25,7.5,7.75,7.5,7.5,,7.5
,,,,,,,,,,,,,,,44.87
Deduction,Extended lifts,-1.0
