8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Meryl DAVIS / Charlie WHITE,USA,9,93.06,45.16,50.9,-3.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,SlLi4,,4.0,False,1.08,3,2,1,2,3,2,2,2,,5.08
2,CiSt3,,6.5,False,1.83,2,2,1,1,2,2,2,2,,8.33
3,STw4,,6.0,False,1.0,2,2,2,2,3,2,2,2,,7.0
4,CuLi4,,4.0,False,1.08,2,2,3,2,2,2,3,2,,5.08
5,Sp2,,3.0,False,0.67,0,1,1,1,2,2,2,1,,3.67
6,RoLi4,,4.0,False,0.75,2,1,1,2,1,2,2,1,,4.75
7,DiSt2,,5.0,False,1.67,1,2,2,1,2,1,2,2,,6.67
8,RoLi3,,3.5,False,1.08,2,2,2,3,2,2,2,3,,4.58
,,,36.0,,,,,,,,,,,,45.16
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,7.5,8.75,8.25,8.5,8.5,8.5,7.25,8.25,,8.25
,Linking Footwork / Movement  ,,,,1.75,8.25,8.75,8.75,8.25,8.75,8.5,8.5,8.0,,8.5
,Performance  ,,,,1.0,8.25,9.0,8.5,8.25,8.75,8.25,8.0,8.0,,8.33
,Choreography  ,,,,1.0,8.25,9.0,8.75,8.5,9.0,8.75,8.75,8.5,,8.71
,Interpretation / Timing  ,,,,1.0,8.0,9.0,8.75,8.5,9.25,8.75,8.5,8.5,,8.67
,,,,,,,,,,,,,,,50.9
Deduction, Extended lifts,-1.0
Deduction, Falls,-2.0
