9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Vanessa JAMES / Yannick BONHEUR,FRA,1,38.96,20.8,19.16,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,2S,,1.3,False,-0.6,-2,-2,-2,-2,-2,-3,-2,-2,-2,,0.7
2,2LzTw2,,3.5,False,0.0,-1,0,0,0,-1,0,-1,0,1,,3.5
3,3FTh,,5.5,False,-2.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.5
4,FCCoSp2,,2.5,False,-1.0,-3,-3,-3,-3,-3,-3,-2,-2,-3,,1.5
5,4Li3,,3.5,False,0.0,0,0,0,0,2,0,0,0,0,,3.5
6,BoDs1,,3.0,False,-0.7,-2,0,-1,-1,-1,-1,-2,-2,-1,,2.3
7,SlSt2,,2.3,False,0.0,0,0,0,0,0,0,0,0,0,,2.3
8,PCoSp2,,3.5,False,0.0,0,0,0,0,0,-1,0,0,0,,3.5
,,,25.1,,,,,,,,,,,,,20.8
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,4.75,5.25,5.0,5.25,5.0,5.0,4.5,5.25,5.0,,5.1
,Transition / Linking Footwork  ,,,,0.8,4.25,5.0,4.5,4.75,4.5,4.5,4.0,4.75,4.5,,4.6
,Performance / Execution  ,,,,0.8,4.5,5.0,4.5,5.0,4.5,4.75,4.25,4.5,4.5,,4.65
,Choreography / Composition  ,,,,0.8,4.5,5.25,4.75,4.75,4.75,5.0,4.25,5.5,4.75,,4.9
,Interpretation  ,,,,0.8,4.5,5.25,4.25,5.0,4.5,4.5,4.25,4.75,4.75,,4.7
,,,,,,,,,,,,,,,,19.16
Deduction,Falls,-1.0
