ISU GP Trophee Eric Bompard,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Maria MUKHORTOVA / Maxim TRANKOV RUS  7,126.05  64.77,,,61.28,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3LzTw1  5.00  1.26 2 2 1,1 1 2 2,,,2 2,6.26,
2 2A  3.50  1.00 1 1 1,0 1 1 0,,,1 1,4.50,
3 3T+2T  5.30  0.20 0 0 0,1 0 1 0,,,0 0,5.50,
4 5ALi4  6.50  1.40 1 2 1,1 1 2 1,,,2 1,7.90,
"",,,Info,,,Info
5 3LoTh  5.00  0.98 1 1 0,1 1 2 1,,,2 2,5.98,
6 SpSq4  3.40  0.80 0 1 0,1 1 1 0,,,1 1,4.20,
7 3STh  4.95 x  0.98 1 0 1,1 1 2 1,,,2 2,5.93,
8 FiDs4  3.50  0.70 0 1 1,1 1 2 0,,,1 1,4.20,
9 FCCoSp4  3.50  0.40 0 1 0,1 1 1 1,,,1 1,3.90,
10 PCoSp4  4.50  0.10 0 1 0,0 0 0 -1,,,1 0,4.60,
11 5TLi4  6.60 x  0.50 1 1 1,1 1 2 1,,,1 1,7.10,
12 3Li4  4.40 x  0.30 0 1 0,0 1 2 1,,,1 1,4.70,
56.15,,,,,64.77,
Program Components Factor,,,,,,
Skating Skills  1.60 7.25 7.75 7.50,7.75 7.50 7.75 7.50,,7.75,8.00,7.70,
Transition / Linking Footwork  1.60 7.00 7.50 7.00,7.75 7.25 7.50 6.25,,7.50,7.50,7.40,
Performance / Execution  1.60 7.25 7.75 7.50,8.25 7.75 8.00 7.75,,8.00,8.00,7.85,
Choreography / Composition  1.60 7.25 7.75 7.75,7.75 7.50 7.75 7.25,,7.50,8.25,7.70,
Interpretation  1.60 7.25 7.50 7.50,8.00 7.75 7.75 7.00,,7.50,8.25,7.65,
Judges Total Program Component Score (factored),,,,,61.28,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Jessica DUBE / Bryce DAVISON CAN  6,116.43  58.91,,,57.52,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3LzTw1  5.00  0.00 0 0 0,0 0 -1 -1,,,0 0,5.00,
2 2A+2A+SEQ  5.60 -0.64 1 -1 -1,-1 -1 -1 0,,,-1 0,4.96,
3 5ALi3  6.00  1.00 1 1 2,1 1 1 2,,,2 1,7.00,
4 3S  4.50  0.60 1 0 1,1 0 0 1,,,1 1,5.10,
5 FCCoSp4  3.50  0.20 2 0 1,0 0 0 1,,,1 1,3.70,
6 BiDs4  3.50  0.70 1 1 1,1 1 1 1,,,1 1,4.20,
7 3LzTh  6.05 x -1.40 -2 -2 -1,-2 -2 -2 -2,,,-2 -2,4.65,
8 5SLi4  6.60 x  0.00 0 0 0,0 0 1 -1,,,0 0,6.60,
9 SpSq4  3.40  0.20 1 0 0,0 0 1 1,,,0 0,3.60,
10 3LoTh  5.50 x -1.40 -2 -2 -2,-2 -2 -2 -2,,,-1 -2,4.10,
11 3Li4  4.40 x  0.50 2 1 1,1 0 1 1,,,1 1,4.90,
12 PCoSp4  4.50  0.60 2 1 1,1 1 0 2,,,1 2,5.10,
58.55,,,,,58.91,
Program Components Factor,,,,,,
Skating Skills  1.60 7.50 7.00 7.00,7.25 7.25 7.00 7.00,,7.50,7.25,7.15,
