ISU Grand Prix and Junior Grand Prix Final,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Daisuke TAKAHASHI JPN  3,89.95  48.30,,41.65,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3F+3T  9.50  2.00 2 2 2,2 3 2 2,,2 2,11.50,
2 3A  8.20  1.60 1 2 1,1 1 2 2,,1 2,9.80,
3 3Lz  6.00  1.80 2 1 2,2 2 2 1,,2 2,7.80,
4 CCoSp4  3.50  0.60 1 1 2,0 2 1 1,,1 1,4.10,
Info,,,Info,,Info
5 SlSt3  3.30  1.10 2 2 2,1 2 2 3,,1 3,4.40,
6 FSSp2  2.30  0.40 1 1 1,-1 1 1 0,,1 1,2.70,
7 CiSt3  3.30  1.20 3 2 2,1 2 3 3,,2 3,4.50,
8 CSSp4  3.00  0.50 1 1 1,0 1 1 1,,1 1,3.50,
39.10,,,,48.30,
Program Components Factor,,,,,
Skating Skills  1.00 8.50 8.00 8.50,7.75 8.75 8.25 8.25,,7.50 8.75,8.35,
Transition / Linking Footwork  1.00 7.75 6.25 8.00,8.00 8.50 8.00 7.75,,7.50 8.25,8.00,
Performance / Execution  1.00 8.75 8.50 8.50,8.25 9.25 8.50 8.25,,7.50 8.75,8.50,
Choreography / Composition  1.00 8.50 8.25 8.25,7.50 9.00 8.25 8.50,,7.75 8.50,8.35,
Interpretation  1.00 9.00 8.00 8.25,8.25 9.25 8.50 8.25,,7.50 9.00,8.45,
Judges Total Program Component Score (factored),,,,41.65,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Evan LYSACEK USA  5,89.85  48.20,,41.65,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3A  8.20  1.20 0 1 1,1 1 1 1,,2 2,9.40,
2 3Lz+3T  10.00  2.00 1 1 2,2 2 2 2,,2 2,12.00,
3 3F  5.50  1.20 2 0 0,1 1 1 1,,1 2,6.70,
4 CiSt3  3.30  1.10 2 2 2,2 2 2 2,,3 3,4.40,
5 CSSp4  3.00  1.00 2 2 2,2 2 2 2,,2 2,4.00,
6 FSSp3  2.60  0.40 0 1 1,1 1 1 1,,0 1,3.00,
7 SlSt3  3.30  0.90 1 1 1,2 1 2 2,,2 3,4.20,
8 CCoSp4  3.50  1.00 2 2 2,2 2 2 2,,2 2,4.50,
39.40,,,,48.20,
Program Components Factor,,,,,
Skating Skills  1.00 7.75 8.25 8.75,8.75 8.00 8.00 8.00,,8.00 8.50,8.25,
Transition / Linking Footwork  1.00 8.00 7.50 8.75,8.50 7.50 8.00 7.50,,7.75 8.00,8.05,
Performance / Execution  1.00 8.50 8.50 9.00,8.75 7.50 7.75 8.25,,8.00 8.75,8.45,
Choreography / Composition  1.00 8.25 8.00 9.00,8.50 7.75 8.00 8.25,,8.25 8.75,8.40,
Interpretation  1.00 8.75 8.50 9.25,8.75 7.75 8.00 8.25,,8.25 8.50,8.50,
Judges Total Program Component Score (factored),,,,41.65,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Nobunari ODA JPN  6,87.65  47.80,,39.85,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
1 3A  8.20  2.00 2 2 2,2 2 1 2,,2 2,10.20,
