ISU Grand Prix and Junior Grand Prix Final,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Xue SHEN / Hongbo ZHAO CHN  6,138.89  67.85,,,71.04,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3T  4.00  1.60 1 2 1,2 1 2 1,,,2 1,5.60,
2 1A+2A+SEQ  3.44  0.12 -1 -1 -1,2 -1 2 1,,,-1 -2,3.56,
3 FCCoSp4  3.50 -0.12 -1 -1 0,0 0 0 0,,,-1 0,3.38,
4 3Li4  4.00  0.90 1 2 2,2 1 3 2,,,2 1,4.90,
"",,,Info,,,Info
5 FoDs3  4.00  1.12 0 2 2,1 2 2 1,,,2 2,5.12,
6 5ALi3  6.60 x  1.60 0 2 2,2 2 2 2,,,1 1,8.20,
7 3LzTw2  6.05 x  1.26 1 2 1,2 2 2 2,,,1 2,7.31,
8 3LoTh  5.50 x  1.52 2 3 2,2 2 2 1,,,3 2,7.02,
9 3STh  4.95 x  1.76 2 3 3,3 2 3 2,,,3 2,6.71,
10 SpSq4  3.40  1.20 1 1 1,1 2 2 1,,,2 1,4.60,
11 PCoSp4  4.50  0.40 0 1 1,1 0 1 0,,,1 1,4.90,
12 5TLi3  6.05 x  0.50 1 0 2,1 1 2 1,,,1 1,6.55,
55.99,,,,,67.85,
Program Components Factor,,,,,,
Skating Skills  1.60 8.75 8.50 9.00,8.75 8.75 9.25 9.00,,8.75,8.75,8.80,
Transition / Linking Footwork  1.60 8.50 8.25 8.75,8.75 7.50 9.25 9.00,,8.50,8.50,8.65,
Performance / Execution  1.60 9.00 9.00 9.00,9.00 8.25 9.50 9.00,,8.75,8.75,8.95,
Choreography / Composition  1.60 8.75 8.25 9.00,9.00 8.25 9.50 9.25,,9.00,9.00,9.00,
Interpretation  1.60 8.75 8.50 8.75,9.00 8.50 9.50 9.25,,9.00,9.00,9.00,
Judges Total Program Component Score (factored),,,,,71.04,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Qing PANG / Jian TONG CHN  3,133.82  67.66,,,66.16,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 2A+2A+SEQ  5.60  1.80 2 2 2,2 2 2 1,,,1 2,7.40,
2 3T  4.00 -1.00 -1 -1 -1,-1 -1 -1 -1,,,-1 -1,3.00,
3 5ALi4  6.50  1.60 2 1 2,2 1 2 1,,,2 2,8.10,
4 SpSq4  3.40  0.80 0 1 2,1 1 1 0,,,1 2,4.20,
5 FCCoSp3  3.00  0.30 1 0 2,1 1 1 1,,,0 0,3.30,
6 3LzTw1  5.50 x  0.70 2 1 2,1 0 -1 1,,,1 1,6.20,
7 PCoSp4  4.50  0.50 1 1 2,1 1 1 1,,,1 1,5.00,
8 3STh  4.95 x  1.40 2 2 2,2 3 3 2,,,2 2,6.35,
9 3LoTh  5.50 x  1.52 2 2 2,3 3 3 2,,,2 2,7.02,
10 BoDs4  4.50  0.84 1 2 2,1 2 0 0,,,0 2,5.34,
11 5TLi3  6.05 x  0.50 1 1 1,1 1 1 1,,,1 2,6.55,
12 4Li4  4.40 x  0.80 2 1 2,2 1 2 1,,,2 2,5.20,
57.90,,,,,67.66,
Program Components Factor,,,,,,
Skating Skills  1.60 8.00 8.50 8.25,8.25 7.75 8.25 8.00,,8.25,8.25,8.15,
