ISU Grand Prix and Junior Grand Prix Final,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Evan LYSACEK USA,5,159.60  75.60,,84.00,0.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+3T  10.00  1.80 1 2,2,2 2 1 2,,2 1,11.80,
2 3A  8.20  0.80 0 1,1,1 1 -1 1,,1 0,9.00,
3 3S  4.50  1.00 0 1,1,2 1 0 1,,1 1,5.50,
4 CiSt3  3.30  1.00 0 2,1,2 2 2 2,,2 2,4.30,
"",,Info,,,,Info
5 FSSp4  3.00  0.90 1 2,2,2 1 2 2,,2 1,3.90,
6 1A  0.88 x -0.08 -1 0,0,0 -1 0 0,,-1 -1,0.80,
7 3Lo  5.50 x -0.40 0 -1,0,0 -1 0 1,,1 -1,5.10,
8 3F+3T  10.45 x  1.60 2 2,2,1 2 1 1,,2 0,12.05,
9 3Lz  6.60 x  0.60 0 0,1,1 1 0 0,,1 0,7.20,
10 2A  3.85 x  0.40 0 1,0,1 0 0 1,,1 0,4.25,
11 FCSSp4  3.00  0.50 1 1,1,1 1 1 1,,2 0,3.50,
12 SlSt3  3.30  1.00 1 2,1,3 3 2 3,,2 1,4.30,
13 CCoSp3  3.00  0.90 2 2,2,2 1 0 2,,2 2,3.90,
65.58,,,,,75.60,
Program Components Factor,,,,,,
Skating Skills  2.00 8.25 8.25,8.50,8.50 8.75 8.25 8.25,,8.50 8.25,8.40,
Transition / Linking Footwork  2.00 8.50 7.50,8.25,8.25 8.25 8.50 8.00,,7.75 8.00,8.10,
Performance / Execution  2.00 8.00 8.50,8.50,8.75 8.50 8.50 8.75,,8.00 8.50,8.50,
Choreography / Composition  2.00 8.50 8.50,8.50,8.50 8.75 8.75 8.75,,8.50 8.00,8.55,
Interpretation  2.00 8.25 8.25,8.50,8.75 8.50 8.75 8.50,,8.25 8.00,8.45,
Judges Total Program Component Score (factored),,,,,84.00,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Jeremy ABBOTT USA,2,158.73  82.13,,77.60,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  9.80 -4.80 -3 -3,-3,-3 -3 -3 -3,,-3 -3,5.00,
2 3F  5.50  1.60 1 2,1,1 2 2 2,,2 1,7.10,
3 3A+3T  12.20  1.20 1 1,0,1 1 2 1,,2 1,13.40,
4 FSSp4  3.00  0.60 2 1,0,0 1 1 1,,2 1,3.60,
5 CiSt3  3.30  0.60 1 1,1,0 1 1 1,,2 2,3.90,
6 2A  3.50  0.80 0 1,0,0 2 0 1,,2 1,4.30,
7 3Lz  6.60 x  0.20 -1 1,0,0 1 0 1,,0 0,6.80,
8 3Lz+3T+2Lo  12.65 x  1.20 1 1,0,1 2 1 2,,1 1,13.85,
9 3Lo  5.50 x  0.20 0 1,0,0 1 0 1,,0 0,5.70,
10 CSSp3  2.60  0.50 1 1,1,1 1 1 1,,1 1,3.10,
11 3S+2T  6.38 x  0.40 0 1,0,0 1 1 1,,0 0,6.78,
12 SlSt3  3.30  0.80 1 2,2,1 1 1 2,,2 2,4.10,
13 CCoSp4  3.50  1.00 2 2,2,2 2 2 2,,2 2,4.50,
77.83,,,,,82.13,
Program Components Factor,,,,,,
