ISU Grand Prix and Junior Grand Prix Final,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Yu-Na KIM KOR  5,123.22  61.70,,,61.52,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+2T  7.30  0.00 1 0 0,0 -1 0 0,,,2 0,7.30,
2 3F  5.50  0.40 0 0 1,0 0 1 1,,,2 0,5.90,
3 2A+2T+2Lo  6.30  1.00 2 2 1,0 1 1 1,,,2 1,7.30,
4 FCoSp4  3.00  0.70 2 1 2,1 1 1 2,,,2 2,3.70,
"",,,Info,,,Info
5 SpSq4  3.40  1.60 2 1 2,2 1 2 1,,,2 2,5.00,
6 2A+3T< <  5.28 x -1.28 -1 -2 -2,-2 -1 -2 -1,,,-2 -1,4.00,
7 3S  4.95 x  0.20 1 0 -1,0 1 1 0,,,1 0,5.15,
8 3Lz  6.60 x  1.00 1 1 2,0 1 1 1,,,1 1,7.60,
9 SlSt3  3.30  0.50 1 1 1,1 1 1 1,,,2 2,3.80,
10 2A  3.85 x  1.00 2 2 1,1 1 1 1,,,1 1,4.85,
11 FSSp3  2.60  0.60 1 1 2,1 1 1 1,,,2 2,3.20,
12 CCoSp3  3.00  0.90 2 2 2,2 1 2 1,,,2 2,3.90,
55.08,,,,,61.70,
Program Components Factor,,,,,,
Skating Skills  1.60 8.25 7.25 8.00,8.25 8.00 8.25 8.50,,8.75,7.25,7.95,
Transition / Linking Footwork  1.60 7.50 7.50 6.50,7.50 7.00 7.75 8.00,,8.25,7.00,7.35,
Performance / Execution  1.60 8.25 7.00 7.75,7.75 7.75 8.00 8.25,,8.25,7.50,7.75,
Choreography / Composition  1.60 8.25 7.50 7.00,8.25 7.50 7.75 8.50,,8.50,7.00,7.60,
Interpretation  1.60 8.50 7.25 7.75,8.00 7.75 8.00 8.25,,8.50,7.50,7.80,
Judges Total Program Component Score (factored),,,,,61.52,
Deductions:,,,,,0.00,
"<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Miki ANDO JPN  6,119.74  58.62,,,61.12,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+2Lo  7.50  0.20 0 0 1,0 -1 1 1,,,0 0,7.70,
2 2A+2T  4.80  0.80 1 0 1,1 2 1 1,,,1 0,5.60,
3 CCoSp4  3.50  0.70 2 1 1,1 2 1 2,,,1 1,4.20,
4 3Lo  5.00  1.00 1 1 2,1 1 1 2,,,1 1,6.00,
5 SpSq3  3.10  0.50 1 1 1,2 1 3 1,,,1 1,3.60,
6 3S< <  1.43 x -0.36 -2 -1 -2,-2 -1 -1 -2,,,-1 -1,1.07,
7 3Lz  6.60 x  0.80 0 1 0,1 1 1 0,,,1 1,7.40,
8 FSSp4  3.00  0.40 1 1 1,1 0 1 1,,,1 0,3.40,
9 3T+2Lo+2Lo  7.70 x  0.60 0 0 1,1 0 1 1,,,1 1,8.30,
10 2A  3.85 x  0.00 0 0 0,1 0 0 0,,,1 0,3.85,
11 SlSt3  3.30  0.70 2 1 0,1 1 2 2,,,1 0,4.00,
12 FCoSp4  3.00  0.50 1 1 1,1 1 1 0,,,1 1,3.50,
52.78,,,,,58.62,
Program Components Factor,,,,,,
Skating Skills  1.60 8.25 7.75 7.25,7.75 7.25 7.75 7.50,,8.00,8.00,7.80,
