ISU World Figure Skating Championships 2011,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Patrick CHAN CAN  19,187.96  96.44,,91.52,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30  1.29 2 1 2,1 2 1 1,,1 1,11.59,
2 4T+3T  14.40  2.43 2 2 2,2 3 3 3,,2 3,16.83,
3 3Lz  6.00  0.90 1 2 1,1 2 1 2,,1 1,6.90,
4 SlSt3  3.30  1.29 3 3 3,2 2 3 2,,1 3,4.59,
"",Info,,,,Info
5 FSSp4  3.00  1.00 2 2 2,2 2 3 2,,2 2,4.00,
6 3A  9.35 x -1.57 -1 -2 -2,-1 -2 -1 -2,,-1 -2,7.78,
7 3Lz+1Lo+3S  11.77 x  1.20 1 2 1,2 2 2 1,,2 2,12.97,
8 CSSp3  2.60  1.07 2 1 3,2 3 2 2,,2 2,3.67,
9 3F  5.83 x  1.40 2 2 2,2 2 1 2,,2 2,7.23,
10 3Lo  5.61 x  0.10 0 1 0,0 0 1 0,,0 0,5.71,
11 2A+2T  5.17 x  0.50 1 2 1,1 1 2 0,,1 0,5.67,
12 ChSt1  2.00  2.86 3 2 3,3 2 3 3,,3 3,4.86,
13 CCoSp4  3.50  1.14 2 2 2,3 2 3 2,,2 3,4.64,
82.83,,,,96.44,
Program Components Factor,,,,,
Skating Skills  2.00 9.00 9.50 9.25,8.75 9.00 9.75 9.00,,10.00 9.25,9.25,
Transition / Linking Footwork  2.00 9.00 9.25 8.75,9.00 8.25 9.50 8.50,,9.00 9.00,8.93,
Performance / Execution  2.00 9.25 9.25 9.25,8.75 8.50 10.00 8.25,,9.50 9.25,9.11,
Choreography / Composition  2.00 9.00 9.50 9.00,9.00 8.50 9.75 8.50,,9.25 9.50,9.11,
Interpretation  2.00 9.25 9.50 9.25,9.25 8.75 10.00 8.25,,10.00 9.50,9.36,
Judges Total Program Component Score (factored),,,,91.52,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Takahiko KOZUKA JPN  23,180.79  98.53,,82.26,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30  2.29 2 2 2,3 1 2 2,,3 3,12.59,
2 3A  8.50  2.43 2 2 3,3 2 2 3,,3 2,10.93,
3 3Lz+2T  7.40  1.00 1 2 2,1 1 1 2,,1 2,8.40,
4 CCoSp4  3.50  0.64 1 2 2,1 1 1 1,,1 2,4.14,
5 SeSt3  3.30  1.07 3 2 3,2 2 2 2,,2 1,4.37,
6 3A+2T+2Lo  12.87 x  1.57 2 1 2,2 1 1 2,,1 2,14.44,
7 3F  5.83 x  1.00 2 1 1,2 1 2 1,,1 2,6.83,
8 3Lz+3T  11.11 x  1.40 2 2 2,2 1 2 2,,2 3,12.51,
9 3Lo  5.61 x  1.00 2 2 1,2 1 1 2,,1 1,6.61,
10 3S  4.62 x  0.80 2 1 1,1 1 2 1,,1 1,5.42,
11 FSSp4  3.00  0.79 1 2 2,1 1 2 1,,2 2,3.79,
12 ChSt1  2.00  2.00 2 2 2,2 2 3 1,,2 2,4.00,
13 FCCoSp4  3.50  1.00 2 2 2,2 1 3 1,,3 2,4.50,
81.54,,,,98.53,
Program Components Factor,,,,,
Skating Skills  2.00 8.25 8.50 8.50,8.25 8.25 8.00 8.75,,8.50 8.50,8.39,
