9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Miriam ZIEGLER / Severin KIEFER,AUT,1,52.19,28.5,25.69,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3Tw1,,5.4,False,-1.4,-2,-2,-3,-1,-2,-2,-2,-2,-2,,4.0
2,3Lz,,6.0,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.9
3,5RLi3,,7.0,False,0.0,0,0,-1,0,0,0,0,0,0,,7.0
4,BiDs2,,3.0,False,0.3,0,1,0,0,1,0,1,1,0,,3.3
5,FCCoSp3V,,2.5,False,0.5,1,1,1,1,2,1,1,1,1,,3.0
6,3FTh,,5.5,False,-2.1,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.4
7,StSq4,,3.9,False,0.0,0,0,0,0,0,0,0,0,0,,3.9
,,,33.3,,,,,,,,,,,,,28.5
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,6.5,6.75,5.75,6.0,6.75,6.5,7.0,6.75,7.0,,6.61
,Transitions ,,,,0.8,6.25,6.25,6.0,5.75,6.5,6.0,6.5,6.25,6.75,,6.25
,Performance ,,,,0.8,6.75,6.0,5.75,5.75,6.5,6.25,6.25,6.25,6.5,,6.21
,Composition ,,,,0.8,6.75,6.5,6.0,6.25,6.75,6.5,7.0,6.5,7.25,,6.61
,Interpretation of the Music ,,,,0.8,6.5,6.5,5.75,6.25,6.5,6.0,6.75,6.5,6.75,,6.43
,,,,,,,,,,,,,,,,25.69
Deduction,Deductions Falls,-2.0
