10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Timothy GOEBEL,USA,0,58.72,27.72,32.0,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3S+COMBO,,4.5,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.5
2,3A,,7.5,False,0.0,0,0,-1,1,0,0,0,0,0,0,,7.5
3,CCoSp4,,3.5,False,0.2,0,1,0,1,1,1,0,0,1,0,,3.7
4,CiSt2,,2.3,False,0.3,0,1,0,0,1,1,1,1,1,0,,2.6
5,3F,,5.5,False,0.2,0,1,0,0,0,1,0,0,1,0,,5.7
6,CSSp3,,2.1,False,0.0,0,0,0,0,0,1,0,0,0,0,,2.1
7,SlSt2,,2.3,False,0.2,0,0,0,1,1,1,1,1,1,0,,2.5
8,FSSp3,,2.3,False,-0.18,-1,0,-1,0,0,1,0,-1,-1,-1,,2.12
,,,30.0,,,,,,,,,,,,,,27.72
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,6.25,6.25,6.25,6.75,6.5,7.5,6.25,6.75,7.0,6.5,,6.45
,Transition / Linking Footwork ,,,,1.0,5.5,6.5,6.0,6.75,6.25,7.25,6.25,6.5,6.75,6.25,,6.3
,Performance / Execution ,,,,1.0,5.75,6.25,5.0,6.5,7.0,7.5,5.75,6.5,7.0,6.5,,6.4
,Choreography / Composition ,,,,1.0,6.0,6.5,6.0,6.5,6.5,7.25,6.0,6.75,7.25,6.5,,6.45
,Interpretation ,,,,1.0,5.5,6.25,5.75,6.75,6.75,7.5,5.75,6.75,7.25,6.5,,6.4
,,,,,,,,,,,,,,,,,32.0
Deduction,Falls,-1.0
