10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Daisuke TAKAHASHI,JPN,0,69.1,35.9,34.2,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,,9.5,False,1.0,1,2,1,1,1,1,1,1,1,1,,10.5
2,3A,,7.5,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,4.5
3,CSSp3,,2.1,False,0.3,1,1,0,1,0,1,1,0,1,1,,2.4
4,3Lz,,6.0,False,0.8,0,1,1,1,0,1,1,1,1,1,,6.8
5,CiSt2,,2.3,False,0.5,1,1,1,2,1,1,1,1,1,0,,2.8
6,CCoSp3,,3.0,False,0.5,1,2,1,2,1,1,1,1,1,1,,3.5
7,SlSt2,,2.3,False,0.7,1,2,1,2,1,2,2,2,1,1,,3.0
8,FSSp3,,2.3,False,0.1,0,1,-1,1,0,1,0,0,0,0,,2.4
,,,35.0,,,,,,,,,,,,,,35.9
,Program Components,,,,Factor
,Skating Skills ,,,,1.0,7.0,7.5,6.0,7.75,6.25,7.5,6.5,6.75,6.5,7.0,,6.9
,Transition / Linking Footwork ,,,,1.0,6.5,7.5,5.0,7.75,6.0,7.0,6.25,6.5,6.25,6.75,,6.55
,Performance / Execution ,,,,1.0,6.75,7.25,6.25,8.0,6.5,7.75,6.25,6.75,6.5,7.25,,6.9
,Choreography / Composition ,,,,1.0,6.75,7.25,6.0,8.0,6.5,7.5,6.0,6.75,6.25,7.0,,6.85
,Interpretation ,,,,1.0,6.5,7.25,6.75,8.0,6.75,7.75,6.5,7.0,6.25,7.25,,7.0
,,,,,,,,,,,,,,,,,34.2
Deduction,Falls,-1.0
