ISU Grand Prix of Figure Skating Final,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Mao ASADA JPN 125.24 65.80,,59.44,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3A 7.5 0.40 0 -1 1 0 0 0 0 1,,1 1 - -,7.90
2 3F 5.5 0.80 1 1 1 0 1 0 1 2,,1 1 - -,6.30
3 3Lz 6.0 -0.40 0 0 1 -1 0 -1 0 -1,,1 0 - -,5.60
4 CoSp3 2.5 0.00 0 0 0 0 1 0 0 0,,0 0 - -,2.50
5 SlSt2 2.3 0.20 0 0 1 0 0 1 0 0,,0 1 - -,2.50
6 2A 3.3 1.00 1 1 1 1 1 1 0 1,,0 1 - -,4.30
7 FCSp2 2.0 0.20 0 1 0 0 1 1 0 1,,0 0 - -,2.20
8 LSp3 1.8 0.30 0 0 1 0 1 1 1 0,,1 1 - -,2.10
9 SpSt3 3.1 0.50 1 1 1 1 1 1 1 1,,1 1 - -,3.60
10 3Lo+2Lo+2Lo 8.8x 0.80 1 1 1 0 1 0 1 2,,1 1 - -,9.60
11 3F+2Lo 7.7x 0.20 0 1 1 0 0 0 1 1,,0 0 - -,7.90
12 3Lz+2Lo 8.3x 0.00 1 0 1 -1 0 0 1 -1,,1 0 - -,8.30
13 CCoSp3 3.0 0.00 0 -1 0 0 1 0 0 0,,0 0 - -,3.00
61.8,,,65.80
Program Components Factor,,,
Skating Skills 1.60 7.75 7.50 8.00 7.25 7.75 7.50 7.50 7.50,,7.50 7.25 - -,7.55
Transition / Linking Footwork 1.60 7.00 7.00 7.00 7.00 7.50 6.75 7.00 7.25,,7.00 7.00 - -,7.05
Performance / Execution 1.60 7.50 7.50 8.00 7.50 7.75 7.50 7.50 7.50,,7.50 7.50 - -,7.55
Choreography / Composition 1.60 7.25 7.50 7.75 7.00 7.75 7.25 7.50 7.50,,7.25 7.50 - -,7.45
Interpretation 1.60 7.50 7.00 7.00 7.50 7.75 7.25 7.25 7.75,,7.25 7.75 - -,7.55
Judges Total Program Component Score (factored),,,59.44
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Irina SLUTSKAYA RUS 122.58 62.10,,60.48,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2Lo 7.5 1.00 1 1 1 1 0 1 1 1,,1 1 - -,8.50
2 3S+2Lo+2T 7.3 0.00 0 0 0 0 0 0 0 0,,0 0 - -,7.30
3 FCSp4 3.0 0.50 0 1 1 2 1 1 1 1,,0 1 - -,3.50
4 3F 5.5 0.00 1 1 0 0 0 0 0 0,,1 0 - -,5.50
5 LSp4 2.4 0.60 1 1 1 2 1 1 0 0,,1 2 - -,3.00
6 SpSt4 3.4 0.60 0 0 0 2 0 1 1 1,,0 1 - -,4.00
7 3F+2T 7.5x 0.00 0 0 -1 0 0 0 0 0,,1 0 - -,7.50
8 3Lo 5.5x 0.80 1 1 1 1 0 1 1 1,,1 0 - -,6.30
9 3T 4.4x 0.00 0 1 0 1 0 0 0 0,,0 0 - -,4.40
10 CoSp2 2.1 0.00 0 -1 0 0 0 0 0 0,,0 0 - -,2.10
11 2A 3.6x 0.20 0 1 1 1 0 0 0 0,,0 0 - -,3.80
12 SlSt1 1.8 0.40 0 1 1 1 0 1 0 1,,1 1 - -,2.20
13 CCoSp4 3.5 0.50 1 1 1 2 1 1 2 1,,1 1 - -,4.00
57.5,,,62.10
Program Components Factor,,,
Skating Skills 1.60 7.50 8.00 7.75 8.25 7.25 7.75 7.75 7.25,,7.75 8.00 - -,7.65
Transition / Linking Footwork 1.60 6.75 6.75 6.75 8.00 7.25 7.50 7.25 7.00,,7.25 8.00 - -,7.30
Performance / Execution 1.60 7.50 7.50 7.75 8.25 7.25 7.75 7.75 7.50,,7.75 8.00 - -,7.70
Choreography / Composition 1.60 7.50 7.50 7.25 8.50 7.00 7.75 7.50 7.00,,7.50 7.50 - -,7.40
Interpretation 1.60 7.75 7.00 7.25 8.25 7.75 8.00 7.50 7.50,,7.25 7.75 - -,7.75
Judges Total Program Component Score (factored),,,60.48
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
ISU Grand Prix of Figure Skating Final,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Yukari NAKANO JPN 105.78 52.34,,53.44,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2A 3.3 -0.84 -2 -2 0 -1 -1 0 0 -2,,-1 -3 - -,2.46
2 3Lz+2T 7.3 -0.40 -1 0 0 -1 0 0 0 -1,,0 0 - -,6.90
3 FSSp3 2.3 0.00 0 0 0 0 0 0 0 0,,0 1 - -,2.30
4 SpSt3 3.1 0.30 1 1 0 1 0 0 1 1,,1 1 - -,3.40
5 3F 5.5 0.00 0 0 0 0 0 0 0 0,,0 0 - -,5.50
6 1Lo 0.5 -0.02 0 -1 -1 -1 0 0 0 0,,0 0 - -,0.48
7 CoSp3 2.5 0.40 0 1 1 1 1 1 0 0,,1 1 - -,2.90
8 CiSt2 2.3 0.00 0 -1 0 0 0 1 0 0,,1 0 - -,2.30
9 3S 5.0x 0.00 0 -1 1 0 0 0 0 0,,0 0 - -,5.00
