ISU Grand Prix of Figure Skating Final,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Tatiana TOTMIANINA / Maxim MARININ RUS 126.68 64.76,,61.92,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3S 4.5 0.40 0 1 0 1 0 1 1 0,,1 1 - -,4.90
2 3T+2T 5.3 1.00 1 1 1 2 0 2 1 1,,1 2 - -,6.30
3 SpSt3 3.1 0.30 1 0 1 1 1 1 0 0,,0 1 - -,3.40
4 3Tw3 5.0 -0.28 -1 -2 0 0 -1 0 -1 1,,0 0 - -,4.72
5 3LoTh 5.0 0.84 1 1 1 2 0 2 1 1,,2 2 - -,5.84
6 5TLi4 6.0 0.30 1 0 1 0 0 1 0 1,,1 1 - -,6.30
7 3STh 5.0x 0.56 1 1 1 1 0 2 1 0,,2 1 - -,5.56
8 5ALi4 6.5 -0.18 0 0 -1 -1 -1 1 -1 1,,0 0 - -,6.32
9 PCoSp3 4.0 0.00 0 0 0 0 -1 1 0 1,,0 0 - -,4.00
10 BiDs4 3.5 0.28 0 1 0 1 1 2 1 0,,0 0 - -,3.78
11 FCCoSp3 3.0 0.30 0 1 1 0 1 1 0 2,,1 1 - -,3.30
12 SlSt2 2.3 0.30 1 0 1 1 0 0 0 1,,0 0 - -,2.60
13 3Li4 4.0 0.10 1 0 0 0 0 2 0 1,,0 0 - -,4.10
14 FiDs4 3.5 0.14 0 1 1 0 0 0 -1 0,,1 1 - -,3.64
60.7,,,64.76
Program Components Factor,,,
Skating Skills 1.60 8.00 8.00 8.00 8.00 7.75 8.75 8.25 8.00,,8.25 8.25 - -,8.05
Transition / Linking Footwork 1.60 7.50 7.50 7.00 7.75 7.50 8.25 8.00 7.50,,7.25 8.00 - -,7.50
Performance / Execution 1.60 8.00 7.75 7.75 7.75 7.50 8.50 8.25 7.50,,7.75 8.25 - -,7.75
Choreography / Composition 1.60 7.50 8.00 7.50 7.75 7.75 8.75 8.00 7.75,,7.50 8.25 - -,7.65
Interpretation 1.60 8.00 7.75 7.25 8.00 7.75 8.50 8.25 7.75,,7.25 8.25 - -,7.75
Judges Total Program Component Score (factored),,,61.92
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Dan ZHANG / Hao ZHANG CHN 124.36 69.00,,55.36,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3STh 4.5 1.12 1 1 1 2 1 2 2 2,,2 1 - -,5.62
2 2A+3T 7.3 0.20 0 1 1 0 0 -1 0 1,,-1 1 - -,7.50
3 3Tw3 5.0 1.26 2 2 2 2 2 2 1 2,,1 2 - -,6.26
4 5TLi3 5.5 0.40 1 0 2 1 0 1 1 1,,0 0 - -,5.90
5 PCoSp4 4.5 0.00 0 0 0 0 -1 1 1 0,,0 1 - -,4.50
6 BoDs4 4.5 0.00 0 1 1 0 0 0 0 0,,0 0 - -,4.50
7 3LoTh 5.5x -0.28 0 -1 -1 0 0 -1 -1 0,,-1 0 - -,5.22
8 3S 5.0x 1.00 1 0 1 1 1 0 1 0,,1 0 - -,6.00
9 SpSt1 1.8 0.00 0 0 0 0 0 1 0 0,,0 0 - -,1.80
10 FiDs4 3.5 0.28 0 1 0 1 0 1 1 0,,1 1 - -,3.78
11 5ALi4 6.5 0.80 1 1 1 1 0 1 -1 1,,2 0 - -,7.30
12 CiSt3 3.1 0.00 0 0 0 0 0 -1 0 0,,0 0 - -,3.10
13 FCCoSp4 3.5 -0.18 0 0 -1 -1 1 0 -1 0,,-1 0 - -,3.32
14 3Li4 4.0 0.20 0 0 0 1 0 0 1 0,,1 0 - -,4.20
64.2,,,69.00
Program Components Factor,,,
Skating Skills 1.60 7.25 7.25 7.25 7.25 7.25 7.50 7.25 7.25,,6.75 7.25 - -,7.25
Transition / Linking Footwork 1.60 6.75 6.75 7.00 6.75 7.00 7.00 6.75 6.50,,5.75 6.25 - -,6.75
Performance / Execution 1.60 6.75 7.00 7.50 7.25 7.00 7.25 7.25 7.00,,6.75 6.25 - -,7.05
Choreography / Composition 1.60 6.50 7.25 7.25 7.00 7.00 7.50 7.00 6.75,,6.50 6.75 - -,6.85
Interpretation 1.60 6.75 6.75 6.75 7.25 6.75 7.50 6.75 6.50,,6.50 6.25 - -,6.70
Judges Total Program Component Score (factored),,,55.36
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
ISU Grand Prix of Figure Skating Final,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Aliona SAVCHENKO / Robin SZOLKOWY GER 118.32 61.68,,56.64,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2Tw3 4.0 0.50 1 0 1 1 1 0 1 1,,1 1 - -,4.50
2 3T+2T+SEQ 4.2 -0.60 0 1 -1 0 -1 -1 -1 0,,-1 -1 - -,3.60
3 3FTh 5.0 0.56 2 1 1 0 0 0 1 1,,1 1 - -,5.56
4 FiDs4 3.5 0.70 1 1 1 1 2 1 1 1,,1 1 - -,4.20
5 5ALi2 5.5 -0.36 -1 -1 0 -2 -1 -2 -1 -1,,-2 0 - -,5.14
6 PCoSp4 4.5 0.10 0 1 0 0 1 0 0 1,,0 0 - -,4.60
