NHK Trophy 2007,,,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Tessa VIRTUE / Scott MOIR,CAN  62.04  33.60,,,28.44,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 CoSp4  4.70  0.70,1 1 1 1 1 1 0 2,,3,2 - -,5.40,
2 CuLi4  4.00  0.80,Info 0 2 2 2 2 2 2 1,,1,2 Info- -,4.80,Info
3 CiSt4  8.00  1.60,1 1 1 2 2 2 1 2,,2,1 - -,9.60,
4 NtMiTw4  3.30  1.00,1 2 1 2 2 2 2 2,,2,2 - -,4.30,
5 NtMiSt4  4.30  0.60,1 1 1 1 2 2 1 1,,1,2 - -,4.90,
6 RoLi4  4.00  0.60,1 1 1 2 2 1 1 1,,1,3 - -,4.60,
28.30,,,,,33.60,
Program Components Factor,,,,,,
Skating Skills  0.80,7.50 7.50 7.50 7.25 8.00 6.75 7.25 7.75,,7.50,7.75 - -,7.45,
Linking Footwork / Movement  0.80,7.50 7.00 7.25 7.50 8.00 6.50 7.00 7.50,,7.75,7.50 - -,7.40,
Performance  0.60,7.75 7.00 7.50 7.25 8.25 7.00 7.50 8.00,,8.00,7.75 - -,7.65,
Choreography  0.60,7.25 7.25 7.25 7.25 8.25 7.25 7.50 8.00,,7.75,7.50 - -,7.45,
Interpretation / Timing  1.00,7.50 7.25 7.00 7.50 8.25 7.25 7.50 7.50,,8.00,7.50 - -,7.50,
Judges Total Program Component Score (factored),,,,,28.44,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA  61.67  31.10,,,30.57,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 NtMiTw4  3.30  0.80,1 1 1 2 2 2 1 1,,2,2 - -,4.10,
2 NtMiSt4  4.30  0.80,0 2 2 2 2 2 1 1,,2,2 - -,5.10,
3 SlLi4  4.00  0.80,1 2 2 1 1 3 2 1,,2,2 - -,4.80,
4 Sp2  3.50 -0.10,0 0 1 0 1 0 -1 -1,,0,1 - -,3.40,
5 CiSt3  7.20  2.00,1 1 1 2 2 2 2 2,,2,3 - -,9.20,
6 RoLi4  4.00  0.50,0 2 2 1 2 1 0 1,,2,2 - -,4.50,
26.30,,,,,31.10,
Program Components Factor,,,,,,
Skating Skills  0.80,8.00 7.75 8.00 7.75 8.25 8.25 8.25 8.00,,8.00,8.25 - -,8.10,
Linking Footwork / Movement  0.80,7.75 7.50 7.50 7.50 8.00 8.00 8.00 7.25,,8.00,8.50 - -,7.85,
Performance  0.60,7.75 7.75 7.75 7.50 8.50 8.50 8.00 7.75,,8.25,8.25 - -,8.00,
Choreography  0.60,8.00 8.25 8.00 8.00 8.50 8.50 8.25 7.75,,8.00,8.25 - -,8.10,
Interpretation / Timing  1.00,8.00 8.25 8.00 8.25 8.50 8.25 8.00 7.50,,8.25,8.50 - -,8.15,
Judges Total Program Component Score (factored),,,,,30.57,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Jana KHOKHLOVA / Sergei NOVITSKI,RUS  57.84  31.80,,,27.04,1.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 CoSp4  4.70  0.80,1 2 2 1 2 2 2 2,,2,1 - -,5.50,
2 SlLi4  4.00  1.00,2 2 3 1 2 3 3 1,,2,2 - -,5.00,
3 NtMiTw4  3.30  0.00,0 1 1 0 0 1 0 -1,,0,0 - -,3.30,
4 NtMiSt4  4.30  0.40,0 2 1 1 1 1 0 1,,1,1 - -,4.70,
5 CiSt4  8.00  0.80,0 2 1 1 1 1 1 0,,2,1 - -,8.80,
