ISU World Figure Skating Championships 2009,,,,,
ICE DANCE COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
Starting Segment Element,,,Program  Component,Deductions,
Rank Name Nation,,,,,
Number Score Score,,,Score (factored),,
"= +",,,+,-,
1 Oksana DOMNINA / Maxim SHABALIN RUS  24  40.77  21.10,,,19.67,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.62 2 2 1 2 2 2 2 2,,1,- - -,2.42,
2 1S2  2.40  0.9In0fo 1 2 1 2 2 2 2 2,,2 Info,- - -,3.30,Info
3 2S1  2.40  1.16 2 2 0 2 2 1 2 2,,2,- - -,3.56,
4 2S2  2.80  1.02 1 2 1 2 2 2 2 2,,1,- - -,3.82,
5 3S1  2.80  0.88 0 2 0 2 2 1 2 2,,1,- - -,3.68,
6 3S2  3.30  1.02 1 2 1 2 1 2 2 2,,1,- - -,4.32,
15.50,,,,21.10,
Program Components Factor,,,,,
Skating Skills  0.75 7.50 8.00 7.50 7.75 8.25 8.00 7.75 8.00,,8.50,- - -,7.85,
Timing  0.75 7.50 7.75 7.25 7.50 8.00 7.50 7.50 8.00,,8.00,- - -,7.60,
Performance / Execution  0.50 7.75 8.25 7.75 8.25 8.00 8.00 7.75 8.25,,8.50,- - -,7.95,
Interpretation  0.50 7.75 8.25 7.50 8.75 8.25 8.25 8.25 8.25,,8.50,- - -,8.20,
Judges Total Program Component Score (factored),,,,19.67,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
Starting Segment Element,,,Program  Component,Deductions,
Rank Name Nation,,,,,
Number Score Score,,,Score (factored),,
"= +",,,+,-,
2 Tanith BELBIN / Benjamin AGOSTO USA  25  39.65  20.26,,,19.39,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.70 1 2 2 2 2 2 2 2,,2,- - -,2.50,
2 1S2  2.40  0.70 0 2 1 2 2 1 2 1,,1,- - -,3.10,
3 2S1  2.40  0.88 1 2 1 2 2 1 2 2,,1,- - -,3.28,
4 2S2  2.80  0.60 0 1 2 1 1 1 1 1,,1,- - -,3.40,
5 3S1  2.80  1.18 0 1 1 2 2 2 2 2,,1,- - -,3.98,
6 3S2  3.30  0.70 1 1 1 2 1 1 1 1,,1,- - -,4.00,
15.50,,,,20.26,
Program Components Factor,,,,,
Skating Skills  0.75 7.00 7.75 7.50 7.75 8.25 7.75 7.75 7.75,,8.25,- - -,7.80,
Timing  0.75 6.75 7.50 7.25 7.50 8.00 7.50 7.50 7.50,,8.00,- - -,7.55,
Performance / Execution  0.50 6.75 7.75 7.50 7.75 8.00 7.75 7.75 7.50,,8.00,- - -,7.75,
Interpretation  0.50 7.50 8.00 7.75 8.25 8.00 8.00 8.00 7.75,,8.25,- - -,8.00,
Judges Total Program Component Score (factored),,,,19.39,
Deductions:,,,,0.00,
Total Total,,,Total,Total,
Starting Segment Element,,,Program  Component,Deductions,
Rank Name Nation,,,,,
Number Score Score,,,Score (factored),,
"= +",,,+,-,
3 Tessa VIRTUE / Scott MOIR CAN  23  39.37  20.48,,,18.89,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 1S1  1.80  0.62 1 2 2 2 2 1 2 2,,2,- - -,2.42,
2 1S2  2.40  0.90 2 2 2 2 1 2 2 2,,1,- - -,3.30,
3 2S1  2.40  1.02 0 1 1 2 2 1 2 2,,2,- - -,3.42,
4 2S2  2.80  0.88 1 1 2 2 1 1 2 2,,1,- - -,3.68,
5 3S1  2.80  0.86 1 1 1 1 2 1 2 2,,1,- - -,3.66,
6 3S2  3.30  0.70 0 1 1 2 1 1 1 2,,1,- - -,4.00,
15.50,,,,20.48,
Program Components Factor,,,,,
Skating Skills  0.75 7.00 7.50 7.75 7.00 8.00 7.50 7.75 8.00,,8.25,- - -,7.60,
Timing  0.75 7.00 7.50 7.50 7.00 7.75 7.25 7.50 8.25,,7.50,- - -,7.35,
Performance / Execution  0.50 7.25 7.75 7.75 7.25 7.75 7.50 7.75 8.00,,8.00,- - -,7.60,
Interpretation  0.50 7.25 7.50 8.00 7.00 8.00 7.50 8.00 8.25,,8.00,- - -,7.75,
