ISU World Figure Skating Championships 2009,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
Starting,Segment Element,,,Program  Component,Deductions,
Rank Name Nation,,,,,,
Number,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Evan LYSACEK USA  23,159.53  80.53,,,79.00,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+3T  10.00  1.40 2 1 1 2,2 1 1 1,,2,- - -,11.40,
2 3A  8.20  0.20 0 0 0 0,1 Inf0o 0 0,,1,- - -,8.40,Info
3 3S  4.50  0.00 0 0 0 0,0 0 1 0,,0,- - -,4.50,
4 CiSt3  3.30  0.50 1 1 1 1,1 1 1 0,,1,- - -,3.80,
5 FSSp4  3.00  0.50 1 1 1 1,1 1 1 1,,1,- - -,3.50,
6 3A+2T  10.45 x  0.20 0 0 1 0,1 0 0 0,,1,- - -,10.65,
7 3Lo  5.50 x  0.40 0 0 0 0,1 0 1 1,,0,- - -,5.90,
8 3F+2T+2Lo  9.13 x  0.80 1 0 1 1,1 1 1 0,,1,- - -,9.93,
9 3Lz  6.60 x  0.20 0 0 0 0,1 0 0 0,,1,- - -,6.80,
10 2A  3.85 x  0.20 0 1 0 0,0 0 0 0,,1,- - -,4.05,
11 FCSSp4  3.00  0.30 0 2 1 1,1 0 0 1,,0,- - -,3.30,
12 SlSt3  3.30  0.70 1 1 1 1,2 1 1 2,,2,- - -,4.00,
13 CCoSp4  3.50  0.80 1 2 1 1,2 1 1 2,,2,- - -,4.30,
74.33,,,,,80.53,
Program Components Factor,,,,,,
Skating Skills  2.00 7.50 8.00 7.75 7.50,7.75 7.50 7.50 7.75,,8.50,- - -,7.70,
Transition / Linking Footwork  2.00 6.75 8.00 7.00 8.00,7.50 7.75 7.00 7.25,,8.50,- - -,7.70,
Performance / Execution  2.00 7.75 8.50 7.50 8.50,7.75 7.75 8.00 7.50,,9.00,- - -,8.10,
Choreography / Composition  2.00 7.50 8.00 7.75 8.25,7.75 8.00 7.50 7.50,,8.75,- - -,7.90,
Interpretation  2.00 7.50 8.25 7.50 8.50,7.50 8.25 8.00 7.50,,9.00,- - -,8.10,
Judges Total Program Component Score (factored),,,,,79.00,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Total Total,,,Total,Total,
Starting,Segment Element,,,Program  Component,Deductions,
Rank Name Nation,,,,,,
Number,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Patrick CHAN CAN  19,155.03  78.93,,,76.10,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3A  8.20  1.00 1 1 2 1,2 1 1 1,,1,- - -,9.20,
2 3F+3T  9.50  1.40 1 2 1 2,1 1 1 2,,1,- - -,10.90,
3 3Lz  6.00  1.00 1 2 1 1,1 1 1 1,,1,- - -,7.00,
4 CSSp4  3.00  0.40 1 1 1 1,0 1 1 1,,0,- - -,3.40,
5 CiSt4  3.90  1.40 2 2 1 1,1 2 1 2,,1,- - -,5.30,
6 3A+1T  9.46 x -0.56 -1 -1 0 -1,-1 0 0 0,,0,- - -,8.90,
7 3S  4.95 x  0.60 0 1 1 0,0 0 1 1,,1,- - -,5.55,
8 CCoSp4  3.50  0.30 1 1 1 0,1 1 0 1,,0,- - -,3.80,
9 2Lo  1.65 x  0.00 0 0 0 0,0 0 0 0,,0,- - -,1.65,
10 3Lz+2T+2Lo  9.68 x  1.00 2 1 0 1,1 0 1 1,,1,- - -,10.68,
11 2A  3.85 x  1.00 0 1 1 1,1 1 1 1,,0,- - -,4.85,
12 SlSt3  3.30  1.00 2 2 2 2,2 2 2 2,,2,- - -,4.30,
13 FSSp4  3.00  0.40 2 1 1 0,1 1 1 1,,0,- - -,3.40,
69.99,,,,,78.93,
Program Components Factor,,,,,,
Skating Skills  2.00 8.25 8.75 8.00 7.50,7.75 7.50 7.75 7.75,,7.75,- - -,7.70,
Transition / Linking Footwork  2.00 8.75 8.50 7.75 7.75,7.25 7.50 7.50 7.25,,7.00,- - -,7.45,
Performance / Execution  2.00 8.00 8.75 7.50 7.50,7.50 7.75 7.75 7.50,,7.25,- - -,7.60,
