ISU World Figure Skating Championships 2009,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Total Total,,,,Total,Total,
Starting Segment Element,,,,Program  Component,Deductions,
Rank Name Nation,,,,,,
Number Score Score,,,,Score (factored),,
"=",+,,,+,-,
1 Yu-Na KIM KOR  22  131.59  63.19,,,,68.40,0.00,
"# Executed Base GOE The Judges Panel",,,,,Scores,
Elements Value (in random order),,,,,of Panel,
1 3F+3T !  9.50  0.40 1 1 1 0 0 0 1,1,,-1,- - -,9.90,
2 2A  3.50  1.80 1 2 1 3 1 1Info 2,3,,2,- - -,5.30,Info
3 3Lz+2T+2Lo  8.80  1.00 2 1 0 1 1 0 1,1,,1,- - -,9.80,
4 FSSp4  3.00  0.50 1 1 0 0 1 1 1,1,,1,- - -,3.50,
5 2A+3T  7.50  1.00 0 2 1 2 1 0 1,-1,,2,- - -,8.50,
6 3Lz  6.60 x  1.20 1 2 1 1 1 1 1,1,,2,- - -,7.80,
7 SpSq4  3.40  2.00 2 1 1 2 2 2 1,2,,2,- - -,5.40,
8 2S< <  0.44 x -0.20 -1 -2 -2 -2 -2 -2 -2,-3,,-2,- - -,0.24,
9 CoSp4  3.00  0.60 1 2 1 1 2 1 1,1,,0,- - -,3.60,
10 SlSt3  3.30  1.00 2 2 0 2 3 2 2,2,,2,- - -,4.30,
11 2A  3.85 x  1.00 1 2 1 1 1 1 1,1,,1,- - -,4.85,
12 CCoSp4* *  0.00  0.00 - - - - - - -,-,,-,- - -,0.00,
52.89,,,,,63.19,
Program Components Factor,,,,,,
Skating Skills  1.60 8.50 8.50 8.75 8.50 8.50 8.75 8.25,8.50,,8.50,- - -,8.50,
Transition / Linking Footwork  1.60 8.25 8.25 8.25 8.75 8.25 8.00 8.00,7.50,,8.50,- - -,8.25,
Performance / Execution  1.60 8.25 9.00 8.75 9.00 8.50 8.50 8.50,9.00,,8.50,- - -,8.70,
Choreography / Composition  1.60 8.50 8.75 8.50 9.00 8.25 8.50 8.50,8.50,,8.75,- - -,8.60,
Interpretation  1.60 8.75 9.00 8.75 9.00 8.25 8.25 8.50,8.50,,9.00,- - -,8.70,
Judges Total Program Component Score (factored),,,,,68.40,
Deductions:,,,,,0.00,
"<  Downgraded jump*  Invalid elementx  Credit for highlight distribution, base value multiplied by 1.1!  Jump take off with wrong edge (short)",,,,,,
Total Total,,,,Total,Total,
Starting Segment Element,,,,Program  Component,Deductions,
Rank Name Nation,,,,,,
Number Score Score,,,,Score (factored),,
"=",+,,,+,-,
2 Miki ANDO JPN  21  126.26  62.34,,,,63.92,0.00,
"# Executed Base GOE The Judges Panel",,,,,Scores,
Elements Value (in random order),,,,,of Panel,
1 3Lz+2Lo  7.50  1.00 1 1 1 1 1 0 0,1,,1,- - -,8.50,
2 2A+3T  7.50  1.20 1 2 1 1 2 1 1,1,,1,- - -,8.70,
3 3S  4.50  0.20 0 1 0 0 -1 0 0,0,,1,- - -,4.70,
4 CCoSp4  3.50  0.80 1 2 1 0 2 2 1,1,,2,- - -,4.30,
5 SpSq4  3.40  1.00 1 0 0 1 1 1 1,1,,1,- - -,4.40,
6 3Lo< <  1.65 x -0.36 -1 -2 -1 -2 -1 -1 -1,-1,,-1,- - -,1.29,
7 3Lz  6.60 x  0.20 0 2 1 0 1 0 -1,0,,0,- - -,6.80,
8 3T+2Lo+2Lo  7.70 x  0.80 1 1 0 0 1 0 1,1,,1,- - -,8.50,
9 2A  3.85 x  0.80 1 2 1 0 1 0 0,1,,1,- - -,4.65,
10 FSSp3  2.60  0.20 0 1 0 0 1 0 1,1,,0,- - -,2.80,
11 SlSt3  3.30  0.70 1 2 1 1 3 2 1,1,,1,- - -,4.00,
12 FCoSp4  3.00  0.70 1 2 1 0 3 1 1,1,,2,- - -,3.70,
55.10,,,,,62.34,
Program Components Factor,,,,,,
Skating Skills  1.60 7.75 8.25 8.25 8.00 8.00 8.00 7.50,7.50,,8.00,- - -,7.95,
Transition / Linking Footwork  1.60 7.50 8.00 8.00 7.50 7.75 7.75 7.00,6.75,,7.75,- - -,7.65,
Performance / Execution  1.60 7.75 8.50 8.25 8.25 8.25 8.00 7.50,8.00,,8.25,- - -,8.15,
