9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
14,Caitlin MALLORY / Kristian RAND,EST,0,69.11,38.2,30.91,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,RoLi1,,2.5,False,0.5,1,1,1,1,1,1,1,1,1,,3.0
2,CiSt2,,6.4,False,0.4,1,0,1,0,0,1,1,0,0,,6.8
3,SlLi3,,3.5,False,0.0,0,0,1,0,0,0,0,0,0,,3.5
4,CuLi4,,4.0,False,0.4,0,1,1,1,1,1,1,0,0,,4.4
5,CoSp3,,4.0,False,0.1,-1,1,1,0,0,1,0,0,0,,4.1
6,DiSt2,,5.4,False,-0.2,0,0,0,-1,0,0,0,0,-1,,5.2
7,STw4,,4.7,False,-0.2,-1,0,0,-1,-2,0,0,0,-1,,4.5
8,SlLi4+CuLi4,,6.4,False,0.3,0,0,1,0,1,0,1,1,0,,6.7
,,,36.9,,,,,,,,,,,,,38.2
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,5.25,5.0,5.25,4.75,5.0,5.0,5.0,5.0,5.75,,5.05
,Linking Footwork / Movement  ,,,,1.75,5.25,4.75,5.25,4.75,4.75,4.5,5.25,5.0,5.5,,5.0
,Performance  ,,,,1.0,5.0,5.0,5.5,5.5,5.0,5.5,5.25,5.0,5.5,,5.35
,Choreography  ,,,,1.0,5.25,5.25,5.75,5.25,5.25,4.75,5.25,4.75,6.0,,5.25
,Interpretation / Timing  ,,,,1.0,5.0,5.5,5.75,5.25,5.0,5.0,5.25,4.75,6.25,,5.25
,,,,,,,,,,,,,,,,30.91
