10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
12,Zsuzsanna NAGY / György ELEK,HUN,0,36.21,20.2,16.01,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,Sp1,,3.0,False,-0.3,1,0,-1,-1,-1,0,-1,-1,-1,0,,2.7
2,NtMiTw4,,3.3,False,-0.3,1,0,-1,-1,0,-1,-1,-1,-1,0,,3.0
3,NtMiSt2,,3.2,False,-0.3,0,-1,-1,0,0,0,-1,-1,-1,-1,,2.9
4,SlLi4,,4.0,False,0.0,0,0,0,0,0,0,0,0,0,0,,4.0
5,CuLi4,,4.0,False,0.0,0,0,1,0,0,0,0,0,0,0,,4.0
6,DiSt1,,4.6,False,-1.0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,,3.6
,,,22.1,,,,,,,,,,,,,,20.2
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,3.75,4.5,4.25,4.25,4.5,4.5,4.0,4.25,4.5,4.5,,4.3
,Linking Footwork / Movement  ,,,,0.8,3.5,4.0,4.0,4.0,4.25,4.75,4.0,4.0,4.0,4.25,,4.05
,Performance  ,,,,0.6,3.5,4.25,4.0,4.0,4.5,4.75,4.25,4.25,4.25,4.25,,4.25
,Choreography  ,,,,0.6,3.5,4.5,4.25,4.25,4.5,5.0,4.25,4.0,4.25,4.25,,4.3
,Interpretation / Timing  ,,,,1.0,3.0,4.5,4.0,4.25,4.25,4.75,4.0,4.25,4.25,4.25,,4.2
,,,,,,,,,,,,,,,,,16.01
