10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Alissa CZISNY,USA,0,58.24,32.8,25.44,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3Lz+2T,,7.3,False,-0.2,0,-1,0,1,0,-1,0,0,-1,-1,,7.1
2,3F,e,5.5,False,-2.0,-2,-2,-2,-1,-1,-1,-2,-2,-1,-2,,3.5
3,SlSt3,,3.1,False,0.3,1,1,0,0,1,0,0,0,0,1,,3.4
4,FCSp4,,3.0,False,0.5,1,1,1,0,0,1,1,1,2,1,,3.5
5,2A,,3.5,False,0.0,0,0,0,0,0,1,0,0,0,0,,3.5
6,SpSq4,,3.4,False,0.4,1,0,1,0,0,1,0,0,1,1,,3.8
7,CCoSp4,,3.5,False,1.0,2,2,2,2,0,2,2,2,2,2,,4.5
8,LSp4,,2.6,False,0.9,2,2,2,1,0,2,2,2,2,1,,3.5
,,,31.9,,,,,,,,,,,,,,32.8
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.0,6.25,7.0,6.75,6.75,6.75,5.75,6.25,7.0,6.25,,6.5
,Transition / Linking Footwork  ,,,,0.8,6.0,6.0,6.75,5.75,6.5,6.5,5.75,6.0,6.5,6.0,,6.1
,Performance / Execution  ,,,,0.8,6.75,6.0,7.0,6.5,6.5,6.5,5.75,6.75,7.25,6.25,,6.45
,Choreography / Composition  ,,,,0.8,6.75,6.25,7.0,6.25,6.5,7.0,6.0,6.25,7.0,6.25,,6.4
,Interpretation  ,,,,0.8,6.25,6.25,7.0,6.5,6.25,7.0,5.75,6.5,7.0,6.5,,6.35
,,,,,,,,,,,,,,,,,25.44
