8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
5,Megan WING / Aaron LOWE,CAN,0,48.12,25.7,22.42,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,DiSt3,,5.5,False,0.2,0,0,0,0,1,-1,1,1,,5.7
2,CuLi4,,4.0,False,0.5,0,1,1,1,1,1,1,0,,4.5
3,CoSp3,,4.0,False,0.3,1,0,1,0,1,1,0,0,,4.3
4,NtMiSt3+STw4,,7.6,False,-0.4,-1,0,0,-1,1,-1,0,-1,,7.2
5,RoLi4,,4.0,False,0.0,0,0,0,0,0,0,0,0,,4.0
,,,25.1,,,,,,,,,,,,25.7
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,6.5,6.0,5.75,5.75,6.75,5.25,6.25,6.5,,6.05
,Linking Footwork / Movement ,,,,0.8,5.75,5.5,5.5,5.75,6.5,5.25,6.25,6.25,,5.75
,Performance ,,,,0.6,5.75,6.0,5.5,6.0,6.5,5.0,6.5,6.0,,5.95
,Choreography ,,,,0.6,6.0,5.75,5.5,5.5,6.75,5.25,6.5,6.5,,5.85
,Interpretation / Timing ,,,,1.0,5.75,5.75,5.25,6.0,7.0,5.5,6.5,6.5,,5.9
,,,,,,,,,,,,,,,22.42
