Skate America 2006,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
1 Mao ASADA,JPN  68.84,39.40,,,29.44,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 3Lz  6.00,1.00 -1 1 -1 1 1,1 -1 2,,1,1 - -,7.00
2 3F+3Lo  10.50,1.20 1 1 0 2 1,1 1 2,,1,0 - -,11.70
3 SpSq3  3.10,0.60 2 1 2 2 1,1 1 1,,1,1 - -,3.70
4 2A  3.30,1.00 2 0 1 1 1,1 1 1,,1,1 - -,4.30
5 CCoSp3  3.00,0.50 1 0 1 1 1,1 1 1,,2,1 - -,3.50
6 SlSt3  3.10,0.70 2 2 2 1 1,2 1 1,,1,2 - -,3.80
7 FSSp4  3.00,0.50 1 1 0 1 1,1 0 1,,0,1 - -,3.50
8 LSp1  1.50,0.40 1 0 1 2 0,2 1 1,,1,1 - -,1.90
33.50,,,,,,39.40
Program Components,Factor,,,,,
Skating Skills,0.80 8.00 7.50 7.75 7.75 6.75,7.50 7.50 7.75,,7.00,7.50 - -,7.50
Transition / Linking Footwork,0.80 7.75 7.50 7.00 7.25 6.50,7.50 6.50 7.00,,7.00,7.25 - -,7.20
Performance / Execution,0.80 8.00 7.50 7.50 7.75 7.00,7.50 7.25 7.00,,7.00,7.50 - -,7.35
Choreography / Composition,0.80 7.75 7.25 7.50 7.50 6.75,7.50 6.75 7.25,,7.25,7.25 - -,7.30
Interpretation,0.80 8.00 7.75 7.25 7.75 6.75,7.50 7.25 7.00,,7.25,7.50 - -,7.45
Judges Total Program Component Score (factored),,,,,,29.44
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
2 Miki ANDO,JPN  66.74,38.70,,,28.04,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 3Lz+3Lo  11.00,0.20 -2 0 -1 1 0,0 1 1,,0,0 - -,11.20
2 3F  5.50,0.20 -1 0 0 1 0,0 -1 0,,1,0 - -,5.70
3 LSp2  1.80,0.40 0 0 1 1 1,1 1 1,,2,1 - -,2.20
4 2A  3.30,1.20 1 0 1 2 1,1 1 2,,1,1 - -,4.50
5 SpSq4  3.40,1.20 1 1 2 2 1,1 1 1,,2,1 - -,4.60
6 FSSp4  3.00,0.30 1 1 0 1 0,0 1 1,,0,0 - -,3.30
7 SlSt3  3.10,0.80 2 1 2 2 1,1 1 1,,2,2 - -,3.90
8 CCoSp3  3.00,0.30 1 0 0 1 1,1 0 1,,0,-1 - -,3.30
34.10,,,,,,38.70
Program Components,Factor,,,,,
Skating Skills,0.80 7.25 7.00 7.25 7.50 6.75,6.25 7.00 7.50,,7.00,7.00 - -,7.15
Transition / Linking Footwork,0.80 6.50 7.00 7.00 7.00 6.50,6.25 6.50 7.00,,7.00,6.50 - -,6.80
Performance / Execution,0.80 7.00 7.00 7.25 7.25 6.75,6.50 7.25 7.25,,7.00,6.75 - -,7.00
Choreography / Composition,0.80 6.50 7.00 7.25 7.50 7.00,6.50 6.75 7.50,,7.00,6.75 - -,7.05
Interpretation,0.80 6.75 6.75 7.00 7.25 6.75,6.50 7.50 7.25,,7.25,7.25 - -,7.05
Judges Total Program Component Score (factored),,,,,,28.04
Deductions:,,,,,,0.00
Skate America 2006,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Total,Total,,Total,Total
"",NOC Segment,Element,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score,Score,,Score (factored),
"",=,+,,+,-
3 Kimmie MEISSNER,USA  58.82,31.70,,27.12,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 3Lz+2T  7.30,-1.00 -1 -1 -1 -1 -1,-1 -1 -1,,-1 -1 - -,6.30
2 3F  5.50,0.20 -1 -1 -1 1 1,-1 -1 1,,0 0 - -,5.70
3 LSp2  1.80,0.20 1 1 0 0 1,0 0 0,,0 0 - -,2.00
