Skate America 2006,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
1 Albena DENKOVA / Maxim STAVISKI,BUL  100.12,50.10,,,50.02,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 STw4  4.70,0.80 2 1 1 2 2,1 1 2,,1,- - -,5.50
2 CuLi4  4.00,0.60 1 1 2 2 1,2 1 1,,2,- - -,4.60
3 CiSt3  7.20,1.40 1 2 1 1 1,2 2 2,,2,- - -,8.60
4 SeLi4  6.40,0.90 1 2 2 2 2,3 2 1,,1,- - -,7.30
5 Sp3  4.00,0.30 0 0 1 1 1,1 0 1,,0,- - -,4.30
6 MiSt4  7.00,1.40 2 1 1 1 2,2 2 1,,1,- - -,8.40
7 SlLi3+RoLi4  6.00,0.40 1 1 0 2 1,1 0 1,,0,- - -,6.40
8 SlLi4  4.00,1.00 1 2 2 2 2,2 2 2,,1,- - -,5.00
43.30,,,,,,50.10
Program Components,Factor,,,,,
Skating Skills,1.25 8.25 8.25 8.50 8.25 8.00,8.25 8.25 8.50,,8.00,- - -,8.30
Linking Footwork / Movement,1.75 8.00 8.25 8.50 8.25 8.25,8.00 8.00 8.50,,7.75,- - -,8.25
Performance,1.00 8.00 8.50 8.50 8.50 8.50,8.50 8.25 8.25,,8.00,- - -,8.40
Choreography,1.00 8.25 8.75 8.50 8.50 8.00,8.50 8.50 8.25,,8.00,- - -,8.40
Interpretation / Timing,1.00 8.25 8.75 8.75 8.50 8.25,8.25 8.25 8.25,,7.50,- - -,8.40
Judges Total Program Component Score (factored),,,,,,50.02
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
2 Melissa GREGORY / Denis PETUKHOV,USA  90.35,47.60,,,42.75,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 Sp4  4.70,0.50 1 1 1 1 1,1 1 1,,1,- - -,5.20
2 SeLi4  6.40,0.90 1 2 1 2 2,2 2 2,,1,- - -,7.30
3 STw4  4.70,0.40 2 1 1 1 0,0 -1 1,,1,- - -,5.10
4 CiSt2  6.40,0.80 1 1 0 0 1,1 1 1,,0,- - -,7.20
5 CuLi3  3.50,0.20 0 0 1 1 1,1 0 0,,1,- - -,3.70
6 DiSt4  7.00,1.00 1 1 1 1 2,2 1 1,,1,- - -,8.00
7 CuLi4+RoLi4  6.40,0.10 0 0 0 0 1,1 0 2,,0,- - -,6.50
8 SlLi4  4.00,0.60 1 1 1 1 2,2 2 1,,1,- - -,4.60
43.10,,,,,,47.60
Program Components,Factor,,,,,
Skating Skills,1.25 7.25 6.75 7.25 7.50 7.50,7.25 7.00 7.00,,7.25,- - -,7.20
Linking Footwork / Movement,1.75 6.75 6.75 6.75 7.00 7.75,7.00 6.25 6.75,,6.75,- - -,6.80
Performance,1.00 7.25 7.25 7.25 7.75 7.50,7.50 6.50 7.00,,7.50,- - -,7.25
Choreography,1.00 7.00 7.00 7.25 7.75 7.50,7.50 6.50 7.25,,7.00,- - -,7.20
Interpretation / Timing,1.00 7.25 7.25 7.50 7.75 7.75,7.50 7.00 7.25,,7.25,- - -,7.40
Judges Total Program Component Score (factored),,,,,,42.75
Deductions:,,,,,,0.00
Skate America 2006,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
3 Morgan MATTHEWS / Maxim ZAVOZIN,USA  83.94,46.40,,,37.54,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SlLi4  4.00  0.60,1 1 1 1 2,2 2 1,,1,- - -,4.60
2 DiSt3  6.20  0.80,1 1 0 1 1,1 0 1,,0,- - -,7.00
3 SeLi4  6.40  0.40,0 1 1 0 1,1 1 1,,1,- - -,6.80
