Skate America 2006,,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
1 Nobunari ODA,JPN,,81.80  44.60,,,37.20,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A  7.50,1.80 2 1 2 2,,2 2 1 2,,1,2 - -,9.30
2 3Lz+3T  10.00,2.00 2 2 2 1,,-1 2 1 2,,2,2 - -,12.00
3 FSSp3  2.30,0.50 1 1 1 1,,1 2 0 1,,2,1 - -,2.80
4 CSSp4  3.00,0.50 1 0 2 0,,2 1 1 1,,1,1 - -,3.50
5 CiSt3  3.10,0.40 1 1 0 0,,1 1 0 1,,0,1 - -,3.50
6 3F  5.50,0.40 0 0 1 0,,1 2 1 0,,0,0 - -,5.90
7 SlSt3  3.10,0.50 1 1 1 1,,2 1 1 0,,1,1 - -,3.60
8 CCoSp4  3.50,0.50 1 1 1 1,,2 1 2 1,,1,1 - -,4.00
38.00,,,,,,,44.60
Program Components,Factor,,,,,,
Skating Skills,1.00 8.00 7.75 7.50 8.00,,8.00 7.50 7.50 7.00,,7.00,8.00 - -,7.65
Transition / Linking Footwork,1.00 7.25 7.50 7.00 6.75,,7.00 7.25 7.00 6.75,,6.50,7.50 - -,7.20
Performance / Execution,1.00 7.50 7.75 7.25 7.00,,7.75 7.50 7.50 6.75,,6.75,7.75 - -,7.50
Choreography / Composition,1.00 7.50 7.50 7.25 7.00,,7.00 7.25 7.75 6.75,,6.75,7.75 - -,7.45
Interpretation,1.00 7.50 7.50 7.25 6.75,,7.50 7.25 7.50 6.75,,6.75,8.00 - -,7.40
Judges Total Program Component Score (factored),,,,,,,37.20
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
2 Alban PREAUBERT,FRA,,73.80  41.40,,,32.40,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3A  7.50,1.00 1 1 1 1,,2 1 1 2,,2,1 - -,8.50
2 3F+3T  9.50,0.60 0 0 1 1,,1 2 0 1,,1,1 - -,10.10
3 FSSp4  3.00,0.20 0 1 1 -2,,-2 1 0 0,,1,0 - -,3.20
4 3Lz  6.00,0.00 0 0 0 0,,-1 1 0 0,,1,-1 - -,6.00
5 CiSt3  3.10,0.50 1 1 1 1,,1 1 0 1,,1,1 - -,3.60
6 CSSp4  3.00,0.00 -1 0 0 -2,,1 0 1 0,,0,0 - -,3.00
7 SlSt3  3.10,0.30 0 1 1 0,,2 0 0 1,,1,1 - -,3.40
8 CCoSp4  3.50,0.10 0 1 0 -1,,0 1 0 0,,1,0 - -,3.60
38.70,,,,,,,41.40
Program Components,Factor,,,,,,
Skating Skills,1.00 5.50 7.50 6.25 6.50,,6.50 6.75 5.25 6.25,,6.75,6.50 - -,6.25
Transition / Linking Footwork,1.00 5.25 7.25 6.25 6.25,,6.75 6.50 5.50 6.50,,6.75,6.25 - -,6.20
Performance / Execution,1.00 5.25 7.50 6.50 5.75,,7.25 6.50 6.50 6.75,,7.00,6.75 - -,6.60
Choreography / Composition,1.00 5.50 7.50 6.50 6.50,,6.00 6.50 6.25 6.75,,7.00,6.75 - -,6.55
Interpretation,1.00 5.50 7.50 6.75 6.00,,6.75 6.75 7.00 6.75,,7.25,6.75 - -,6.80
Judges Total Program Component Score (factored),,,,,,,32.40
Deductions:,,,,,,,0.00
Skate America 2006,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
3 Evan LYSACEK,USA,,70.35  35.90,,34.45,0.00
"# Executed Base",GOE,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3A  7.50,-2.60 -3 -2 -3 -3,,-3 -2 -3 -3,,-2 -2 - -,4.90
