Skate America 2006,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
Performance / Execution  1.60,7.25 7.50 7.25 6.50,,7.25 7.50 6.50 7.00,,6.75,7.25 - -,6.95
Choreography / Composition  1.60,7.00 7.25 7.50 6.75,,7.00 7.25 6.50 7.00,,6.75,7.00 - -,6.90
Interpretation  1.60,7.00 7.75 7.25 6.00,,7.00 7.50 6.75 7.00,,7.00,6.75 - -,6.90
Judges Total Program Component Score (factored),,,,,,,55.68
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Skate America 2006,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
3 Sarah MEIER,SUI,,111.41  59.41,,,52.00,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz+2T+2Lo  8.80  0.20,0 0 0 -2,,0 0 1 0,,0,1 - -,9.00
2 3F+2T  6.80 -0.40,1 1 1 0,,-1 -1 -1 0,,0,-1 - -,6.40
3 3F  5.50 -0.40,1 1 1 0,,-2 -1 -1 0,,0,-1 - -,5.10
4 CUSp4  3.00 -0.18,0 1 -1 -1,,0 0 0 -1,,-2,-1 - -,2.82
5 3Lz  6.60 x  0.60,0 1 0 1,,1 1 1 0,,0,1 - -,7.20
6 SpSq4  3.40  1.00,0 1 0 1,,0 1 1 1,,1,1 - -,4.40
7 1A  0.88 x  0.00,0 0 0 0,,-1 0 0 0,,0,-1 - -,0.88
8 3S  4.95 x  0.00,0 0 0 0,,1 1 0 0,,0,0 - -,4.95
9 FSSp4  3.00  0.20,1 1 0 1,,0 1 0 0,,0,0 - -,3.20
10 SlSt3  3.10  0.10,1 1 0 0,,1 1 0 -1,,0,0 - -,3.20
11 2A+2T  5.06 x  0.00,0 1 0 0,,1 0 0 0,,0,0 - -,5.06
12 CoSp4  3.00  0.30,1 2 1 1,,1 0 0 0,,1,1 - -,3.30
13 CCoSp4  3.50  0.40,1 1 0 1,,1 1 1 0,,0,1 - -,3.90
57.59,,,,,,,59.41
Program Components Factor,,,,,,,
Skating Skills  1.60,6.50 7.50 6.50 6.50,,6.75 7.00 6.50 6.00,,6.75,6.50 - -,6.55
Transition / Linking Footwork  1.60,6.25 7.25 6.25 6.25,,6.00 6.50 5.75 6.00,,6.50,7.00 - -,6.30
Performance / Execution  1.60,6.50 7.50 6.75 6.50,,6.00 7.00 6.00 6.25,,6.75,6.75 - -,6.55
Choreography / Composition  1.60,6.75 7.25 6.50 6.50,,6.25 6.50 6.00 6.50,,6.50,6.75 - -,6.55
Interpretation  1.60,6.75 7.50 6.50 6.00,,6.50 7.00 6.50 6.00,,6.50,7.00 - -,6.55
Judges Total Program Component Score (factored),,,,,,,52.00
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
4 Mao ASADA,JPN,,102.39  49.03,,,53.36,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 1A  0.80  0.30,0 1 0 2,,1 0 2 1,,0,0 - -,1.10
2 2A+2T  4.60  1.00,0 1 0 1,,1 1 1 1,,1,1 - -,5.60
3 2F  1.70  0.20,0 1 0 1,,1 0 1 1,,0,0 - -,1.90
4 CiSt3  3.10  0.10,1 1 1 0,,1 0 2 0,,0,0 - -,3.20
5 CCoSp4  3.50  0.00,1 1 0 -2,,1 0 0 0,,0,0 - -,3.50
6 2A  3.63 x  0.80,0 1 0 1,,2 1 1 1,,0,1 - -,4.43
7 3F  6.05 x  0.60,1 1 0 1,,0 0 1 0,,0,1 - -,6.65
8 SpSq2  2.30  0.40,0 2 1 2,,0 0 1 1,,1,1 - -,2.70
9 3Lo+2Lo  7.15 x  0.00,0 0 -1 -1,,0 0 0 1,,0,0 - -,7.15
10 CoSp3  2.50  0.00,1 1 1 0,,0 0 0 0,,0,0 - -,2.50
11 3Lz  6.60 x -0.20,0 2 1 -1,,-1 0 -1 1,,1,-1 - -,6.40
12 LSp1  1.50  0.10,1 1 0 0,,0 0 0 0,,0,1 - -,1.60
13 FSSp3  2.30  0.00,0 1 0 -1,,0 0 0 0,,0,0 - -,2.30
45.73,,,,,,,49.03
Program Components Factor,,,,,,,
Skating Skills  1.60,7.00 7.50 7.25 7.00,,6.75 6.75 7.50 6.50,,7.25,7.25 - -,7.05
Transition / Linking Footwork  1.60,6.50 7.00 7.00 6.00,,6.50 6.00 6.75 6.50,,6.50,7.00 - -,6.45
Performance / Execution  1.60,6.75 7.00 6.75 6.50,,7.00 6.25 7.00 6.50,,6.75,6.75 - -,6.65
Choreography / Composition  1.60,6.75 7.25 7.25 6.50,,6.25 6.25 7.25 6.75,,6.50,7.25 - -,6.75
Interpretation  1.60,6.50 7.25 7.25 6.00,,6.50 6.25 7.50 6.50,,6.75,6.25 - -,6.45
Judges Total Program Component Score (factored),,,,,,,53.36
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Skate America 2006,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
5 Kiira KORPI,FIN,,89.95  47.51,,,43.44,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3F+2T  6.80 -0.20,0 0 0 0,,0 0 -1 0,,0,-1 - -,6.60
2 3Lz  6.00 -1.20,-1 -1 -1 -1,,-1 -1 -1 -2,,-2,-1 - -,4.80
3 3F<  1.70 -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 - -,0.70
4 SpSq4  3.40 -0.14,-1 1 0 1,,0 0 0 0,,-1,0 - -,3.26
5 LSp2  1.80  0.00,0 1 0 0,,1 0 1 0,,0,0 - -,1.80
6 3Lo+2T  6.93 x -0.20,0 -1 0 0,,0 0 0 -1,,0,-1 - -,6.73
7 3Lo  5.50 x -1.20,-1 -1 -1 0,,-1 -2 -1 -1,,-2,-1 - -,4.30
8 2A  3.63 x -1.40,-2 -2 -2 -1,,-2 -2 -2 -2,,-3,-2 - -,2.23
9 CoSp3  2.50  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,2.50
10 FSSp4  3.00  0.00,0 1 0 0,,1 0 0 0,,0,1 - -,3.00
11 CiSt2  2.30 -0.06,-1 -1 -1 0,,-1 0 0 -1,,0,0 - -,2.24
12 2A+2T+2T  6.49 x -0.14,0 0 0 0,,-1 0 0 -1,,-1,0 - -,6.35
13 CCoSp3  3.00  0.00,0 1 0 0,,1 0 1 0,,0,0 - -,3.00
53.05,,,,,,,47.51
Program Components Factor,,,,,,,
Skating Skills  1.60,4.75 5.00 5.50 5.75,,5.50 6.00 5.50 5.75,,6.25,5.25 - -,5.65
Transition / Linking Footwork  1.60,4.50 5.00 5.25 5.75,,5.00 5.50 4.75 5.50,,5.50,4.75 - -,5.20
Performance / Execution  1.60,4.75 6.25 5.50 5.50,,5.50 6.00 5.25 5.75,,5.50,5.25 - -,5.45
Choreography / Composition  1.60,4.75 5.50 5.75 5.75,,5.25 5.75 5.00 6.00,,5.50,4.25 - -,5.35
Interpretation  1.60,5.00 5.25 5.50 5.75,,5.25 5.75 5.25 6.00,,5.75,5.00 - -,5.50
Judges Total Program Component Score (factored),,,,,,,43.44
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
6 Emily HUGHES,USA,,89.92  39.92,,,50.00,0.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 2A  3.30  1.20,1 1 1 2,,2 2 1 1,,1,1 - -,4.50
2 F  0.00  0.00,- - - -,,- - - -,,-,- - -,0.00
3 3Lz+2T+2Lo  8.80  0.00,0 0 0 0,,-1 0 0 0,,0,0 - -,8.80
4 SlSt2  2.30  0.10,1 0 0 0,,0 0 0 0,,0,1 - -,2.40
5 FSSp3  2.30  0.20,1 1 0 0,,1 1 0 0,,0,1 - -,2.50
6 LSp3  2.40  0.50,1 1 0 1,,2 1 1 0,,1,1 - -,2.90
7 3S  4.95 x  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,4.95
8 1F  0.55 x -0.22,-2 -1 -2 -2,,-2 -2 -3 -2,,-2,-3 - -,0.33
9 SpSq3  3.10  0.30,0 2 0 2,,1 1 1 0,,0,1 - -,3.40
10 CoSp2  2.10  0.00,0 1 0 0,,1 0 0 0,,0,0 - -,2.10
11 3T  4.40 x  0.20,1 0 0 1,,1 0 0 0,,0,0 - -,4.60
12 Lz  0.00 x  0.00,- - - -,,- - - -,,-,- - -,0.00
13 CCoSp4  3.50 -0.06,1 0 0 -1,,1 0 0 -1,,0,0 - -,3.44
37.70,,,,,,,39.92
Program Components Factor,,,,,,,
Skating Skills  1.60,6.00 7.25 6.25 6.50,,6.50 7.00 6.75 5.75,,6.50,6.75 - -,6.50
Transition / Linking Footwork  1.60,5.75 7.25 6.00 6.00,,6.25 6.75 6.50 5.25,,6.00,7.25 - -,6.20
Performance / Execution  1.60,5.75 7.00 5.75 6.25,,7.00 6.50 6.00 5.50,,6.25,6.75 - -,6.15
Choreography / Composition  1.60,6.00 7.00 6.25 6.50,,6.50 6.75 6.25 5.75,,6.00,6.75 - -,6.30
Interpretation  1.60,6.00 7.00 6.25 6.00,,6.75 6.50 6.00 5.50,,6.25,6.25 - -,6.10
Judges Total Program Component Score (factored),,,,,,,50.00
Deductions:,,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Skate America 2006,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
7 Mai ASADA,JPN,,89.63  43.47,,,48.16,2.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lz  6.00 -0.60,0 0 0 -1,,-1 -1 -1 0,,1,-1 - -,5.40
2 3F  5.50 -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 - -,2.50
3 3Lo  5.00  0.00,0 0 0 0,,0 -1 0 0,,0,0 - -,5.00
4 SpSq4  3.40  0.40,0 1 0 0,,0 0 1 1,,0,1 - -,3.80
5 LSp2  1.80  0.50,1 1 1 1,,1 1 1 1,,1,1 - -,2.30
6 3T  4.40 x -3.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 - -,1.40
7 2F  1.87 x  0.00,0 0 0 0,,-1 0 0 0,,0,0 - -,1.87
8 SlSt2  2.30  0.40,1 0 0 1,,1 1 1 1,,0,0 - -,2.70
9 CCoSp2  2.50 -0.06,0 1 0 0,,0 -1 0 0,,-1,0 - -,2.44
10 3S+2T  6.38 x  0.00,0 0 0 0,,0 0 0 0,,-1,0 - -,6.38
11 2A+2T  5.06 x  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,5.06
12 FSSp3  2.30 -0.12,0 0 0 0,,0 -1 -2 0,,0,-1 - -,2.18
13 CoSp3  2.50 -0.06,1 0 0 -1,,0 -1 0 0,,0,0 - -,2.44
49.01,,,,,,,43.47
Program Components Factor,,,,,,,
Skating Skills  1.60,5.50 6.75 6.25 6.50,,5.75 6.50 6.50 6.25,,6.25,5.75 - -,6.25
Transition / Linking Footwork  1.60,5.25 6.50 6.00 6.00,,5.25 5.75 5.50 6.00,,6.00,5.50 - -,5.75
Performance / Execution  1.60,5.50 6.25 6.00 6.50,,5.00 6.25 5.75 6.50,,6.25,5.75 - -,6.10
Choreography / Composition  1.60,5.75 6.50 6.25 6.25,,5.50 6.00 6.00 6.50,,6.00,5.50 - -,6.00
Interpretation  1.60,5.75 6.25 6.25 6.00,,5.25 6.25 6.00 6.25,,6.00,5.75 - -,6.00
Judges Total Program Component Score (factored),,,,,,,48.16
Deductions: Falls:,-2.00,,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
8 Mira LEUNG,CAN,,83.73  43.37,,,41.36,1.00
"# Executed Base GOE",,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3F  5.50  0.00,0 0 0 0,,-1 0 0 0,,0,-1 - -,5.50
2 3Lz+3Lo<  7.50 -2.80,-2 -3 -2 -3,,-2 -3 -3 -2,,-3,-3 - -,4.70
3 2S  1.30 -0.12,0 0 -1 0,,-1 0 -1 0,,-1,-1 - -,1.18
4 CoSp1  1.70  0.10,0 1 0 0,,1 0 0 0,,1,1 - -,1.80
5 LSp2  1.80  0.20,0 1 0 1,,0 0 0 0,,1,1 - -,2.00
6 SpSq4  3.40  0.60,0 1 0 1,,0 1 1 0,,0,1 - -,4.00
7 3T<  1.43 x -0.60,-1 -1 -2 -2,,-2 -2 -2 -2,,-2,-3 - -,0.83
8 2A+2T  5.06 x  0.00,0 0 0 0,,-1 0 -1 0,,0,0 - -,5.06
9 FCSp2  2.00 -0.06,0 0 0 0,,0 0 0 -1,,0,-1 - -,1.94
10 SlSt2  2.30  0.00,0 0 0 0,,0 0 0 0,,0,0 - -,2.30
11 3Lz<  2.09 x -0.48,-1 -1 0 -3,,-1 -2 -2 -1,,0,-2 - -,1.61
12 3F+2Lo+2Lo  9.35 x  0.00,0 0 0 0,,-1 0 -2 0,,0,0 - -,9.35
13 CCoSp3  3.00  0.10,1 1 0 0,,1 0 0 0,,1,0 - -,3.10
46.43,,,,,,,43.37
Program Components Factor,,,,,,,
Skating Skills  1.60,5.50 5.00 5.25 5.25,,5.50 5.50 5.25 6.00,,5.75,5.00 - -,5.45
Transition / Linking Footwork  1.60,5.00 4.75 5.00 5.50,,4.25 5.50 4.75 5.75,,5.00,5.00 - -,5.20
Performance / Execution  1.60,5.25 4.75 5.25 4.75,,5.25 5.00 4.75 6.00,,5.25,4.25 - -,5.00
Choreography / Composition  1.60,5.00 4.75 5.00 5.00,,4.50 5.50 5.00 6.00,,5.50,4.75 - -,5.20
Interpretation  1.60,5.00 4.75 5.00 4.50,,5.00 5.25 4.75 5.75,,5.50,4.50 - -,5.00
Judges Total Program Component Score (factored),,,,,,,41.36
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Skate America 2006,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
9 Valentina MARCHEI,ITA,,73.89  32.85,,41.04,0.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3Lz<  1.90 -1.00,-2 -2 -2 -3,,-3 -3 -3 -3,,-3 -3 - -,0.90
2 2F  1.70 -0.24,0 0 0 -1,,-1 -1 -1 -2,,0 -1 - -,1.46
3 3T  4.00 -1.60,-2 -1 -1 -2,,-1 -1 -1 -2,,-2 -1 - -,2.40
4 CSSp4  3.00 -0.06,0 -1 0 -1,,0 0 0 0,,0 -1 - -,2.94
5 3S  4.50 -2.00,-2 -2 -2 -2,,-2 -2 -1 -2,,-3 -2 - -,2.50
6 FSSp4  3.00  0.00,1 -1 0 0,,-1 0 0 0,,0 0 - -,3.00
7 SpSq4  3.40  0.60,1 1 0 2,,1 0 1 0,,0 1 - -,4.00
8 3Lz+SEQ  5.28 x -1.80,-1 -1 -3 -2,,-2 -2 -1 -2,,-2 -3 - -,3.48
9 1A+2T  2.31 x  0.00,0 0 0 0,,0 0 0 -1,,0 0 - -,2.31
10 2S+2T  2.86 x  0.00,0 0 0 0,,0 0 0 -1,,0 0 - -,2.86
11 CCoSp3  3.00  0.00,0 -1 0 0,,0 0 1 0,,0 0 - -,3.00
12 SlSt2  2.30  0.00,0 0 0 0,,1 0 2 -1,,0 0 - -,2.30
13 LSp1  1.50  0.20,0 0 0 1,,1 0 1 0,,0 1 - -,1.70
38.75,,,,,,32.85
Program Components Factor,,,,,,
Skating Skills  1.60,5.00 5.00 5.50 5.00,,5.50 5.50 5.75 5.00,,5.25 5.25 - -,5.20
Transition / Linking Footwork  1.60,5.00 4.75 5.25 4.75,,5.00 5.00 5.00 5.00,,4.50 5.00 - -,4.95
Performance / Execution  1.60,5.00 5.00 5.25 5.25,,5.75 5.25 5.00 5.25,,5.25 5.25 - -,5.20
Choreography / Composition  1.60,5.25 4.75 5.50 5.25,,5.25 5.00 5.50 5.25,,5.00 5.25 - -,5.20
Interpretation  1.60,5.25 5.00 5.50 4.75,,5.25 5.00 5.25 5.00,,5.00 5.25 - -,5.10
Judges Total Program Component Score (factored),,,,,,41.04
Deductions:,,,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,,Total Total,,Total,Total
"",NOC,,Segment Element,,Program  Component,Deductions
Rank Name,,,,,,
"",Code,,Score Score,,Score (factored),
"",,,= +,,+,-
10 Katy TAYLOR,USA,,71.41  31.01,,42.40,2.00
"# Executed Base GOE",,,The Judges Panel,,,Scores
Elements Value,,,(in random order),,,of Panel
1 3F  5.50 -1.00,0 0 0 -2,,-1 -1 -1 -1,,0 -2 - -,4.50
2 2A  3.30 -2.10,-3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 - -,1.20
3 2T  1.30  0.00,0 0 0 0,,0 0 0 0,,0 0 - -,1.30
4 CCoSp2  2.50  0.20,0 0 1 1,,0 1 0 0,,1 0 - -,2.70
5 SpSq3  3.10  0.00,0 0 0 0,,-1 0 0 -1,,0 0 - -,3.10
6 2Lz  2.09 x  0.00,0 0 0 0,,0 0 0 0,,0 0 - -,2.09
7 3Lo  5.50 x  0.00,0 0 0 0,,0 0 0 0,,0 0 - -,5.50
8 LSp2  1.80  0.40,1 0 0 0,,1 1 1 0,,1 1 - -,2.20
9 FSSp3  2.30  0.00,1 0 0 -1,,0 0 0 0,,0 0 - -,2.30
10 2F  1.87 x -0.84,-2 -2 -2 -3,,-3 -2 -3 -2,,-3 -3 - -,1.03
11 CoSp2  2.10  0.10,1 -1 0 -1,,0 0 0 0,,0 1 - -,2.20
12 SlSt1  1.80  0.00,0 -1 0 0,,-1 0 0 0,,0 0 - -,1.80
13 3Lz<  2.09 x -1.00,-3 -3 -3 -3,,-3 -3 -3 -3,,-3 -3 - -,1.09
35.25,,,,,,31.01
Program Components Factor,,,,,,
Skating Skills  1.60,5.25 4.50 5.50 5.50,,5.25 5.75 5.75 5.75,,5.50 5.25 - -,5.55
Transition / Linking Footwork  1.60,5.00 4.50 5.00 5.00,,4.50 5.50 4.75 5.50,,5.00 5.25 - -,5.15
Performance / Execution  1.60,5.00 4.50 5.25 5.25,,5.00 5.75 5.50 5.25,,5.25 4.75 - -,5.25
Choreography / Composition  1.60,5.25 4.50 5.25 5.50,,4.75 5.50 5.25 5.75,,5.00 5.00 - -,5.30
Interpretation  1.60,5.25 4.25 5.00 5.00,,4.50 5.50 5.25 5.50,,5.25 4.50 - -,5.25
Judges Total Program Component Score (factored),,,,,,42.40
Deductions: Falls:,-2.00,,,,,-2.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
Skate America 2006,,,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,=,+,,+,-
11 Michelle CANTU,MEX,,70.66  32.06,,,39.60,1.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3Lo  5.00,0.00 0 -1 0 0,,0 0 0,0,0,0 - -,5.00
2 2A  3.30,-1.26 -2 -2 -2 -2,,-2 -2 0,-1,-2,-2 - -,2.04
3 2T  1.30,-1.00 -3 -3 -3 -3,,-3 -3 -3,-3,-3,-3 - -,0.30
4 CCoSp4  3.50,-0.12 0 -1 0 -1,,0 -1 0,0,0,-1 - -,3.38
5 LSp2  1.80,0.00 0 -1 0 1,,1 -1 0,0,0,0 - -,1.80
6 3S<+2T<  1.87 x,-0.84 -1 -2 -2 -3,,-3 -3 -3,-2,-2,-3 - -,1.03
7 1Lo  0.55 x,-0.12 -1 -1 -1 0,,-2 -1 -2,-2,-1,-1 - -,0.43
8 2A  3.63 x,0.20 1 1 0 0,,0 0 0,0,0,1 - -,3.83
9 SpSq4  3.40,0.40 0 0 0 1,,0 0 1,0,0,1 - -,3.80
10 SlSt2  2.30,0.00 0 0 0 0,,0 0 1,-1,0,0 - -,2.30
11 FCSp1  1.70,-0.06 0 0 0 0,,-1 -1 0,0,0,-1 - -,1.64
12 2A  3.63 x,0.00 0 0 0 0,,0 0 0,0,0,0 - -,3.63
13 CCoSp3  3.00,-0.12 1 -1 0 -2,,0 -1 0,-1,0,0 - -,2.88
34.98,,,,,,,32.06
Program Components Factor,,,,,,,
Skating Skills,1.60 5.00 4.75 5.00 5.25,,4.50 4.75 4.75,5.25,5.50,5.00 - -,5.05
Transition / Linking Footwork,1.60 5.00 4.25 4.75 4.25,,4.00 4.00 5.50,5.25,4.75,4.75 - -,4.80
Performance / Execution,1.60 5.00 4.75 5.00 5.00,,5.00 4.75 5.00,5.25,5.25,5.00 - -,5.05
Choreography / Composition,1.60 5.25 4.50 5.25 4.50,,4.75 4.50 4.75,5.50,5.00,4.50 - -,4.80
Interpretation,1.60 5.50 4.50 5.25 4.25,,5.25 4.50 5.50,5.25,5.25,4.75 - -,5.05
Judges Total Program Component Score (factored),,,,,,,39.60
Deductions: Falls:,-1.00,,,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,,
Printed: 28/10/2006 19:39:46,,,,,,,
