Skate America 2006,,,,,
ICE DANCING ORIGINAL DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
1 Albena DENKOVA / Maxim STAVISKI,BUL  62.27  31.30,,,30.97,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30,0.50 1 1 1 1 1 2 0 1,,1,- - -,3.80
2 NtMiSt4  4.30,0.90 2 2 1 2 2 2 1 2,,2,- - -,5.20
3 SlLi4  4.00,0.80 1 2 3 2 2 2 1 1,,2,- - -,4.80
4 Sp4  4.70,0.30 0 0 1 1 0 1 0 1,,2,- - -,5.00
5 DiSt3  6.20,2.00 2 2 2 2 2 2 1 2,,2,- - -,8.20
6 RoLi4  4.00,0.30 0 1 1 1 1 1 0 0,,1,- - -,4.30
26.50,,,,,31.30
Program Components,Factor,,,,
Skating Skills,0.80 8.00 8.00 8.25 8.50 8.25 8.25 7.75 8.00,,8.25,- - -,8.15
Linking Footwork / Movement,0.80 7.75 8.25 7.75 8.50 8.25 8.00 7.50 7.75,,8.25,- - -,7.95
Performance,0.60 7.75 8.25 7.75 8.50 8.50 8.00 7.75 8.25,,8.25,- - -,8.10
Choreography,0.60 8.00 8.25 8.25 8.75 8.75 8.25 7.50 8.00,,8.50,- - -,8.30
Interpretation / Timing,1.00 8.00 8.50 8.00 8.75 8.50 8.00 7.75 8.25,,8.50,- - -,8.25
Judges Total Program Component Score (factored),,,,,30.97
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
2 Melissa GREGORY / Denis PETUKHOV,USA  55.61  28.80,,,26.81,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 NtMiTw4  3.30,0.00 0 -1 0 0 0 2 -1 0,,0,- - -,3.30
2 NtMiSt3  3.80,0.40 1 0 1 1 1 1 0 1,,0,- - -,4.20
3 SlLi4  4.00,0.60 0 0 2 1 1 1 1 1,,2,- - -,4.60
4 Sp4  4.70,0.40 0 1 1 1 1 1 0 1,,1,- - -,5.10
5 DiSt3  6.20,1.00 1 1 1 1 0 1 1 1,,2,- - -,7.20
6 RoLi4  4.00,0.40 0 1 1 1 1 1 0 1,,1,- - -,4.40
26.00,,,,,28.80
Program Components,Factor,,,,
Skating Skills,0.80 6.75 6.75 7.50 7.25 6.75 7.00 7.00 7.00,,7.25,- - -,7.05
Linking Footwork / Movement,0.80 6.25 6.25 7.25 7.25 6.75 6.75 6.75 6.50,,7.00,- - -,6.85
Performance,0.60 6.50 6.50 7.25 7.50 7.00 6.75 7.00 6.75,,7.50,- - -,7.10
Choreography,0.60 6.50 6.75 7.50 7.50 7.00 7.25 6.75 6.50,,7.50,- - -,7.05
Interpretation / Timing,1.00 6.75 6.50 7.50 7.75 7.00 7.25 7.00 7.00,,7.50,- - -,7.20
Judges Total Program Component Score (factored),,,,,26.81
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
3 Nathalie PECHALAT / Fabian BOURZAT,FRA  52.88  27.70,,,25.18,0.00
"# Executed Base",GOE The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 Sp3  4.00,0.50 1 2 1 1 1 1 1 1,,2,- - -,4.50
2 NtMiTw3  2.80,0.00 0 0 0 0 0 0 0 0,,0,- - -,2.80
3 NtMiSt4  4.30,0.40 1 -1 1 1 0 1 1 0,,1,- - -,4.70
4 SlLi4  4.00,0.20 0 0 0 1 1 0 -1 0,,1,- - -,4.20
5 DiSt3  6.20,0.80 1 0 1 1 0 1 1 1,,0,- - -,7.00
6 RoLi4  4.00,0.50 1 1 1 1 1 1 1 1,,1,- - -,4.50
25.30,,,,,27.70
Program Components,Factor,,,,
Skating Skills,0.80 6.50 6.75 6.50 6.75 6.50 6.00 7.25 6.50,,6.75,- - -,6.60
Linking Footwork / Movement,0.80 6.25 6.50 6.25 6.75 6.50 5.75 7.25 6.25,,6.50,- - -,6.45
Performance,0.60 6.50 6.50 6.25 7.00 6.50 5.75 7.00 6.50,,6.75,- - -,6.65
Choreography,0.60 6.75 6.50 6.50 7.00 6.75 6.25 7.00 6.75,,6.50,- - -,6.75
Interpretation / Timing,1.00 6.75 6.25 6.50 7.25 6.75 6.00 6.75 6.50,,6.75,- - -,6.70
Judges Total Program Component Score (factored),,,,,25.18
