10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Alissa CZISNY,USA,0,49.66,26.7,23.96,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3Lz<,<,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
2,3F<+2T,<,3.0,False,-0.6,-1,-2,-1,-3,-2,-2,-2,-2,-2,-2,,2.4
3,SlSt3,,3.3,False,0.3,1,1,1,0,1,1,1,1,0,0,,3.6
4,FCSp3,,2.8,False,0.5,1,2,1,1,1,1,1,1,0,1,,3.3
5,2A,,3.5,False,0.0,0,0,0,1,0,0,1,0,0,0,,3.5
6,SpSq4,,3.4,False,1.6,2,2,2,2,2,2,2,1,0,1,,5.0
7,CCoSp4,,3.5,False,0.8,2,2,2,1,-1,2,0,2,1,2,,4.3
8,LSp4,,2.7,False,1.0,2,2,3,2,3,2,3,2,2,2,,3.7
,,,24.1,,,,,,,,,,,,,,26.7
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.25,6.75,6.75,5.75,6.5,7.0,7.0,6.25,5.5,5.75,,6.1
,Transition / Linking Footwork  ,,,,0.8,5.75,6.5,7.0,5.0,6.5,6.0,6.5,5.5,4.75,5.25,,5.6
,Performance / Execution  ,,,,0.8,6.0,6.25,6.75,5.5,6.5,6.25,7.25,6.25,5.0,6.0,,6.0
,Choreography / Composition  ,,,,0.8,6.0,6.75,7.25,5.75,6.75,6.5,7.0,6.0,4.5,5.75,,6.05
,Interpretation  ,,,,0.8,6.5,6.5,7.0,5.5,6.75,6.25,6.75,6.5,5.25,6.0,,6.2
,,,,,,,,,,,,,,,,,23.96
Deduction,Falls,-1.0
