"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,PAIRS,
"",,COUPLES,
"",,FREE SKATING,
"",,PROGRAMME LIBRE,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELAMON 13 FEB 2006 / LUN 13 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
1,TOTMIANINA Tatiana / MARININ Maxim,RUS 135.84 69.51 66.33,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3S,,4.5 0.43 1 0 0 0 0 0 1 1 0 0 1 0,4.93
2 3T+2T,,5.3 1.14 2 1 1 1 1 1 1 1 1 1 2 2,6.44
3 SpSt4,,3.4 0.57 1 0 1 1 0 0 1 1 1 0 0 1,3.97
4 3Tw3,,5.0 -0.10 0 0 0 -1 0 0 0 0 -1 0 0 -1,4.90
5 3LoTh,,5.0 1.20 2 2 2 1 1 2 2 2 1 2 2 1,6.20
6 5TLi4,,6.0 0.43 1 1 1 0 0 0 1 1 1 1 1 0,6.43
7 3STh,,5.0 x 0.70 1 1 1 0 0 1 2 1 1 1 2 1,5.70
8 5ALi4,,6.5 0.43 0 1 0 0 0 0 1 0 2 0 1 0,6.93
9 PCoSp3,,4.0 0.50 1 1 0 1 0 0 1 1 1 1 1 1,4.50
10 BiDs4,,3.5 0.50 1 1 1 0 0 1 1 1 1 0 1 0,4.00
11 FCCoSp3,,3.0 0.64 1 1 1 1 1 1 2 1 2 1 2 2,3.64
12 SlSt3,,3.1 0.14 0 1 0 0 0 0 0 1 0 1 0 0,3.24
13 3Li4,,4.0 0.43 1 1 1 0 1 0 1 1 1 0 1 0,4.43
14 FiDs4,,3.5 0.70 1 1 1 0 1 1 1 1 2 1 1 1,4.20
"",,61.8,69.51
Program Components,,Factor,
Skating Skills,,1.60 8.50 8.25 8.25 8.25 8.25 8.00 8.25 8.50 7.75 8.50 8.25 8.00,8.32
Transitions / Linking Footwork,,1.60 8.25 8.25 8.00 7.75 8.00 7.75 8.00 8.25 7.50 8.50 8.75 7.75,8.14
Performance / Execution,,1.60 8.50 8.50 8.25 8.00 8.25 8.00 8.50 8.50 7.75 8.75 8.50 7.75,8.39
Choreography / Composition,,1.60 8.25 8.50 8.25 8.00 8.25 8.00 8.25 8.50 8.00 8.00 8.50 8.00,8.25
Interpretation,,1.60 8.50 8.50 8.25 8.00 8.25 8.00 8.25 8.50 7.50 8.50 8.75 8.00,8.36
Judges Total Program Component Score (factored),,,66.33
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
2,ZHANG Dan / ZHANG Hao,CHN 125.01 66.19 59.82,1.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3STh,,4.5 -2.00 -3 -3 -3 -2 -3 -3 -3 -3 -3 -3 -3 -3,2.50
2 2A+3T,,7.3 0.71 0 0 1 2 1 1 1 1 1 0 1 1,8.01
3 3Tw3,,5.0 1.20 1 2 2 2 2 2 2 1 2 1 2 2,6.20
4 5TLi3,,5.5 0.36 0 1 0 0 2 2 1 0 2 0 1 1,5.86
5 PCoSp4,,4.5 0.21 0 0 1 0 1 0 1 0 2 0 1 0,4.71
6 BoDs4,,4.5 0.40 0 0 2 0 1 1 1 1 1 0 1 0,4.90
7 3LoTh,,5.5 x -1.00 -1 -1 -1 -1 0 0 -2 -2 -2 -2 -1 -1,4.50
8 3S,,5.0 x -0.43 -1 0 0 0 0 0 -1 0 -1 0 -1 -1,4.57
9 SpSt4,,3.4 0.43 0 0 0 1 0 0 0 1 1 0 1 0,3.83
10 FiDs4,,3.5 0.40 0 0 1 0 1 1 1 1 2 0 1 0,3.90
11 5ALi3,,6.0 0.71 0 1 1 1 1 0 1 0 1 0 1 1,6.71
12 CiSt3,,3.1 0.00 0 0 0 0 0 0 0 0 1 0 0 0,3.10
13 FCCoSp4,,3.5 -0.17 -1 0 -1 -1 0 -1 0 -1 0 -1 -1 -1,3.33
14 3Li4,,4.0 0.07 0 0 0 0 1 0 0 0 0 0 1 0,4.07
"",,65.3,66.19
Program Components,,Factor,
Skating Skills,,1.60 7.50 7.75 7.50 8.00 7.00 8.00 8.00 8.00 7.50 7.25 7.50 7.00,7.64
Transitions / Linking Footwork,,1.60 7.25 7.50 7.25 7.50 6.75 7.75 7.75 7.75 6.75 7.50 7.25 6.50,7.36
Performance / Execution,,1.60 7.25 7.75 7.25 7.75 6.75 7.75 7.50 7.75 7.00 7.50 7.50 6.75,7.46
Choreography / Composition,,1.60 7.25 7.50 7.50 7.75 7.00 7.75 7.75 7.75 7.25 7.75 7.50 6.75,7.54
Interpretation,,1.60 7.50 7.50 7.25 7.50 7.00 7.75 7.75 7.75 7.00 7.25 7.25 6.75,7.39
Judges Total Program Component Score (factored),,,59.82
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,1.00
"",,Illegal Element: 0.00 Falls: 1.00 Interruption in Excess: 0.00,
FSX020100_77B 1.0,,Report Created MON 13 FEB 2006 23:04,Page 1/10
"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,PAIRS,
"",,COUPLES,
"",,FREE SKATING,
"",,PROGRAMME LIBRE,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELAMON 13 FEB 2006 / LUN 13 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
3,SHEN Xue / ZHAO Hongbo,CHN 124.59 62.24 62.35,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3T+2T,,5.3 -1.71 -2 -1 -2 -1 -2 -2 -2 -2 -2 -1 -2 -2,3.59
2 3STh,,4.5 1.20 1 1 2 2 2 2 2 2 1 2 2 2,5.70
3 3Li4,,4.0 0.43 1 1 1 1 2 2 1 0 1 0 1 1,4.43
4 FoDs4,,4.5 0.20 0 0 1 0 1 1 0 0 2 0 1 1,4.70
5 3Tw3,,5.0 0.90 1 1 1 1 2 1 1 1 2 1 2 2,5.90
6 5ALi3,,6.0 0.57 0 0 1 1 2 2 1 0 1 0 1 1,6.57
7 FCCoSp3,,3.0 -0.17 -1 0 -1 -1 0 0 0 -1 0 -1 -1 -1,2.83
8 3LoTh,,5.5 x 1.00 0 1 2 2 1 2 2 1 2 1 2 2,6.50
9 1A,,0.9 x -0.16 -2 0 1 1 0 -1 1 -2 -2 -2 -3 -2,0.74
10 SpSt3,,3.1 0.29 1 0 1 1 1 1 1 0 2 0 0 1,3.39
11 PCoSp3,,4.0 0.07 -1 0 1 0 0 0 1 0 2 0 0 0,4.07
12 CiSt3,,3.1 0.36 0 0 1 1 1 0 1 1 1 0 1 1,3.46
13 5TLi3,,5.5 0.36 0 1 1 1 2 2 1 0 1 0 1 0,5.86
14 BoDs4,,4.5 0.00 0 0 1 0 0 1 0 0 2 0 0 0,4.50
