"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,MEN,
"",,HOMMES,
"",,SHORT PROGRAM,
"",,PROGRAMME COURT,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELATUE 14 FEB 2006 / MAR 14 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
1,PLUSHENKO Evgeni,RUS 90.66 49.69 40.97,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 4T+3T,,13.0 0.86 0 2 1 1 1 0 1 0 1 1 1 1,13.86
2 3A,,7.5 1.86 1 2 2 2 2 1 2 1 2 2 2 2,9.36
3 3Lz,,6.0 1.43 2 1 1 1 1 0 0 2 1 2 1 2,7.43
4 FCSp3,,2.3 0.50 1 1 1 1 1 2 1 1 1 1 1 2,2.80
5 CiSt4,,3.4 2.14 2 2 2 2 2 1 2 3 3 2 3 2,5.54
6 CSSp3,,2.1 0.50 1 1 1 2 2 0 0 0 1 2 1 1,2.60
7 SlSt3,,3.1 0.79 1 0 2 2 1 1 1 2 2 2 2 1,3.89
8 CCoSp4,,3.5 0.71 1 1 2 2 1 1 1 1 2 2 1 1,4.21
"",,40.9,49.69
Program Components,,Factor,
Skating Skills,,1.00 8.50 8.00 8.50 8.25 8.50 8.25 7.75 7.75 8.50 8.50 8.25 8.50,8.29
Transitions / Linking Footwork,,1.00 7.75 7.75 7.75 8.00 8.00 8.00 7.25 7.75 7.75 8.25 6.25 8.00,7.82
Performance / Execution,,1.00 8.25 8.25 8.00 8.25 8.50 8.25 7.75 8.50 8.75 8.25 8.25 8.50,8.29
Choreography / Composition,,1.00 8.25 8.25 8.00 8.25 8.25 8.25 8.00 8.50 8.25 8.50 7.75 8.25,8.25
Interpretation,,1.00 8.50 8.25 8.25 8.25 8.50 8.25 8.00 8.00 8.50 8.50 7.75 8.50,8.32
Judges Total Program Component Score (factored),,,40.97
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
2,WEIR Johnny,USA 80.00 40.99 39.01,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3A,,7.5 1.57 2 2 2 2 1 1 1 1 1 2 1 1,9.07
2 3Lz+3T,,10.0 1.00 1 1 1 1 2 0 1 1 1 1 2 1,11.00
3 FSSp4,,3.0 0.71 1 1 1 2 1 0 1 1 2 2 2 2,3.71
4 CiSt3,,3.1 0.57 0 1 1 2 0 0 1 1 2 1 2 1,3.67
5 3F,,5.5 -0.86 0 -1 0 -1 -1 0 -1 -1 1 -2 -2 -2,4.64
6 CSSp1,,1.3 0.57 1 1 1 2 1 1 1 0 1 1 1 2,1.87
7 SlSt3,,3.1 0.43 0 1 1 1 1 0 0 1 2 1 1 1,3.53
8 CCoSp3,,3.0 0.50 -1 1 1 2 1 0 1 0 2 1 -1 1,3.50
"",,36.5,40.99
Program Components,,Factor,
Skating Skills,,1.00 7.50 8.00 8.25 8.00 7.75 7.50 7.50 7.75 8.25 7.75 7.75 7.75,7.86
Transitions / Linking Footwork,,1.00 7.25 8.00 7.75 8.00 7.50 7.75 7.50 7.50 7.75 7.50 6.75 7.50,7.64
Performance / Execution,,1.00 7.50 8.00 8.25 8.00 7.50 7.50 7.25 7.75 8.25 7.50 7.75 7.50,7.79
Choreography / Composition,,1.00 7.50 7.75 8.00 8.25 7.75 7.75 7.50 7.75 8.25 7.75 7.50 7.50,7.79
Interpretation,,1.00 7.75 8.00 8.25 8.25 7.75 7.75 7.50 7.75 8.50 7.75 7.75 7.75,7.93
Judges Total Program Component Score (factored),,,39.01
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
FSM010200_77B 1.0,,Report Created TUE 14 FEB 2006 23:35,Page 1/15
"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,MEN,
"",,HOMMES,
"",,SHORT PROGRAM,
"",,PROGRAMME COURT,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELATUE 14 FEB 2006 / MAR 14 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
3,LAMBIEL Stephane,SUI 79.04 40.61 38.43,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 2A,,3.3 0.57 0 1 0 1 0 0 0 1 1 0 1 1,3.87
2 4T+3T,,13.0 -0.57 0 0 0 -1 0 0 -1 -1 0 -1 0 -1,12.43
3 CSSp3,,2.1 0.50 1 1 1 1 0 0 1 1 2 1 2 1,2.60
4 3Lz,,6.0 1.14 1 2 1 1 1 0 1 1 1 2 1 1,7.14
5 CiSt3,,3.1 0.64 1 2 1 1 1 0 1 2 2 1 2 1,3.74
6 FSSp3,,2.3 0.64 1 1 2 1 1 0 1 1 2 1 1 2,2.94
7 SlSt3,,3.1 1.00 2 2 1 2 1 1 2 2 2 2 2 2,4.10
8 CCoSp3,,3.0 0.79 2 2 1 2 2 0 1 1 2 2 2 1,3.79
"",,35.9,40.61
Program Components,,Factor,
Skating Skills,,1.00 7.50 7.50 8.00 8.00 7.50 7.50 7.50 8.00 8.00 8.00 7.75 7.50,7.79
Transitions / Linking Footwork,,1.00 7.25 7.50 7.75 7.75 7.00 7.50 7.50 7.50 7.50 7.50 7.00 7.25,7.50
Performance / Execution,,1.00 7.50 7.50 8.00 7.75 7.25 7.50 7.50 7.75 8.00 7.75 8.00 7.50,7.68
Choreography / Composition,,1.00 7.50 7.75 7.50 7.75 7.25 7.50 7.75 7.75 8.25 7.50 8.00 7.50,7.64
Interpretation,,1.00 7.75 7.75 7.75 8.00 7.50 7.50 7.75 8.00 8.25 7.75 8.00 7.50,7.82
Judges Total Program Component Score (factored),,,38.43
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
4,JOUBERT Brian,FRA 77.77 40.59 37.18,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 4T+2T,,10.3 -1.00 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1,9.30
2 3A,,7.5 0.43 0 0 0 1 1 0 1 1 0 0 0 1,7.93
3 FSSp3,,2.3 0.50 1 1 1 1 1 0 1 1 1 1 1 1,2.80
4 3F,,5.5 0.86 1 2 -1 2 2 0 1 0 1 1 0 0,6.36
5 CiSt3,,3.1 0.50 1 1 1 1 1 0 1 1 2 1 1 1,3.60
6 CCoSp4,,3.5 0.36 1 1 1 2 1 0 1 0 1 0 1 0,3.86
