"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,MEN,
"",,HOMMES,
"",,FREE SKATING,
"",,PROGRAMME LIBRE,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELATHU 16 FEB 2006 / JEU 16 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
1,PLUSHENKO Evgeni,RUS 167.67 85.25 82.42,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 4T+3T+2Lo,,14.5 0.86 2 2 1 2 1 1 1 0 0 0 1 0,15.36
2 3A+2T,,8.8 1.29 1 2 1 2 1 2 2 1 1 1 2 1,10.09
3 3Lo,,5.0 0.86 1 1 2 1 0 2 1 0 1 0 1 1,5.86
4 3A,,7.5 1.43 2 2 2 2 1 2 1 1 2 1 1 1,8.93
5 3Lz,,6.0 1.00 1 1 1 1 1 1 2 0 1 0 1 1,7.00
6 3Lz+2T,,7.3 0.71 1 0 1 0 1 1 1 0 0 0 1 1,8.01
7 CCoSp4,,3.5 0.50 1 1 2 1 1 1 1 1 1 1 1 1,4.00
8 FCSp3,,2.3 0.21 0 0 1 0 0 1 0 0 1 1 1 0,2.51
9 CiSt4,,3.4 1.86 2 2 2 2 2 2 2 2 2 2 1 1,5.26
10 2F,,1.9 x 0.00 0 0 0 -1 0 0 0 0 0 0 0 -1,1.90
11 3S,,5.0 x 0.43 1 1 1 0 0 1 0 0 1 0 0 0,5.43
12 SlSt3,,3.1 1.00 2 2 3 1 2 2 1 1 2 2 2 2,4.10
13 FSSp3,,2.3 0.29 1 0 1 0 1 0 0 0 1 0 1 0,2.59
14 CCoSp4,,3.5 0.71 1 2 2 1 1 1 0 1 2 2 1 1,4.21
"",,74.1,85.25
Program Components,,Factor,
Skating Skills,,2.00 8.50 8.50 8.75 8.50 8.75 8.25 7.75 8.25 8.75 8.50 8.25 8.00,8.46
Transitions / Linking Footwork,,2.00 7.00 8.25 8.00 7.00 8.25 8.00 7.50 8.00 8.25 8.00 7.25 6.25,7.75
Performance / Execution,,2.00 8.00 8.50 8.75 8.25 8.50 8.50 8.25 8.25 8.75 8.50 8.25 7.75,8.39
Choreography / Composition,,2.00 7.75 8.50 8.25 7.75 8.50 8.25 7.75 8.25 8.50 8.25 8.25 7.50,8.18
Interpretation,,2.00 8.00 8.75 8.50 8.50 8.75 8.50 8.25 8.50 8.75 8.50 8.25 7.25,8.43
Judges Total Program Component Score (factored),,,82.42
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
2,BUTTLE Jeffrey,CAN 154.30 76.80 78.50,1.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3F+3T,,9.5 0.86 1 1 1 2 1 1 0 0 1 0 1 1,10.36
2 4T,,9.0 -3.00 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3,6.00
3 3A+2T,,8.8 -1.00 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1,7.80
4 CoSp4,,3.0 0.57 2 1 1 1 1 1 1 0 2 1 1 1,3.57
5 3A,,7.5 0.43 1 1 0 2 1 2 0 1 0 0 1 0,7.93
6 2Lo,,1.7 x 0.14 0 0 1 0 1 0 0 0 0 0 1 0,1.84
7 SlSt3,,3.1 0.86 2 0 2 2 1 1 2 1 2 2 1 2,3.96
8 3Lz+2T+2Lo,,9.7 x 0.14 0 1 1 1 0 1 -1 1 0 0 0 0,9.84
9 3S,,5.0 x 0.43 1 0 1 1 1 1 1 0 0 0 0 0,5.43
10 FSSp4,,3.0 0.50 1 1 0 1 1 0 1 0 1 1 1 1,3.50
11 3Lz,,6.6 x 0.43 0 1 1 1 0 1 0 1 0 1 1 0,7.03
12 SSp3,,1.8 0.43 1 1 1 1 1 1 0 0 1 1 1 0,2.23
13 CiSt3,,3.1 0.57 2 1 2 2 1 2 1 1 1 0 1 1,3.67
14 CCoSp3,,3.0 0.64 2 1 1 1 1 2 1 1 2 2 1 1,3.64
"",,74.8,76.80
Program Components,,Factor,
Skating Skills,,2.00 7.75 7.50 7.75 8.00 7.75 8.00 7.50 7.50 8.50 8.25 7.75 7.75,7.79
Transitions / Linking Footwork,,2.00 8.25 7.75 7.50 7.75 7.50 8.00 7.50 7.50 8.25 7.75 7.50 8.00,7.75
Performance / Execution,,2.00 8.25 7.50 7.75 8.25 7.50 7.75 7.75 7.50 8.25 8.00 7.50 8.00,7.82
Choreography / Composition,,2.00 8.00 7.75 7.75 8.00 7.75 7.75 7.75 7.75 8.50 8.00 7.75 8.25,7.89
Interpretation,,2.00 8.25 7.75 7.75 8.25 8.00 8.00 8.00 7.50 8.50 8.00 7.75 8.25,8.00
Judges Total Program Component Score (factored),,,78.50
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,1.00
"",,Illegal Element: 0.00 Falls: 1.00 Interruption in Excess: 0.00,
FSM010100_77B 1.0,,Report Created THU 16 FEB 2006 23:22,Page 1/12
"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,MEN,
"",,HOMMES,
"",,FREE SKATING,
"",,PROGRAMME LIBRE,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELATHU 16 FEB 2006 / JEU 16 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
3,LYSACEK Evan,USA 152.58 78.24 74.34,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3Lz+3T,,10.0 1.00 1 1 0 1 1 1 1 1 1 1 1 1,11.00
2 3A,,7.5 0.00 -1 1 0 -1 0 1 0 0 0 0 -1 1,7.50
3 3Lo,,5.0 0.86 1 0 1 0 1 1 1 0 1 0 1 1,5.86
4 3S,,4.5 0.00 -1 0 0 0 0 0 0 0 0 0 0 0,4.50
5 FCSSp4,,3.0 0.50 1 1 1 1 0 2 1 0 1 1 1 1,3.50
6 FSSp4,,3.0 0.50 1 1 1 1 0 0 1 1 1 1 1 1,3.50
7 3A+2T,,9.7 x -0.29 -1 0 0 -1 0 0 -1 0 0 0 -1 0,9.41
8 3F+2T,,7.5 x 0.00 0 0 0 0 0 0 0 0 0 0 0 0,7.50
9 CiSt3,,3.1 0.21 1 0 1 1 0 0 1 0 0 0 0 1,3.31
10 3Lz,,6.6 x 1.14 1 1 1 1 2 2 2 1 1 1 1 1,7.74
11 2A,,3.6 x 0.29 0 0 1 0 0 1 0 0 0 0 1 1,3.89
12 CCoSp3,,3.0 0.36 1 1 2 1 1 0 0 0 1 1 0 0,3.36
13 SlSt3,,3.1 0.71 1 1 2 1 1 1 2 0 2 2 1 1,3.81
14 CCoSp3,,3.0 0.36 1 1 1 0 0 0 1 0 1 2 0 0,3.36
"",,72.6,78.24
Program Components,,Factor,
