"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,LADIES,
"",,DAMES,
"",,FREE SKATING,
"",,PROGRAMME LIBRE,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELATHU 23 FEB 2006 / JEU 23 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
1,ARAKAWA Shizuka,JPN 125.32 62.32 63.00,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3Lz+2Lo,,7.5 0.43 0 1 1 1 1 0 0 0 0 2 0 0,7.93
2 3S+2T,,5.8 0.29 0 0 1 0 1 0 0 1 0 1 0 0,6.09
3 3F,,5.5 0.00 -1 0 -1 0 0 0 0 0 1 0 0 0,5.50
4 FCSp4,,3.0 0.36 0 1 0 1 1 0 1 0 0 1 1 1,3.36
5 SpSt4,,3.4 1.29 1 2 2 2 1 1 1 1 1 2 1 2,4.69
6 2A,,3.3 0.29 0 0 1 0 0 1 0 0 0 1 1 0,3.59
7 3Lz,,6.6 x 0.43 1 0 1 1 0 0 0 0 1 1 1 0,7.03
8 2Lo,,1.7 x 0.00 0 0 0 0 0 0 0 0 0 1 0 0,1.70
9 CSp4,,2.4 0.21 1 0 0 1 0 1 0 0 1 1 0 1,2.61
10 3S+2T+2Lo,,8.0 x 0.57 1 0 1 1 0 1 0 0 0 1 1 1,8.57
11 CCoSp4,,3.5 0.29 1 1 1 0 0 0 1 1 1 1 0 1,3.79
12 SlSt3,,3.1 0.36 1 1 1 0 1 1 1 0 1 2 0 1,3.46
13 CCoSp4,,3.5 0.50 0 1 1 1 1 1 1 1 1 1 1 2,4.00
"",,57.3,62.32
Program Components,,Factor,
Skating Skills,,1.60 8.00 8.25 8.25 8.00 8.00 8.00 8.00 8.00 8.00 8.25 8.00 8.00,8.04
Transitions / Linking Footwork,,1.60 7.50 8.00 7.75 7.50 7.50 7.75 7.75 7.50 7.75 7.75 7.50 8.00,7.61
Performance / Execution,,1.60 8.00 8.25 8.50 7.50 7.75 8.00 8.25 7.75 8.25 7.75 8.00 8.25,7.93
Choreography / Composition,,1.60 7.75 8.00 8.00 7.75 7.75 7.75 8.00 8.00 8.00 8.25 7.75 8.25,7.86
Interpretation,,1.60 8.00 8.00 8.25 7.25 7.75 7.75 8.25 8.00 8.00 8.00 8.00 8.25,7.93
Judges Total Program Component Score (factored),,,63.00
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
2,COHEN Sasha,USA 116.63 55.22 62.41,1.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3Lz,,6.0 -3.00 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3,3.00
2 3F,,5.5 -2.86 -3 -3 -2 -3 -3 -3 -2 -3 -2 -3 -2 -3,2.64
3 3Lo,,5.0 0.00 0 0 0 0 0 0 0 0 0 0 0 0,5.00
4 CCoSp4,,3.5 0.36 1 1 1 0 1 0 1 0 1 1 1 1,3.86
5 LSp4,,2.4 0.71 2 2 1 2 1 1 1 1 1 2 1 1,3.11
6 3F+2T,,7.5 x 0.00 0 0 0 1 0 0 0 0 0 0 0 0,7.50
7 3T+3S+SEQ,,7.5 x -1.14 -2 -2 -1 -2 0 0 0 -2 -2 -1 -1 -2,6.36
8 FSSp3,,2.3 0.29 1 0 0 1 1 0 1 0 0 1 0 0,2.59
9 2A,,3.6 x 0.00 0 0 0 0 0 0 0 0 0 0 0 0,3.60
10 CiSt2,,2.3 0.29 1 1 1 0 1 0 0 0 1 2 1 0,2.59
11 SpSt4,,3.4 2.00 2 2 3 1 2 2 2 2 2 2 2 2,5.40
12 3S,,5.0 x 0.57 1 1 1 1 0 1 0 0 0 1 0 0,5.57
13 CCoSp4,,3.5 0.50 1 1 1 1 1 1 2 1 1 1 1 1,4.00
"",,57.5,55.22
Program Components,,Factor,
Skating Skills,,1.60 7.75 7.75 7.75 7.50 7.75 8.00 7.75 7.50 7.50 8.25 7.75 7.50,7.75
Transitions / Linking Footwork,,1.60 7.50 7.75 7.75 7.50 7.50 7.50 7.75 7.25 7.50 8.00 7.50 7.50,7.57
Performance / Execution,,1.60 7.75 7.50 7.75 8.00 8.00 8.00 8.00 7.25 8.00 8.50 7.75 7.75,7.86
Choreography / Composition,,1.60 7.75 8.00 8.00 7.75 7.50 8.00 7.75 7.50 8.00 8.25 7.75 7.75,7.79
Interpretation,,1.60 7.75 8.25 8.00 8.25 7.75 8.00 8.25 7.50 8.00 8.50 8.00 7.75,8.04
Judges Total Program Component Score (factored),,,62.41
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,1.00
"",,Illegal Element: 0.00 Falls: 1.00 Interruption in Excess: 0.00,
FSW010100_77B 1.0,,Report Created THU 23 FEB 2006 23:06,Page 1/12
"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,LADIES,
"",,DAMES,
"",,FREE SKATING,
"",,PROGRAMME LIBRE,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELATHU 23 FEB 2006 / JEU 23 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
3,SLUTSKAYA Irina,RUS 114.74 53.87 61.87,1.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3Lz,,6.0 0.14 0 0 1 0 0 0 0 1 1 0 1 0,6.14
2 3S+2T+2Lo,,7.3 0.43 0 0 0 1 0 0 0 1 1 1 1 1,7.73
3 FCSp4,,3.0 0.43 1 1 0 0 1 0 1 2 0 1 1 2,3.43
4 3F,,5.5 -0.29 -1 0 -2 0 0 -1 0 1 0 -1 0 0,5.21
5 LSp4,,2.4 0.57 1 1 1 1 1 1 1 2 1 2 0 2,2.97
6 SpSt3,,3.1 0.36 0 1 0 1 0 1 1 1 0 1 0 1,3.46
7 2F+2T,,3.3 x 0.00 0 0 0 0 0 0 0 0 0 -1 0 0,3.30
8 3Lo,,5.5 x -3.00 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3 -3,2.50
9 3T+2T,,5.8 x 0.14 0 1 0 0 0 0 0 1 0 0 0 0,5.94
10 CoSp3,,2.5 0.29 0 1 0 0 1 0 1 1 1 1 0 2,2.79
11 2A,,3.6 x 0.14 0 0 0 0 0 0 0 1 1 0 1 0,3.74
12 SlSt2,,2.3 0.29 1 1 1 0 0 1 0 1 0 1 0 1,2.59
13 CCoSp4,,3.5 0.57 1 1 1 2 1 1 1 2 1 1 1 2,4.07
"",,53.8,53.87
Program Components,,Factor,
Skating Skills,,1.60 8.00 8.50 7.75 7.75 7.75 7.75 8.00 8.50 8.00 6.75 8.00 8.25,7.96
Transitions / Linking Footwork,,1.60 7.00 8.00 6.75 7.00 7.50 7.50 7.50 8.25 7.50 6.25 7.25 8.25,7.39
