"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,ICE DANCING,
"",,DANSE SUR GLACE,
"",,COMPULSORY DANCE,
"",,DANSE OBLIGATOIRE,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELAFRI 17 FEB 2006 / VEN 17 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
1,FUSAR POLI Barbara / MARGAGLIO Maurizio,ITA 38.78 19.10 19.68,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 1S1,,1.7 0.41 0 1 1 1 2 1 2 2 2 1 1 1,2.11
2 1S2,,2.2 0.64 0 1 1 2 1 1 1 1 1 1 2 2,2.84
3 1S3,,2.6 0.43 0 1 1 2 1 0 1 1 1 1 0 1,3.03
4 2S1,,2.5 0.81 0 1 1 1 2 1 1 1 2 1 1 1,3.31
5 2S2,,3.0 0.81 0 1 1 1 1 1 1 1 1 1 2 2,3.81
6 2S3,,3.5 0.50 0 2 1 1 1 0 0 0 1 1 0 1,4.00
"",,15.5,19.10
Program Components,,Factor,
Skating Skills,,0.75 7.25 8.00 7.50 7.75 7.75 7.50 7.75 7.50 7.75 7.50 8.50 8.50,7.75
Timing,,0.75 7.25 7.75 7.75 7.75 7.50 8.00 7.75 7.75 8.00 7.50 8.25 8.50,7.86
Performance / Execution,,0.50 7.00 8.00 7.50 8.25 7.75 7.75 7.75 7.50 7.75 7.75 8.25 8.50,7.86
Interpretation,,0.50 7.50 8.00 7.75 8.25 7.75 8.50 7.75 7.75 8.25 7.75 8.25 8.75,8.07
Judges Total Program Component Score (factored),,,19.68
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Illegal Element / Movement: 0.00,0.00
"",,Interruption in Excess: 0.00 Extra Element: 0.00 Extended Lifts: 0.00,
"",,Falls: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
2,NAVKA Tatiana / KOSTOMAROV Roman,RUS 38.20 18.52 19.68,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 1S1,,1.7 0.39 1 1 0 2 2 2 1 0 1 1 0 2,2.09
2 1S2,,2.2 0.50 1 1 0 1 1 1 2 1 1 2 1 1,2.70
3 1S3,,2.6 0.29 0 0 0 1 2 0 2 1 0 1 0 1,2.89
4 2S1,,2.5 0.73 1 0 0 1 2 2 1 0 1 1 0 2,3.23
5 2S2,,3.0 0.81 1 1 1 2 1 1 2 1 1 2 1 1,3.81
6 2S3,,3.5 0.30 0 -1 0 1 1 1 1 0 0 0 0 1,3.80
"",,15.5,18.52
Program Components,,Factor,
Skating Skills,,0.75 7.75 7.75 7.50 8.00 8.25 8.50 8.50 7.50 7.75 7.75 8.25 8.50,8.00
Timing,,0.75 7.00 7.50 7.00 7.75 8.00 8.00 8.00 7.00 7.50 7.25 7.75 8.25,7.61
Performance / Execution,,0.50 7.50 7.50 7.50 8.25 8.00 8.00 8.25 7.25 7.75 7.75 8.00 8.50,7.89
Interpretation,,0.50 7.75 7.25 7.50 8.25 8.25 8.50 8.25 7.25 8.00 7.75 8.00 8.50,8.04
Judges Total Program Component Score (factored),,,19.68
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Illegal Element / Movement: 0.00,0.00
"",,Interruption in Excess: 0.00 Extra Element: 0.00 Extended Lifts: 0.00,
"",,Falls: 0.00,
FSX030300_77B 1.0,,Report Created FRI 17 FEB 2006 22:08,Page 1/12
"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,ICE DANCING,
"",,DANSE SUR GLACE,
"",,COMPULSORY DANCE,
"",,DANSE OBLIGATOIRE,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELAFRI 17 FEB 2006 / VEN 17 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
3,DENKOVA Albena / STAVISKI Maxim,BUL 37.65 18.60 19.05,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 1S1,,1.7 0.30 1 1 1 1 1 2 1 1 1 1 1 1,2.00
2 1S2,,2.2 0.50 1 1 1 1 0 1 1 1 1 1 2 1,2.70
3 1S3,,2.6 0.50 0 0 2 1 0 1 1 1 1 1 1 1,3.10
4 2S1,,2.5 0.70 1 0 1 0 1 1 1 1 1 1 1 1,3.20
5 2S2,,3.0 0.70 1 1 0 1 1 1 0 1 1 1 1 1,3.70
6 2S3,,3.5 0.40 0 0 1 0 0 0 1 0 1 1 1 1,3.90
"",,15.5,18.60
Program Components,,Factor,
Skating Skills,,0.75 7.75 7.50 7.50 7.75 7.25 8.00 7.75 7.75 7.75 7.50 8.00 8.25,7.75
Timing,,0.75 7.25 7.25 7.50 7.50 7.00 7.75 7.50 7.25 7.50 7.00 8.00 8.25,7.50
Performance / Execution,,0.50 7.50 7.25 7.50 7.50 7.25 7.75 8.00 7.75 7.75 7.25 8.00 8.00,7.64
Interpretation,,0.50 7.25 7.50 7.50 7.25 7.50 7.75 7.75 7.50 7.50 7.25 8.00 8.00,7.57
Judges Total Program Component Score (factored),,,19.05
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Illegal Element / Movement: 0.00,0.00
"",,Interruption in Excess: 0.00 Extra Element: 0.00 Extended Lifts: 0.00,
"",,Falls: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
4,DUBREUIL Marie-France / LAUZON Patrice,CAN 37.44 18.72 18.72,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 1S1,,1.7 0.30 2 1 1 1 1 1 1 2 1 1 1 1,2.00
2 1S2,,2.2 0.57 1 2 2 1 1 1 1 2 1 1 1 1,2.77
3 1S3,,2.6 0.21 0 1 1 0 0 0 0 1 0 2 0 1,2.81
4 2S1,,2.5 0.81 2 1 1 1 1 1 1 2 1 2 1 1,3.31
5 2S2,,3.0 0.93 1 2 2 1 0 1 0 2 1 1 2 1,3.93
6 2S3,,3.5 0.40 0 1 1 0 0 1 0 1 0 2 0 1,3.90
"",,15.5,18.72
Program Components,,Factor,
Skating Skills,,0.75 8.00 8.00 8.25 7.25 7.00 7.25 7.50 7.75 7.50 7.75 7.25 7.25,7.43
Timing,,0.75 7.75 8.00 7.75 7.25 7.00 7.25 7.50 8.00 7.50 7.50 7.25 7.25,7.39
Performance / Execution,,0.50 8.00 8.25 8.00 7.50 7.25 7.00 7.50 8.00 7.50 7.75 7.50 7.25,7.54
Interpretation,,0.50 8.25 8.25 8.00 7.50 7.00 7.50 7.25 8.25 7.75 8.25 7.25 7.50,7.68
Judges Total Program Component Score (factored),,,18.72
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Illegal Element / Movement: 0.00,0.00
"",,Interruption in Excess: 0.00 Extra Element: 0.00 Extended Lifts: 0.00,
"",,Falls: 0.00,
