"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,LADIES,
"",,DAMES,
"",,SHORT PROGRAM,
"",,PROGRAMME COURT,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELATUE 21 FEB 2006 / MAR 21 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
1,COHEN Sasha,USA 66.73 35.33 31.40,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3Lz+2T,,7.3 -0.14 -1 -1 1 0 -1 0 0 0 0 0 0 0,7.16
2 3F,,5.5 0.29 0 0 1 1 0 1 0 1 0 0 0 0,5.79
3 FSSp3,,2.3 0.29 1 0 1 1 0 0 1 1 1 1 0 0,2.59
4 2A,,3.3 -0.20 0 0 0 0 0 0 -1 -1 0 0 0 -1,3.10
5 SpSt4,,3.4 2.00 2 2 2 2 3 2 2 3 2 2 2 2,5.40
6 LSp4,,2.4 0.79 2 0 2 1 1 2 2 2 1 1 1 1,3.19
7 SlSt3,,3.1 0.64 1 1 2 1 2 1 1 2 1 1 2 1,3.74
8 CCoSp4,,3.5 0.86 2 1 2 1 1 2 2 2 1 2 1 1,4.36
"",,30.8,35.33
Program Components,,Factor,
Skating Skills,,0.80 7.50 7.50 8.00 7.75 8.00 8.50 7.75 8.00 8.00 7.50 7.75 7.75,7.75
Transitions / Linking Footwork,,0.80 7.25 7.50 7.50 7.50 7.50 8.00 7.25 7.75 7.75 7.75 7.50 7.50,7.54
Performance / Execution,,0.80 7.75 8.00 8.50 7.75 7.75 8.50 8.00 8.00 8.25 8.00 7.75 7.75,8.00
Choreography / Composition,,0.80 7.75 7.75 8.25 7.75 7.75 8.00 7.75 8.00 8.00 8.00 8.00 7.75,7.89
Interpretation,,0.80 7.75 8.00 8.50 7.75 7.75 8.50 8.25 8.00 8.25 8.00 8.00 7.75,8.07
Judges Total Program Component Score (factored),,,31.40
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
2,SLUTSKAYA Irina,RUS 66.70 36.21 30.49,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3Lz+2T,,7.3 0.14 0 0 0 0 1 0 0 1 0 0 0 1,7.44
2 3F,,5.5 0.57 -1 1 0 1 2 1 0 0 0 1 1 1,6.07
3 2A,,3.3 1.14 1 1 2 0 2 1 1 1 1 1 1 2,4.44
4 FCSp4,,3.0 0.64 1 1 2 1 1 1 1 1 1 2 1 2,3.64
5 SpSt4,,3.4 0.43 0 0 0 0 1 1 1 0 0 1 0 1,3.83
6 LSp4,,2.4 0.79 2 1 2 2 2 2 2 1 1 2 1 1,3.19
7 SlSt3,,3.1 0.29 0 1 1 1 1 0 0 1 0 1 0 1,3.39
8 CCoSp4,,3.5 0.71 2 0 2 1 2 2 1 1 1 2 1 1,4.21
"",,31.5,36.21
Program Components,,Factor,
Skating Skills,,0.80 7.75 7.75 6.75 8.00 8.50 8.50 8.00 7.75 7.50 7.75 7.25 8.25,7.79
Transitions / Linking Footwork,,0.80 7.50 7.50 6.25 7.00 8.25 8.25 7.25 6.75 7.00 7.50 6.50 7.50,7.21
Performance / Execution,,0.80 7.75 8.00 7.50 7.75 8.50 8.50 7.75 7.75 7.25 7.75 7.00 8.00,7.79
Choreography / Composition,,0.80 7.75 7.75 7.25 7.50 8.50 8.25 7.50 7.25 7.25 7.50 7.00 8.00,7.57
Interpretation,,0.80 7.75 7.75 7.25 7.50 8.50 8.50 8.00 7.50 7.25 7.75 7.00 8.25,7.75
Judges Total Program Component Score (factored),,,30.49
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
FSW010200_77B 1.0,,Report Created TUE 21 FEB 2006 23:23,Page 1/15
"",,FIGURE SKATING,
"",,PATINAGE ARTISTIQUE,
"",,LADIES,
"",,DAMES,
"",,SHORT PROGRAM,
"",,PROGRAMME COURT,
"",,JUDGES DETAILS PER SKATER / NOTATION DÉTAILLÉE DES JUGES,
"",,PALAVELATUE 21 FEB 2006 / MAR 21 FEV 2006,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
3,ARAKAWA Shizuka,JPN 66.02 35.93 30.09,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3Lz+2T,,7.3 0.00 1 0 0 0 0 0 -1 0 0 0 0 0,7.30
2 3F,,5.5 -0.14 0 0 1 -1 0 0 0 -1 0 -1 0 0,5.36
3 FCSp4,,3.0 0.50 1 0 2 1 1 1 1 1 1 1 1 1,3.50
4 SpSt4,,3.4 1.29 2 1 1 2 2 2 2 1 1 1 1 1,4.69
5 2A,,3.3 1.00 1 1 2 1 1 0 1 1 1 1 1 1,4.30
6 LSp4,,2.4 0.71 2 0 2 1 1 2 1 2 0 1 1 1,3.11
7 SlSt3,,3.1 0.50 1 1 2 1 2 1 0 1 1 1 1 1,3.60
8 CCoSp4,,3.5 0.57 2 0 2 1 1 1 1 1 1 1 1 1,4.07
"",,31.5,35.93
Program Components,,Factor,
Skating Skills,,0.80 8.00 7.50 7.75 7.75 8.00 8.25 8.00 8.00 7.50 7.50 7.50 8.00,7.82
Transitions / Linking Footwork,,0.80 7.75 6.75 7.00 7.25 7.50 8.00 7.25 7.00 7.25 7.50 7.00 7.50,7.29
Performance / Execution,,0.80 8.00 7.00 7.50 7.50 7.50 8.25 7.25 7.50 7.50 7.50 7.25 8.00,7.57
Choreography / Composition,,0.80 8.00 7.00 7.50 7.50 7.75 8.00 7.50 7.50 7.25 7.25 7.25 7.75,7.54
Interpretation,,0.80 8.00 6.75 7.50 7.50 7.50 7.75 7.00 7.00 7.25 7.50 7.25 7.75,7.39
Judges Total Program Component Score (factored),,,30.09
Deductions:,,Costume & Prop Violation: 0.00 Time Violation: 0.00 Music Violation: 0.00,0.00
"",,Illegal Element: 0.00 Falls: 0.00 Interruption in Excess: 0.00,
"",,Total Total Total,Total
Rank,Name,NOC Segment Element Program  Component,Deductions
"",,Code Score Score Score (factored),
"",,= + +,-
4,SUGURI Fumie,JPN 61.75 32.61 29.14,0.00
"# Executed",,Base GOE The Judges Panel,Scores
Elements,,Value (in random order),of Panel
1 3Lz+2T,,7.3 0.29 0 0 1 0 1 0 1 0 0 0 1 0,7.59
2 3F,,5.5 0.57 1 1 0 1 0 1 0 1 0 0 1 -1,6.07
3 SpSt3,,3.1 0.43 1 1 1 0 1 1 0 1 1 1 1 0,3.53
4 2A,,3.3 0.14 0 0 1 0 0 0 0 1 0 0 0 0,3.44
5 FSSp3,,2.3 0.29 1 0 0 0 0 0 1 1 0 1 0 1,2.59
6 LSp3,,1.8 0.21 1 0 2 0 0 1 0 0 1 1 0 0,2.01
7 SlSt3,,3.1 0.57 1 1 1 1 1 1 1 2 1 1 2 1,3.67
