8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
3,Oksana DOMNINA / Maxim SHABALIN,RUS,0,32.41,16.48,15.93,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,1S1,,1.7,False,0.12,0,1,1,0,0,1,0,0,,1.82
2,1S2,,2.2,False,0.2,0,1,2,0,1,0,0,1,,2.4
3,1S3,,2.6,False,0.1,-1,0,1,0,0,1,0,0,,2.7
4,2S1,,2.5,False,0.14,-1,1,1,0,0,0,0,0,,2.64
5,2S2,,3.0,False,0.28,0,1,1,0,1,0,0,1,,3.28
6,2S3,,3.5,False,0.14,0,0,0,0,1,1,0,1,,3.64
,,,15.5,,,,,,,,,,,,16.48
,Program Components,,,,Factor
,Skating Skills ,,,,0.75,6.75,6.75,6.5,6.25,6.25,6.75,6.5,7.0,,6.55
,Timing ,,,,0.75,6.25,6.25,5.25,5.75,6.0,6.0,6.5,6.75,,6.05
,Performance / Execution ,,,,0.5,6.75,6.5,6.75,6.5,6.5,6.25,6.25,6.75,,6.5
,Interpretation ,,,,0.5,6.75,6.5,6.75,6.5,6.25,6.0,6.25,6.5,,6.45
,,,,,,,,,,,,,,,15.93
