ISU GP Internationaux de France de Patinage 2017,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
1 Gabriella PAPADAKIS / Guillaume CIZERON FRA  9  120.58  61.52,,59.06,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 J6 J7In fo",,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 STw4  6.60  1.80 3 3 3 3 3 3 3,,3 3,8.40,
2 CuLi4  4.50  1.71 2 3 3 3 3 2 3,,3 3,6.21,
3 CiSt4  8.60  2.67 2 3 2 3 2 2 3,,3 2,11.27,
4 StaLi4  4.50  1.80 3 3 3 3 3 3 3,,3 3,6.30,
5 CoSp4  5.60  1.80 3 3 3 3 3 3 3,,3 3,7.40,
6 MiSt3  7.10  2.83 2 2 3 3 2 3 3,,3 2,9.93,
7 ChSp1  1.00  1.80 2 3 3 3 2 2 3,,2 3,2.80,
8 SlLi4  4.50  1.71 3 2 3 3 3 3 3,,2 3,6.21,
9 ChLi1  1.00  2.00 2 3 3 3 2 3 3,,3 3,3.00,
43.40,,,61.52,
Program Components Factor,,,,
Skating Skills  1.20 9.75 9.75 9.75 9.75 10.00 9.50 9.75,,9.75 9.75,9.75,
Transitions  1.20 9.50 9.75 10.00 9.75 9.50 9.50 9.75,,9.50 9.75,9.64,
Performance  1.20 9.75 10.00 10.00 10.00 10.00 9.75 10.00,,9.75 10.00,9.93,
Composition  1.20 9.75 10.00 9.75 10.00 9.75 10.00 10.00,,9.75 10.00,9.89,
Interpretation of the Music/Timing  1.20 9.75 10.00 10.00 10.00 10.00 10.00 10.00,,10.00 10.00,10.00,
Judges Total Program Component Score (factored),,,59.06,
Deductions,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
2 Madison CHOCK / Evan BATES USA  10  108.30  53.47,,54.83,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 J6 J7",,J8 J9 Ref,,
Elements Value,,,Panel,
1 StaLi4  4.50  1.63 3 2 3 3 3 3 3,,2 2,6.13,
2 CuLi4  4.50  1.20 2 2 3 2 2 2 2,,2 2,5.70,
3 STw3  5.60  0.10 -1 0 1 0 -1 1 0,,0 1,5.70,
4 CiSt3  7.10  1.89 2 2 2 2 1 1 2,,1 2,8.99,
5 CoSp4  5.60  1.20 1 2 3 2 2 3 2,,1 2,6.80,
6 RoLi4  4.50  1.46 2 2 3 3 2 2 3,,2 3,5.96,
7 DiSt3  7.10  1.89 2 2 2 2 1 1 2,,1 2,8.99,
8 ChLi1  1.00  1.60 1 2 3 3 2 2 2,,2 3,2.60,
9 ChSp1  1.00  1.60 2 2 3 3 1 2 3,,1 3,2.60,
40.90,,,53.47,
Program Components Factor,,,,
Skating Skills  1.20 9.25 9.25 9.25 9.25 8.75 9.00 9.25,,8.50 8.75,9.07,
Transitions  1.20 9.25 9.25 9.25 9.25 8.75 9.00 9.00,,8.00 8.75,9.04,
Performance  1.20 9.50 9.25 9.25 9.50 9.00 8.75 9.00,,8.25 9.00,9.11,
Composition  1.20 9.25 9.00 9.50 9.50 9.25 9.00 9.50,,8.25 8.75,9.18,
Interpretation of the Music/Timing  1.20 9.50 9.25 9.50 9.50 9.25 9.00 9.50,,8.50 9.00,9.29,
Judges Total Program Component Score (factored),,,54.83,
Deductions,,,0.00,
ISU GP Internationaux de France de Patinage 2017,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
