ISU GP Internationaux de France de Patinage 2017,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Vanessa JAMES / Morgan CIPRES FRA  7  141.14,,70.95,70.19,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,InJ6fo J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3TwB  5.00  0.80 1 1 2 3 2,,0 0,2 0,5.80,
2 3T+2T+2T  6.90  1.40 2 2 3 2 2,,1 2,2 2,8.30,
3 4STh  8.20 -1.71 -2 -1 -2 -1 -2,,-2 -2,-1 -2,6.49,
4 3S  4.40  0.80 2 2 1 2 1,,0 0,1 1,5.20,
5 5BLi4  7.00  1.40 3 2 2 2 2,,1 2,2 2,8.40,
6 BiDs3  3.20  1.30 2 2 1 2 2,,2 2,2 1,4.50,
7 PCoSp4  4.50  0.86 2 3 2 2 2,,1 1,1 2,5.36,
8 5ALi3  7.00  0.90 2 2 1 3 1,,1 1,1 1,7.90,
9 3LzTh  5.50  0.90 2 2 1 2 2,,0 -1,1 1,6.40,
10 ChSq1  2.00  1.60 3 3 3 2 2,,1 1,3 2,3.60,
11 FCCoSp3  3.00  0.71 3 1 2 2 1,,1 1,1 2,3.71,
12 3Li4  4.50  0.79 3 3 2 2 1,,1 1,1 1,5.29,
61.20,,,,70.95,
Program Components Factor,,,,,
Skating Skills  1.60 9.00 9.00 8.50 9.00 9.00,,8.75 7.75,8.50 8.75,8.79,
Transitions  1.60 8.75 9.25 8.25 9.00 8.25,,8.25 7.50,8.50 8.75,8.54,
Performance  1.60 9.25 9.50 8.75 9.25 9.00,,8.50 7.75,8.75 9.00,8.93,
Composition  1.60 9.00 9.50 8.75 9.50 8.50,,8.75 7.75,8.75 8.75,8.86,
Interpretation of the Music  1.60 9.25 9.00 8.75 9.25 8.25,,8.50 8.00,8.75 8.75,8.75,
Judges Total Program Component Score (factored),,,,70.19,
Deductions,,,,0.00,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Evgenia TARASOVA / Vladimir MOROZOV RUS  8  140.36,,67.05,73.31,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Tw2  8.00  1.43 2 -2 2 1 1,,1 2,3 1,9.43,
2 3S  4.40  0.70 3 0 -1 2 2,,0 2,0 1,5.10,
3 3STh  4.50  2.00 3 3 3 3 3,,3 2,2 3,6.50,
4 1T+COMBO  0.40 -0.30 -3 -3 -3 -3 -3,,-3 -3,-3 -3,0.10,
5 5RLi4  7.50  1.30 2 2 1 2 1,,2 2,2 2,8.80,
6 BoDs3  4.00  1.40 2 2 2 2 2,,2 2,2 2,5.40,
7 FCCoSp4  3.50  0.86 3 2 0 2 2,,2 1,1 2,4.36,
8 ChSq1  2.00  1.40 2 2 2 2 2,,2 1,2 2,3.40,
9 3LoTh  5.00 -0.50 -2 0 -1 -1 0,,-1 -1,-1 0,4.50,
10 5ALi4  7.50  1.60 3 3 2 2 1,,2 2,2 3,9.10,
11 3Li4  4.50  0.50 2 2 1 0 0,,0 1,1 2,5.00,
12 PCoSp4  4.50  0.86 2 2 2 2 3,,1 1,1 2,5.36,
55.80,,,,67.05,
Program Components Factor,,,,,
Skating Skills  1.60 9.25 9.50 8.50 9.25 9.25,,9.50 9.00,9.50 9.50,9.32,
Transitions  1.60 8.75 9.00 8.25 9.00 8.75,,9.25 9.00,9.50 9.50,9.04,
