ISU GP Internationaux de France de Patinage 2017,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Gabriella PAPADAKIS / Guillaume CIZERON FRA  9  81.40,42.46,38.94,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,IJn8fo J9 Ref,,Info
Elements Value,,,Panel,
1 1RH4+kpYYY  5.00  1.46 2 2 3 3 2,2 3,3 2,6.46,
2 NtMiSt4  8.60  2.99 3 3 3 3 3,2 3,2 2,11.59,
3 STw4  6.60  1.37 3 2 2 2 3,2 2,2 3,7.97,
4 PSt3  7.10  3.30 3 3 3 3 2,3 3,3 3,10.40,
5 SlLi4  4.50  1.54 2 2 3 3 3,2 3,2 3,6.04,
31.80,,,42.46,
Program Components Factor,,,,
Skating Skills  0.80 9.50 9.75 9.75 9.75 9.75,9.25 9.75,9.50 9.75,9.68,
Transitions  0.80 9.50 9.50 9.75 9.75 9.25,9.50 9.75,9.50 9.50,9.57,
Performance  0.80 9.75 10.00 10.00 10.00 9.75,9.25 10.00,9.75 10.00,9.89,
Composition  0.80 9.50 9.50 9.75 10.00 9.50,9.50 10.00,9.50 10.00,9.68,
Interpretation of the Music/Timing  0.80 9.75 10.00 10.00 10.00 9.75,9.25 10.00,9.75 9.75,9.86,
Judges Total Program Component Score (factored),,,38.94,
Deductions,,,0.00,
Costume/Prop violation: (1 of 10),,,,
Violation of choreography restrictions: (1 of 10),,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Madison CHOCK / Evan BATES USA  10  73.55,37.07,36.48,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 STw4  6.60  1.03 2 1 2 1 2,2 2,2 1,7.63,
2 PSt3  7.10  2.04 2 2 2 3 1,2 1,2 2,9.14,
3 1RH3+kpYYN  4.40  1.20 2 2 2 2 1,2 2,2 2,5.60,
4 CuLi4  4.50  1.37 3 2 3 2 2,2 3,2 2,5.87,
5 NtMiSt3  7.10  1.73 2 1 3 2 1,1 1,2 2,8.83,
29.70,,,37.07,
Program Components Factor,,,,
Skating Skills  0.80 9.25 9.25 9.25 9.25 8.75,9.00 9.00,8.75 9.00,9.07,
Transitions  0.80 9.25 9.00 9.50 9.25 8.50,9.00 8.75,8.75 8.75,8.96,
Performance  0.80 9.50 9.00 9.25 9.50 8.75,9.25 9.00,9.00 9.25,9.18,
Composition  0.80 9.25 9.25 9.50 9.50 9.00,9.25 9.00,8.75 9.00,9.18,
Interpretation of the Music/Timing  0.80 9.50 9.25 9.50 9.50 9.00,9.25 9.00,9.00 9.00,9.21,
Judges Total Program Component Score (factored),,,36.48,
Deductions,,,0.00,
ISU GP Internationaux de France de Patinage 2017,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
3 Alexandra STEPANOVA / Ivan BUKIN RUS  6  70.02,35.56,34.46,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,IJn8f o J9 Ref,,Info
Elements Value,,,Panel,
1 STw4  6.60  1.20 2 2 1 2 2,2 2,2 2,7.80,
2 1RH2+kpNYN  3.80  0.60 1 2 0 1 0,1 1,1 2,4.40,
3 CuLi4  4.50  1.20 2 3 2 2 2,2 2,1 2,5.70,
4 PSt3  7.10  1.57 0 2 2 1 0,1 2,2 2,8.67,
