ISU GP Rostelecom Cup 2016,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Anna POGORILAYA RUS  5  73.93,39.24,34.69,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,Panel,
1 3Lz+3T  10.30  1.00 2 1 2 1 1,1 3,2 1,11.30,
2 CCoSp4  3.50  1.00 2 2 2 2 1,2 2,3 2,4.50,
3 FCSp3  2.80  0.71 1 2 2 1 2,1 1,2 1,3.51,
4 3Lo  5.61 x  0.60 0 0 2 1 2,0 1,1 1,6.21,
5 2A  3.63 x  0.79 1 2 3 1 1,2 2,2 1,4.42,
6 StSq4  3.90  1.70 2 2 3 2 3,3 2,3 2,5.60,
7 LSp4  2.70  1.00 2 2 2 2 2,2 2,1 2,3.70,
32.44,,,39.24,
Program Components Factor,,,,
Skating Skills  0.80  8.25  8.25  9.00  8.50  9.00,8.50  8.75,8.50  8.75,8.61,
Transitions  0.80  8.00  8.00  8.75  7.75  9.00,8.25  8.75,8.50  8.75,8.43,
Performance  0.80  8.25  8.50  9.00  8.50  9.25,8.50  8.75,8.75  9.00,8.71,
Composition  0.80  8.50  8.50  9.00  8.25  9.25,8.75  9.25,8.50  9.00,8.79,
Interpretation of the Music  0.80  8.50  8.25  9.25  8.00  9.50,8.75  9.00,9.00  9.00,8.82,
Judges Total Program Component Score (factored),,,34.69,
Deductions,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Elena RADIONOVA RUS  10  71.93,37.50,34.43,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Lz+3T  10.30  1.10 2 2 2 1 1,1 2,2 0,11.40,
2 FCSp4  3.20  0.50 1 2 0 1 1,0 1,2 1,3.70,
3 CCoSp3  3.00  0.43 2 2 1 0 1,0 0,1 1,3.43,
4 3Lo  5.61 x  0.80 1 2 2 0 1,1 0,2 1,6.41,
5 2A  3.63 x -0.93 0 -1 -2 -2 -2,-2 -2,-2 -2,2.70,
6 StSq4  3.90  1.90 1 3 3 2 3,3 2,3 3,5.80,
7 LSp4  2.70  1.36 2 3 3 2 3,3 2,3 3,4.06,
32.34,,,37.50,
Program Components Factor,,,,
Skating Skills  0.80  8.25  8.75  8.75  7.75  8.75,8.75  8.25,8.25  9.00,8.54,
Transitions  0.80  8.00  8.75  8.75  7.25  9.00,8.50  8.25,7.75  8.75,8.39,
Performance  0.80  8.50  9.25  9.00  7.75  9.00,8.50  8.00,8.25  9.00,8.61,
Composition  0.80  8.50  9.25  9.25  8.00  9.25,8.75  8.50,7.75  8.75,8.71,
Interpretation of the Music  0.80  8.25  9.00  9.25  8.00  9.25,9.00  8.50,8.50  9.00,8.79,
Judges Total Program Component Score (factored),,,34.43,
Deductions,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,
ISU GP Rostelecom Cup 2016,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
3 Julia LIPNITSKAIA RUS  4  69.25,36.46,32.79,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,Panel,
