ISU GP Rostelecom Cup 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Shoma UNO JPN  6  98.59,,54.28,44.31,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4F  12.30 -1.20 0 -1 -2 -1 -1,,-1 -1,-2 0,11.10,
2 4T+3T  14.60 -1.37 -2 -1 -1 -1 -1,,-1 -2,-1 -1,13.23,
3 FCSp4  3.20  0.71 2 1 2 1 2,,2 1,1 1,3.91,
4 CSSp4  3.00  0.79 2 1 2 1 2,,2 2,1 1,3.79,
5 3A  9.35 x  2.57 3 2 3 2 3,,3 2,2 3,11.92,
6 StSq4  3.90  1.50 2 2 3 2 2,,2 2,2 3,5.40,
7 CCoSp4  3.50  1.43 3 2 3 1 3,,3 3,3 3,4.93,
49.85,,,,54.28,
Program Components Factor,,,,,
Skating Skills  1.00  9.00  9.25  9.00  8.50  9.00,,8.75  8.50,9.25  9.50,8.96,
Transitions  1.00  8.75  8.75  9.00  7.75  8.25,,8.25  8.50,9.00  9.00,8.64,
Performance  1.00  8.75  8.75  9.25  8.75  8.00,,8.50  8.50,8.75  9.25,8.75,
Composition  1.00  9.00  9.00  9.00  9.00  9.00,,8.75  8.75,9.00  9.25,8.96,
Interpretation of the Music  1.00  9.00  9.25  9.25  8.75  9.00,,8.75  8.75,9.25  9.00,9.00,
Judges Total Program Component Score (factored),,,,44.31,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Javier FERNANDEZ ESP  7  91.55,,45.47,46.08,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4T+3T  14.60 -1.20 -1 -1 -1 1 -1,,0 -2,-2 -1,13.40,
2 3S  4.40  0.00 0 0 0 0 0,,0 0,-1 0,4.40,
3 FUSp3  2.40  0.79 2 1 2 2 2,,2 1,1 1,3.19,
4 3A  9.35 x  2.29 2 2 3 3 2,,2 2,1 3,11.64,
5 CCoSp3  3.00  1.00 2 2 2 2 2,,2 2,2 2,4.00,
6 CSSp3  2.60  0.64 1 1 2 1 2,,1 2,1 1,3.24,
7 StSq4  3.90  1.70 1 2 3 3 2,,3 2,2 3,5.60,
40.25,,,,45.47,
Program Components Factor,,,,,
Skating Skills  1.00  9.25  9.50  9.00  9.25  9.00,,9.00  9.00,9.00  9.50,9.14,
Transitions  1.00  9.00  9.25  8.75  9.50  9.25,,8.75  8.75,9.25  9.75,9.11,
Performance  1.00  8.75  9.25  9.25  9.50  8.75,,9.00  9.00,9.00  9.50,9.11,
Composition  1.00  9.25  9.50  9.00  9.75  9.50,,9.25  9.00,9.25  9.75,9.36,
Interpretation of the Music  1.00  9.25  9.50  9.25  9.50  9.25,,9.25  9.25,9.50  9.75,9.36,
Judges Total Program Component Score (factored),,,,46.08,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP Rostelecom Cup 2016,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Mikhail KOLYADA RUS  2  90.28,,48.56,41.72,0.00,
Executed Base,,,,Scores of,
