ISU GP Rostelecom Cup 2016,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Natalia ZABIIAKO / Alexander ENBERT RUS  8  69.76,38.29,31.47,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,IJn8f o J9 Ref,,Info
Elements Value,,,Panel,
1 3Tw2  5.80  1.10 2 2 1 2 1,2 1,1 2,6.90,
2 3T  4.30  0.30 0 0 0 1 0,1 1,0 1,4.60,
3 3LoTh  5.00  0.70 1 1 0 1 1,2 1,1 1,5.70,
4 FCCoSp4  3.50  0.29 0 0 0 1 1,2 1,0 1,3.79,
5 5RLi4  7.50  1.00 2 2 1 2 1,2 1,0 1,8.50,
6 StSq4  3.90  0.90 2 1 2 1 1,2 1,1 1,4.80,
7 BiDs3  3.20  0.80 1 1 1 2 1,2 1,0 1,4.00,
33.20,,,38.29,
Program Components Factor,,,,
Skating Skills  0.80  7.75  8.50  8.25  8.25  8.00,8.25  7.25,7.25  8.00,7.96,
Transitions  0.80  7.25  8.50  7.75  8.25  7.25,8.00  7.00,6.50  7.75,7.61,
Performance  0.80  7.75  8.50  8.00  8.50  7.75,8.50  7.75,7.25  8.25,8.07,
Composition  0.80  7.50  8.25  7.50  8.50  8.00,8.25  7.50,7.50  8.00,7.86,
Interpretation of the Music  0.80  7.50  8.50  7.75  8.50  7.50,8.25  7.25,7.25  8.00,7.82,
Judges Total Program Component Score (factored),,,31.47,
Deductions,,,0.00,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Aliona SAVCHENKO / Bruno MASSOT GER  2  69.51,36.73,34.78,2.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 3Tw2  5.80  1.90 3 3 3 2 3,2 3,3 2,7.70,
2 3S  4.40 -2.10 -3 -3 -3 -3 -3,-3 -3,-3 -3,2.30,
3 3ATh  7.70 -1.57 -2 -2 -2 -1 -1,-2 -2,-1 -1,6.13,
4 5RLiB  5.50  0.90 1 2 2 2 1,1 1,1 1,6.40,
5 StSq4  3.90  1.30 2 1 2 2 2,2 2,2 1,5.20,
6 BiDs3  3.20  1.30 2 1 2 2 2,2 2,1 2,4.50,
7 CCoSp4  3.50  1.00 2 2 2 2 2,1 2,2 2,4.50,
34.00,,,36.73,
Program Components Factor,,,,
Skating Skills  0.80  8.50  8.50  9.00  8.75  9.00,8.75  8.50,8.75  8.75,8.71,
Transitions  0.80  8.50  8.25  8.50  8.75  8.75,8.50  8.75,9.00  8.50,8.61,
Performance  0.80  8.50  8.75  8.25  8.75  8.75,8.25  8.50,9.00  8.75,8.61,
Composition  0.80  8.75  8.50  8.25  9.00  9.00,8.50  9.00,9.25  8.75,8.79,
Interpretation of the Music  0.80  8.75  8.50  9.00  9.25  8.75,8.50  8.75,9.00  8.50,8.75,
Judges Total Program Component Score (factored),,,34.78,
Deductions Falls: -2.00,,,-2.00,
ISU GP Rostelecom Cup 2016,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
3 Valentina MARCHEI / Ondrej HOTAREK ITA  6  66.82,36.80,30.02,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,IJn8f o J9 Ref,,Info
Elements Value,,,Panel,
1 3S  4.40  0.70 1 0 1 1 1,1 1,2 1,5.10,
