ISU GP Rostelecom Cup 2016,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
1 Madison CHOCK / Evan BATES USA  6  75.04,38.35,36.69,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 Info J9 Ref,,Info
Elements Value,,,Panel,
1 CuLi4  4.50  1.20 2 2 2 3 2,2 2,2 2,5.70,
2 1MB4+kpYYY  5.00  1.11 2 2 2 2 1,1 2,2 2,6.11,
3 PSt3  7.10  2.20 2 2 2 2 2,2 2,2 2,9.30,
4 STw4  6.60  1.03 2 1 1 2 1,2 2,2 2,7.63,
5 NtMiSt3  7.10  2.51 2 2 2 3 2,2 3,3 2,9.61,
30.30,,,38.35,
Program Components Factor,,,,
Skating Skills  0.80  8.50  9.00  8.75  9.25  9.25,9.00  9.25,9.00  9.00,9.04,
Transitions  0.80  8.50  9.00  8.75  9.50  9.00,8.75  9.00,9.25  8.75,8.93,
Performance  0.80  9.50  9.50  9.25  9.25  9.25,9.00  9.50,9.25  9.25,9.32,
Composition  0.80  9.00  9.25  9.50  9.50  9.25,9.00  9.25,9.25  9.00,9.21,
Interpretation of the Music / Timing  0.80  9.25  9.50  9.25  9.50  9.25,9.25  9.50,9.50  9.00,9.36,
Judges Total Program Component Score (factored),,,36.69,
Deductions,,,0.00,
Violation of choreography restrictions: (5 of 10),,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
2 Ekaterina BOBROVA / Dmitri SOLOVIEV RUS  7  74.92,37.91,37.01,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,J8 J9 Ref,,
Elements Value,,,Panel,
1 STw4  6.60  1.37 2 2 2 3 2,2 3,3 2,7.97,
2 SlLi4  4.50  1.20 1 2 2 2 2,3 2,2 2,5.70,
3 1MB4+kpYYY  5.00  1.11 2 2 1 2 1,2 2,2 2,6.11,
4 PSt3  7.10  2.20 2 2 2 2 2,2 2,2 2,9.30,
5 NtDiSt3  7.10  1.73 0 1 1 1 2,2 2,3 2,8.83,
30.30,,,37.91,
Program Components Factor,,,,
Skating Skills  0.80  9.00  9.25  9.00  9.25  9.25,9.50  9.50,9.25  9.25,9.25,
Transitions  0.80  8.25  9.25  8.75  8.75  9.25,9.00  9.25,9.50  9.00,9.04,
Performance  0.80  9.00  9.50  9.25  9.00  9.50,9.50  9.50,9.50  9.25,9.36,
Composition  0.80  8.75  9.50  9.25  9.00  9.25,9.50  9.50,9.75  9.00,9.29,
Interpretation of the Music / Timing  0.80  8.50  9.50  9.25  9.25  9.25,9.50  9.25,9.50  9.25,9.32,
Judges Total Program Component Score (factored),,,37.01,
Deductions,,,0.00,
Costume/Prop violation: (1 of 10),,,,
Violation of choreography restrictions: (1 of 10),,,,
ISU GP Rostelecom Cup 2016,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,
Starting Total,Total,Total,Total,
Rank Name Nation Number Segment,Element,Program  Component,Deductions,
Score,Score,Score (factored),,
3 Kaitlyn WEAVER / Andrew POJE CAN  4  69.81,34.11,35.70,0.00,
Executed Base,,,Scores of,
"# InGfoOE J1 J2 J3 J4 J5",J6 J7,J8 InJfo9 Ref,,Info
Elements Value,,,Panel,
1 1MB3+kpYNY  4.40  0.77 2 2 2 1 1,1 1,1 1,5.17,
2 PSt3  7.10  1.89 2 2 1 2 1,2 2,1 2,8.99,
3 STw2  4.60  0.51 2 0 1 1 1,1 1,1 0,5.11,
