ISU GP Rostelecom Cup 2016,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Aliona SAVCHENKO / Bruno MASSOT GER  7  138.38,,68.46,70.92,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,InJf6o J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Tw2  5.80  2.10 3 3 3 3 3,,2 3,3 3,7.90,
2 3S+2T+1T  6.10 -1.30 0 -2 -2 -2 -2,,-3 -2,-2 -1,4.80,
3 3T  4.30  1.10 2 2 2 2 1,,1 1,1 2,5.40,
4 2ATh  4.00 -1.30 -1 -2 -2 -2 -2,,-2 -2,-2 -1,2.70,
5 BoDs4  4.50  1.10 2 2 1 1 1,,0 2,2 2,5.60,
6 5ALi4  7.50  1.70 3 3 2 2 2,,2 3,2 3,9.20,
7 CCoSp4  3.50  0.86 2 0 1 2 2,,1 2,2 2,4.36,
8 ChSq1  2.00  1.40 3 1 2 2 2,,1 2,2 3,3.40,
9 3Li4  4.50  1.14 3 2 2 2 2,,2 3,2 3,5.64,
10 PCoSp4  4.50  0.86 2 1 2 1 2,,1 2,2 2,5.36,
11 5RLi4  7.50  1.40 3 2 1 2 1,,2 2,2 3,8.90,
12 4STh  8.20 -3.00 -3 -3 -3 -3 -3,,-3 -2,-3 -3,5.20,
62.40,,,,68.46,
Program Components Factor,,,,,
Skating Skills  1.60  9.25  9.00  9.00  8.75  8.75,,8.50  9.25,8.75  9.25,8.96,
Transitions  1.60  9.00  8.75  8.75  8.75  8.50,,8.25  9.00,8.50  9.25,8.75,
Performance  1.60  8.50  8.50  8.75  9.00  8.50,,8.50  8.75,8.75  9.25,8.68,
Composition  1.60  9.50  9.00  9.00  8.75  8.50,,8.50  9.50,8.75  9.50,9.00,
Interpretation of the Music  1.60  9.25  8.75  9.00  9.00  8.50,,8.50  9.00,9.00  9.50,8.93,
Judges Total Program Component Score (factored),,,,70.92,
Deductions Falls: -1.00,,,,-1.00,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Natalia ZABIIAKO / Alexander ENBERT RUS  8  128.01,,63.93,65.08,1.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3Tw2  5.80  1.40 2 2 2 2 2,,2 1,2 2,7.20,
2 3T+2T+2Lo  7.40  0.60 2 1 1 1 1,,1 1,0 0,8.00,
3 2ATh  4.00  0.60 0 1 1 0 1,,2 1,1 1,4.60,
4 S  0.00  0.00 - - - - -,,- -,- -,0.00,
5 4Li4  4.50  0.57 1 1 1 1 2,,2 1,1 1,5.07,
6 FCCoSp4  3.50  0.50 1 1 1 1 1,,1 -1,1 1,4.00,
7 3LoTh  5.00  1.40 2 1 2 2 2,,2 2,2 2,6.40,
8 5RLi4  7.50  1.20 1 1 2 1 2,,2 2,2 2,8.70,
9 BoDs2  3.50  0.70 0 1 1 1 1,,1 1,2 1,4.20,
10 ChSq1  2.00  0.70 1 0 1 2 1,,1 0,2 1,2.70,
11 5ALi4  7.50  1.20 1 1 2 2 2,,2 1,2 2,8.70,
12 PCoSp3  4.00  0.36 0 0 1 1 1,,1 0,1 1,4.36,
54.70,,,,63.93,
Program Components Factor,,,,,
Skating Skills  1.60  7.75  8.50  8.50  8.25  8.25,,8.50  7.25,8.25  8.25,8.25,
Transitions  1.60  7.50  8.00  8.25  7.75  8.25,,8.25  7.00,8.25  7.75,7.96,
