ISU GP HomeSense Skate Canada International 2009,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting Total,Total,,,Total,Total,
Rank Name Nation Number Segment,Element,,,Program  Component,Deductions,
Score,Score,,,Score (factored),,
1 Tessa VIRTUE / Scott MOIR CAN  8  103.12,50.60,,,52.52,0.00,
"# Executed Base GOE The Judges Panel",,,,,Scores,
Elements Value (in random order),,,,,of Panel,
1 CuLi4+RoLi4  8.00  1.10 2 1 3 3 2,2 2,,,2 2,9.10,
2 CoSp4  4.70  0.80 1 1 2 3 3,1 1,,,1 2,5.50,
3 CiSt3  7.20  1.80 2 1 2 2 2,2 2,,,1 2,9.00,
4 STw4  5.50  1.00 2 2 2 2 3,2 2,,,2 2,6.50,
"",Info,,,,,Info
5 SlLi4  5.00  1.40 1 3 3 3 3,2 2,,,3 3,6.40,
6 DiSt3  6.20  1.60 2 1 2 2 2,1 2,,,1 1,7.80,
7 RoLi4  5.00  1.30 3 2 3 3 3,2 3,,,2 1,6.30,
8 Li+TRANS  0.00  0.00 - - - - -,- -,,,- -,0.00,
41.60,,,,,50.60,
Program Components Factor,,,,,,
Skating Skills  1.25 8.00 8.25 9.00 8.75 9.00,8.75 8.75,,,8.25 8.50,8.70,
Linking Footwork / Movement  1.75 7.75 8.00 9.25 8.75 8.25,8.50 8.50,,,8.25 8.50,8.45,
Performance  1.00 8.00 8.25 9.50 9.25 10.00,8.75 9.00,,,8.50 8.75,9.00,
Choreography  1.00 7.75 8.00 9.25 9.75 9.50,9.00 8.50,,,8.50 9.00,8.95,
Interpretation / Timing  1.00 8.50 8.25 9.25 9.50 9.00,8.75 9.00,,,8.50 9.00,8.90,
Judges Total Program Component Score (factored),,,,,52.52,
Deductions:,,,,,0.00,
Starting Total,Total,,,Total,Total,
Rank Name Nation Number Segment,Element,,,Program  Component,Deductions,
Score,Score,,,Score (factored),,
2 Nathalie PECHALAT / Fabian BOURZAT FRA  7  93.47,47.50,,,45.97,0.00,
"# Executed Base GOE The Judges Panel",,,,,Scores,
Elements Value (in random order),,,,,of Panel,
1 CoSp4  4.70  0.90 1 2 2 2 2,1 2,,,2 1,5.60,
2 CuLi4  5.00  0.90 2 2 2 2 1,2 1,,,1 2,5.90,
3 CiSt3  7.20  1.00 1 1 1 1 1,1 1,,,1 2,8.20,
4 CuLi4+RoLi4  8.00  0.80 1 2 1 2 2,2 1,,,2 2,8.80,
5 SlLi4  5.00  0.50 1 1 1 1 0,2 1,,,1 2,5.50,
6 DiSt3  6.20  1.20 1 1 2 1 1,1 1,,,2 1,7.40,
7 STw4  5.50  0.60 1 2 1 1 0,1 1,,,1 2,6.10,
8 Li+TRANS  0.00  0.00 - - - - -,- -,,,- -,0.00,
9 Li+TRANS  0.00  0.00 - - - - -,- -,,,- -,0.00,
41.60,,,,,47.50,
Program Components Factor,,,,,,
Skating Skills  1.25 7.50 7.75 7.75 7.50 7.50,7.00 7.75,,,7.75 7.75,7.70,
Linking Footwork / Movement  1.75 7.50 6.50 7.25 7.50 6.75,7.00 7.50,,,7.75 7.50,7.45,
Performance  1.00 7.25 8.50 7.50 8.00 7.50,7.25 7.50,,,7.75 8.00,7.75,
Choreography  1.00 7.00 7.75 8.00 8.00 7.50,7.00 7.25,,,8.00 8.25,7.80,
Interpretation / Timing  1.00 7.25 7.25 8.00 8.00 7.75,7.25 7.50,,,8.00 8.00,7.75,
Judges Total Program Component Score (factored),,,,,45.97,
Deductions:,,,,,0.00,
ISU GP HomeSense Skate Canada International 2009,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting Total,Total,,,Total,Total,
Rank Name Nation Number Segment,Element,,,Program  Component,Deductions,
