12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
14,Mira LEUNG,CAN,0,50.69,29.21,21.48,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3Lz+2Lo,,7.5,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,7.5
2,3F,,5.5,False,0.14,0,0,1,-1,0,0,0,0,0,1,0,0,,5.64
3,FCSp3,,2.3,False,0.14,-1,0,1,0,0,1,0,1,0,0,0,1,,2.44
4,2A,,3.5,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,3.5
5,CCoSp4,,3.5,False,0.07,0,0,0,0,0,0,0,1,1,0,0,0,,3.57
6,SlSt1,,1.8,False,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,1.8
7,LSp4,,2.6,False,0.29,1,1,1,1,1,1,0,2,0,0,0,1,,2.89
8,SpSq1,,1.8,False,0.07,1,0,0,1,1,1,0,0,1,0,0,-1,,1.87
,,,28.5,,,,,,,,,,,,,,,,29.21
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.25,6.0,5.75,5.75,5.25,5.5,5.75,5.5,5.75,5.75,5.25,5.25,,5.64
,Transition / Linking Footwork  ,,,,0.8,4.75,5.25,5.0,5.25,5.0,5.0,4.5,5.25,5.25,5.25,4.75,4.75,,5.07
,Performance / Execution  ,,,,0.8,5.25,6.0,5.5,5.5,5.25,5.5,5.0,5.25,5.5,5.5,5.5,5.0,,5.39
,Choreography / Composition  ,,,,0.8,5.25,5.75,5.5,5.75,5.0,5.25,5.0,5.25,5.75,5.25,5.25,5.0,,5.39
,Interpretation  ,,,,0.8,5.0,5.75,5.25,5.5,5.0,5.5,5.25,5.25,5.75,5.25,5.25,5.0,,5.36
,,,,,,,,,,,,,,,,,,,21.48
