Trophee Eric Bompard,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
1 Mao ASADA,JPN 63.96 36.60,,27.36,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Lz 6.0,0.60 0 0 2 1 0 0 0 0,,1 1 - -,6.60
2 3F+3Lo 10.5,0.80 0 1 1 0 1 1 1 0,,1 2 - -,11.30
3 FSSp3 2.3,0.40 1 0 0 1 1 0 0 1,,1 1 - -,2.70
4 SpSt4 3.4,0.60 1 1 1 1 1 0 0 0,,0 1 - -,4.00
5 LSp4 2.4,0.40 1 1 1 2 1 1 0 1,,0 1 - -,2.80
6 SlSt2 2.3,0.10 1 0 1 1 0 0 0 0,,0 0 - -,2.40
7 2A 3.3,0.20 1 1 0 0 0 0 1 0,,0 1 - -,3.50
8 CCoSp3 3.0,0.30 0 0 0 1 1 0 0 1,,1 0 - -,3.30
33.2,,,,36.60
Program Components,Factor,,,
Skating Skills,0.80 8.25 7.50 6.75 7.25 7.00 6.75 6.75 6.75,,6.75 7.50 - -,6.90
Transition / Linking Footwork,0.80 7.75 6.75 6.25 6.50 6.75 6.25 6.50 6.50,,6.50 7.25 - -,6.55
Performance / Execution,0.80 7.50 7.25 6.75 7.25 6.75 6.50 7.00 7.50,,7.00 7.25 - -,7.05
Choreography / Composition,0.80 7.75 7.00 6.75 6.50 6.75 6.50 6.50 7.25,,6.75 7.25 - -,6.80
Interpretation,0.80 8.00 7.25 6.50 7.25 6.75 6.50 6.75 7.00,,6.75 7.25 - -,6.90
Judges Total Program Component Score (factored),,,,27.36
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
2 Sasha COHEN,USA 60.96 31.80,,29.16,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Lz+2T 7.3,0.00 0 -1 1 0 0 0 0 0,,0 0 - -,7.30
2 3F 5.5,-0.80 -2 -2 -1 -1 -1 -1 -1 -1,,0 0 - -,4.70
3 FCSp3 2.3,0.20 0 0 1 0 0 0 1 1,,0 0 - -,2.50
4 2A 3.3,0.60 0 1 0 0 1 0 1 0,,1 1 - -,3.90
5 SpSt3 3.1,0.80 2 2 1 2 2 2 2 1,,1 2 - -,3.90
6 LSp3 1.8,0.50 1 1 1 1 1 1 1 1,,1 2 - -,2.30
7 SlSt2 2.3,0.40 1 1 1 1 0 1 2 0,,1 1 - -,2.70
8 CCoSp4 3.5,1.00 1 2 2 2 1 2 2 2,,2 2 - -,4.50
29.1,,,,31.80
Program Components,Factor,,,
Skating Skills,0.80 7.75 7.50 7.25 7.50 7.00 7.75 7.75 7.50,,7.50 7.25 - -,7.40
Transition / Linking Footwork,0.80 7.50 6.75 6.75 6.75 6.50 7.50 6.75 7.50,,7.25 7.00 - -,6.90
Performance / Execution,0.80 8.00 7.50 7.25 7.25 6.75 7.75 7.75 8.00,,7.75 7.25 - -,7.45
Choreography / Composition,0.80 7.75 7.25 6.50 7.00 6.75 7.50 7.75 7.50,,7.50 7.25 - -,7.20
Interpretation,0.80 8.25 7.25 7.00 7.50 7.00 8.00 7.75 7.75,,7.75 7.50 - -,7.50
Judges Total Program Component Score (factored),,,,29.16
Deductions:,,,,0.00
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
3 Shizuka ARAKAWA,JPN 57.98 29.30,,28.68,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
1 3Lz+2T 7.3,0.60 0 1 1 0 0 0 1 0,,1 1 - -,7.90
2 2F 1.7,-1.00 -3 -3 -3 -3 -3 -3 -3 -3,,-3 -3 - -,0.70
3 FCSp3 2.3,0.20 0 1 1 1 0 1 0 0,,1 0 - -,2.50
4 SpSt3 3.1,0.30 1 2 0 1 0 2 1 1,,1 0 - -,3.40
5 2A 3.3,1.00 1 1 1 1 1 1 1 0,,1 1 - -,4.30
6 LSp4 2.4,0.70 1 2 2 1 1 1 1 2,,2 1 - -,3.10
7 SlSt3 3.1,0.20 1 1 0 0 1 1 1 0,,1 0 - -,3.30
8 CCoSp4 3.5,0.60 1 2 1 2 1 1 1 1,,2 1 - -,4.10
26.7,,,,29.30
Program Components,Factor,,,
Skating Skills,0.80 7.50 7.50 7.00 7.50 6.25 7.75 8.00 7.75,,8.00 7.25 - -,7.50
Transition / Linking Footwork,0.80 7.25 6.50 6.00 6.75 6.25 7.25 6.75 7.50,,7.50 6.75 - -,6.80
Performance / Execution,0.80 7.25 7.25 6.50 7.25 6.25 7.50 7.75 7.50,,7.75 7.00 - -,7.20
Choreography / Composition,0.80 7.50 7.25 6.50 7.00 6.50 7.50 7.50 7.75,,7.75 7.00 - -,7.15
Interpretation,0.80 7.50 7.50 6.00 7.25 6.50 7.75 7.25 7.75,,8.00 7.25 - -,7.20
Judges Total Program Component Score (factored),,,,28.68
Deductions:,,,,0.00
Trophee Eric Bompard,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
"",Total Total,,Total,Total
Rank Name,NOC Segment Element,,Program  Component,Deductions
"",Code Score Score,,Score (factored),
"",= +,,+,-
4 Joannie ROCHETTE,CAN 57.08 30.20,,26.88,0.00
"# Executed Base",GOE The Judges Panel,,,Scores
Elements Value,(in random order),,,of Panel
