Trophee Eric Bompard,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
1 Jeffrey BUTTLE CAN 139.40,65.10,,75.30,1.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 4T 9.0 -3.00 -3 -3 -3 -3 -3,-3 -3 -3,,-3 -3 - -,6.00
2 3A+2T+SEQ 7.0 -2.00 -2 -2 -2 -2 -2,-2 -2 -2,,-2 -2 - -,5.00
3 3Lz+2T+2Lo 8.8 0.80 1 1 0 1 0,1 0 0,,0 1 - -,9.60
4 FSSp4 3.0 0.40 0 1 1 0 1,1 1 2,,1 1 - -,3.40
5 CiSt2 2.3 0.50 1 1 1 1 0,0 0 1,,2 1 - -,2.80
6 1A 0.9x 0.10 0 -1 0 0 1,1 0 0,,0 1 - -,1.00
7 3Lo 5.5x 0.00 0 0 0 0 0,-1 0 0,,0 1 - -,5.50
8 CoSp4 3.0 0.50 1 1 2 1 1,1 1 1,,1 1 - -,3.50
9 3Lz 6.6x 0.60 1 0 0 1 0,0 0 0,,1 1 - -,7.20
10 SSp4 2.4 0.40 0 1 1 1 1,0 1 1,,1 1 - -,2.80
11 SlSt3 3.1 0.50 1 2 1 1 0,0 0 0,,1 1 - -,3.60
12 3F 6.1x -1.40 -1 -1 -2 -2 -2,-2 -1 -1,,-1 -1 - -,4.70
13 3S+2T 6.4x 0.00 0 0 0 0 0,0 0 0,,0 0 - -,6.40
14 CCoSp3 3.0 0.60 1 1 2 1 1,1 1 2,,2 1 - -,3.60
67.1,,,,65.10
Program Components Factor,,,,
Skating Skills 2.00 7.50 7.25 7.75 7.50 7.75 7.75,7.50 7.75,,7.75 7.75 - -,7.65
Transition / Linking Footwork 2.00 7.25 7.25 7.25 7.25 7.50 7.50,7.25 7.50,,7.50 7.50 - -,7.35
Performance / Execution 2.00 7.50 7.50 7.00 7.50 8.00 6.75,7.50 7.50,,7.50 7.75 - -,7.40
Choreography / Composition 2.00 7.50 7.25 7.75 7.50 7.50 7.75,7.50 7.75,,7.50 8.00 - -,7.60
Interpretation 2.00 7.75 7.50 7.75 7.50 7.75 7.75,7.50 7.75,,7.50 8.00 - -,7.65
Judges Total Program Component Score (factored),,,,75.30
Deductions: Falls: -1.00,,,,-1.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
2 Brian JOUBERT FRA 138.86,67.06,,71.80,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 4T 9.0 -1.00 0 -1 -1 -1 -1,-1 -1 0,,-1 -1 - -,8.00
2 3A 7.5 0.00 1 0 0 0 0,0 0 0,,0 -1 - -,7.50
3 3F+3T 9.5 0.60 1 1 0 1 0,0 1 0,,0 1 - -,10.10
4 FSSp3 2.3 0.30 1 1 1 1 0,0 0 0,,0 0 - -,2.60
5 3Lz 6.0 0.80 0 1 1 1 1,1 1 0,,0 1 - -,6.80
6 2A+1T 3.7 -0.14 0 -1 -1 0 0,0 0 0,,0 0 - -,3.56
7 CiSt2 2.3 0.20 1 0 1 0 1,0 0 1,,1 0 - -,2.50
8 CoSp3 2.5 0.10 0 0 1 0 0,1 0 0,,0 0 - -,2.60
9 3Lo 5.5x -1.60 -1 -2 -2 -2 -2,-1 -2 -1,,-2 -1 - -,3.90
10 3S 5.0x 0.40 1 1 0 0 0,0 0 0,,0 1 - -,5.40
11 3F 6.1x 0.60 1 0 1 1 0,0 0 0,,0 1 - -,6.70
12 FCCoSp3 3.0 0.10 1 0 1 0 0,0 0 1,,0 0 - -,3.10
13 SlSt1 1.8 0.30 1 0 1 0 1,0 1 1,,1 1 - -,2.10
14 CSSp3 2.1 0.10 1 0 1 0 1,0 0 0,,0 0 - -,2.20
66.3,,,,67.06
Program Components Factor,,,,
Skating Skills 2.00 7.50 7.25 7.50 7.00 7.25 7.25,7.50 7.50,,7.50 7.50 - -,7.40
Transition / Linking Footwork 2.00 7.25 6.50 6.50 6.75 6.75 7.00,7.00 7.25,,7.00 6.50 - -,6.75
Performance / Execution 2.00 7.50 7.00 7.25 7.25 7.25 7.25,7.25 7.75,,7.25 7.50 - -,7.30
Choreography / Composition 2.00 7.50 6.75 7.25 6.75 7.25 7.25,7.25 7.75,,7.00 7.50 - -,7.15
Interpretation 2.00 7.50 7.00 7.50 7.00 7.50 7.25,7.25 7.75,,7.25 7.50 - -,7.30
Judges Total Program Component Score (factored),,,,71.80
Deductions:,,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,,
Trophee Eric Bompard,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,
Total,Total,,Total,Total
Rank Name NOC Segment,Element,,Program  Component,Deductions
Code Score,Score,,Score (factored),
"=",+,,+,-
3 Gheorghe CHIPER ROM 125.70,59.40,,67.30,1.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 3A+2T 8.8 0.40 1 -1 0 1 1,0 0 0,,0 1 - -,9.20
2 3A 7.5 -2.00 -2 -2 -2 -2 -2,-1 -2 -2,,-2 -2 - -,5.50
3 3Lz+3T 10.0 -1.40 0 -2 -1 -1 -1,-2 -1 -1,,-1 -2 - -,8.60
4 CUSp1 1.3 0.00 -1 0 0 0 0,0 0 0,,0 0 - -,1.30
5 3F+2T 6.8 -0.40 0 -1 0 0 0,0 0 0,,-1 -1 - -,6.40
