Trophee Eric Bompard,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Mao ASADA JPN 118.46 61.50,,56.96,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3A 7.5 -0.40 0 -1 -1 -1 -1 2 0 0,,0 -1 - -,7.10
2 3F 5.5 0.80 1 1 0 0 1 1 1 0,,1 1 - -,6.30
3 3Lz 6.0 0.40 0 1 0 1 0 0 0 -1,,1 1 - -,6.40
4 CoSp3 2.5 0.00 0 0 0 0 0 0 0 0,,0 1 - -,2.50
5 SlSt2 2.3 0.00 0 0 0 0 0 0 0 0,,0 1 - -,2.30
6 2A 3.3 0.40 0 1 0 0 1 0 0 1,,0 1 - -,3.70
7 FCSp2 2.0 0.10 0 0 0 0 0 0 0 1,,1 0 - -,2.10
8 LSp3 1.8 0.60 1 1 1 2 1 1 0 2,,1 1 - -,2.40
9 SpSt3 3.1 0.20 0 0 0 1 0 0 0 1,,1 0 - -,3.30
10 3Lo+2Lo+2Lo 8.8x 0.20 1 1 0 0 1 0 0 0,,0 2 - -,9.00
11 3F+2Lo 7.7x -1.00 0 -1 -1 -1 -1 -1 -1 -1,,-1 1 - -,6.70
12 3Lz+2Lo 8.3x 0.00 0 0 0 0 -1 0 0 0,,0 1 - -,8.30
13 CCoSp1 2.0 -0.60 -2 -2 -2 -2 -2 -2 -2 -2,,-2 0 - -,1.40
60.8,,,61.50
Program Components Factor,,,
Skating Skills 1.60 6.75 7.00 7.25 7.25 6.75 7.00 7.00 7.50,,7.50 7.75 - -,7.25
Transition / Linking Footwork 1.60 6.50 6.00 6.50 7.00 6.25 6.50 6.75 7.25,,7.00 7.00 - -,6.85
Performance / Execution 1.60 7.00 6.25 7.00 7.25 7.00 7.50 7.00 7.00,,7.25 7.75 - -,7.20
Choreography / Composition 1.60 6.75 6.00 6.75 7.25 6.75 7.00 7.00 7.00,,7.25 7.75 - -,7.10
Interpretation 1.60 7.00 6.25 6.50 7.50 6.75 7.00 6.75 7.25,,7.50 7.75 - -,7.20
Judges Total Program Component Score (factored),,,56.96
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Shizuka ARAKAWA JPN 115.32 56.60,,58.72,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T 7.3 0.20 1 1 1 0 0 0 0 1,,0 1 - -,7.50
2 3S+2T 5.8 0.00 0 1 0 0 0 0 0 0,,0 1 - -,5.80
3 3F 5.5 0.00 0 -1 -1 0 0 0 0 -1,,0 0 - -,5.50
4 FCSp4 3.0 0.50 1 1 1 1 1 1 1 1,,1 1 - -,3.50
5 SpSt3 3.1 0.80 2 1 1 2 2 2 1 2,,1 1 - -,3.90
6 2A 3.3 0.40 1 1 0 0 0 0 0 1,,1 1 - -,3.70
7 3T+2T+2Lo 7.5x 0.20 0 1 0 0 0 0 0 1,,0 1 - -,7.70
8 2Lz 2.1x -0.60 -2 -2 -3 -2 -2 -2 -2 -3,,-2 -2 - -,1.50
9 LSp4 2.4 0.50 1 2 2 2 1 1 1 1,,1 1 - -,2.90
10 3S 5.0x 0.00 0 0 0 0 0 0 0 0,,0 1 - -,5.00
11 CoSp3 2.5 0.50 1 0 1 1 1 1 1 1,,1 0 - -,3.00
12 SlSt2 2.3 0.50 1 1 1 1 1 1 1 0,,1 1 - -,2.80
13 CCoSp4 3.5 0.30 1 0 0 0 1 0 0 1,,1 1 - -,3.80
53.3,,,56.60
Program Components Factor,,,
Skating Skills 1.60 8.00 7.50 7.50 7.50 7.50 7.75 7.50 7.50,,7.75 7.50 - -,7.55
Transition / Linking Footwork 1.60 7.75 6.50 7.00 7.00 6.50 7.50 7.25 6.50,,7.25 7.00 - -,7.00
Performance / Execution 1.60 8.00 7.25 7.00 7.25 7.25 7.50 7.50 7.50,,7.25 7.50 - -,7.40
Choreography / Composition 1.60 8.00 7.00 7.00 7.25 7.00 7.75 7.50 7.00,,7.50 7.50 - -,7.35
Interpretation 1.60 8.25 7.25 6.50 7.50 7.00 7.50 7.50 7.25,,7.50 7.25 - -,7.40
Judges Total Program Component Score (factored),,,58.72
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Trophee Eric Bompard,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Sasha COHEN USA 114.16 56.20,,58.96,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T+2Lo 8.8 -0.20 0 0 0 0 -1 0 0 -1,,0 0 - -,8.60
2 3F+2T 6.8 0.20 0 1 0 0 1 0 0 0,,0 1 - -,7.00
3 3Lo 5.0 0.00 0 0 0 0 1 0 0 0,,0 0 - -,5.00
4 FCCoSp4 3.5 0.50 1 0 0 1 1 1 1 1,,1 1 - -,4.00
5 3F 5.5 -0.20 0 -1 -1 0 0 0 0 -2,,-1 0 - -,5.30
6 3T 4.4x -0.20 0 0 0 0 0 0 0 -1,,-1 0 - -,4.20
7 2A+3S+SEQ 6.8x -1.00 0 -1 -2 -1 0 -1 -1 -2,,-1 -1 - -,5.80
8 FCSp2 2.0 0.00 0 1 0 0 1 0 0 0,,0 0 - -,2.00
