Trophee Eric Bompard,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Tatiana TOTMIANINA / Maxim MARININ RUS 120.40 58.56,,61.84,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3S 4.5 0.60 0 0 1 1 0 1 1 0,,1 0 - -,5.10
2 3T+2T 5.3 0.60 1 0 1 0 0 1 1 0,,1 0 - -,5.90
3 SpSt1 1.8 0.10 2 1 2 0 0 1 0 1,,0 0 - -,1.90
4 3Tw1 4.0 -0.28 0 -1 -1 -1 -1 0 -2 -1,,0 0 - -,3.72
5 3LoTh 5.0 0.70 0 0 1 2 1 1 1 0,,1 1 - -,5.70
6 5TLi3 5.5 0.50 0 1 1 1 1 1 1 0,,1 1 - -,6.00
7 3STh 5.0x -1.52 -3 -2 -2 -2 -2 -2 -2 -3,,-2 -3 - -,3.48
8 5ALi3 6.0 0.00 0 0 -1 0 0 0 1 0,,0 0 - -,6.00
9 PCoSp4 4.5 0.50 1 1 1 1 1 1 1 1,,1 1 - -,5.00
10 BiDs4 3.5 0.56 1 1 1 1 1 1 2 1,,0 0 - -,4.06
11 FCCoSp2 2.5 0.20 2 1 0 0 0 0 1 0,,0 1 - -,2.70
12 SlSt1 1.8 0.00 0 1 1 -1 0 0 0 0,,0 1 - -,1.80
13 3Li4 4.0 0.20 1 1 0 0 1 0 0 0,,1 0 - -,4.20
14 FiDs2 3.0 0.00 0 0 1 0 0 1 0 0,,0 0 - -,3.00
56.4,,,58.56
Program Components Factor,,,
Skating Skills 1.60 8.00 7.75 8.25 7.75 7.75 8.00 7.50 7.75,,8.25 7.75 - -,7.85
Transition / Linking Footwork 1.60 8.00 7.50 8.00 7.50 7.50 7.50 7.00 7.25,,8.00 7.50 - -,7.60
Performance / Execution 1.60 7.75 7.50 8.00 7.50 7.25 8.00 7.00 7.25,,8.25 7.75 - -,7.65
Choreography / Composition 1.60 8.25 7.75 8.25 7.50 7.75 8.00 7.00 7.50,,8.25 7.75 - -,7.85
Interpretation 1.60 8.00 7.50 8.25 7.75 7.50 7.75 7.50 7.00,,8.00 7.50 - -,7.70
Judges Total Program Component Score (factored),,,61.84
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Qing PANG / Jian TONG CHN 120.38 61.74,,58.64,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2A 3.3 0.00 -1 -1 1 0 0 0 0 0,,0 0 - -,3.30
2 3T* 0.0 0.00 -2 -1 -2 -1 -2 0 -2 0,,-1 -1 - -,0.00
3 3Tw3 5.0 0.84 2 1 1 0 1 1 2 0,,0 2 - -,5.84
4 3STh 4.5 0.98 2 1 1 1 1 2 1 1,,1 2 - -,5.48
5 BoDs4 4.5 -0.28 1 1 -1 -1 0 -1 0 0,,-1 0 - -,4.22
6 FCCoSp1 2.0 0.20 1 1 1 1 0 0 1 1,,0 0 - -,2.20
7 5ALi4 6.5 1.00 1 1 1 1 1 1 1 1,,1 1 - -,7.50
8 3LoTh 5.5x 0.98 2 1 1 2 1 1 0 2,,1 2 - -,6.48
9 FiDs4 3.5 0.56 1 2 1 1 0 1 1 1,,1 0 - -,4.06
10 5TLi4 6.0 0.20 1 1 0 0 0 0 1 1,,0 1 - -,6.20
11 CiSt1 1.8 0.00 1 1 0 0 0 0 0 0,,0 0 - -,1.80
12 SpSt3 3.1 0.10 1 1 0 0 0 0 1 0,,0 0 - -,3.20
13 PCoSp4 4.5 0.20 1 1 0 1 1 0 0 1,,0 0 - -,4.70
14 3Li3 3.5 0.10 0 1 0 0 0 0 1 0,,0 1 - -,3.60
15 2A+COMBO 3.3 -0.14 0 0 1 -1 0 0 -1 0,,0 0 - -,3.16
57.0,,,61.74
Program Components Factor,,,
Skating Skills 1.60 8.00 7.50 7.75 7.50 7.25 7.50 7.00 7.50,,7.50 7.75 - -,7.50
Transition / Linking Footwork 1.60 7.75 7.50 7.00 7.25 7.00 7.25 6.25 7.00,,7.00 7.25 - -,7.15
Performance / Execution 1.60 8.00 7.50 7.50 7.50 7.25 7.50 6.50 7.25,,7.25 7.50 - -,7.40
Choreography / Composition 1.60 8.25 7.75 7.50 7.25 7.25 7.50 6.25 7.25,,7.25 7.50 - -,7.35
Interpretation 1.60 8.00 7.50 7.50 7.50 7.00 7.25 6.50 7.00,,7.25 7.25 - -,7.25
Judges Total Program Component Score (factored),,,58.64
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Trophee Eric Bompard,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Valerie MARCOUX / Craig BUNTIN CAN 116.48 62.08,,54.40,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 BiDs3 3.2 0.84 1 1 2 2 1 1 2 1,,1 1 - -,4.04
2 2Tw3 4.0 0.30 1 0 1 1 1 0 1 1,,0 0 - -,4.30
3 3T+2T 5.3 -0.60 -1 0 -1 -1 0 0 -1 -1,,0 -1 - -,4.70
4 3Li3 3.5 0.50 1 1 1 1 1 0 1 0,,1 1 - -,4.00
5 3LoTh 5.0 0.70 1 1 1 1 1 0 1 1,,1 1 - -,5.70
