12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Joannie ROCHETTE,CAN,0,103.75,48.46,56.29,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,3F,,5.5,False,0.43,1,0,0,0,1,1,0,1,0,0,1,1,,5.93
2,3Lz,,6.0,False,-3.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.0
3,1Lo,,0.5,False,-0.03,-1,0,-1,-1,-1,0,0,0,0,0,0,0,,0.47
4,CoSp2,,2.1,False,0.29,0,1,0,1,0,1,0,1,0,0,1,1,,2.39
5,3S,,4.5,False,0.86,1,1,0,1,1,1,0,1,0,1,1,1,,5.36
6,1Lz,,0.7,True,-0.2,-2,-2,-2,-2,-1,-2,-2,-3,-2,-2,-2,-2,,0.5
7,SlSt3,,3.1,False,0.21,0,-1,0,1,0,1,0,1,-1,0,1,0,,3.31
8,LSp3,,1.8,False,0.29,1,1,0,1,1,1,0,1,0,0,0,1,,2.09
9,3T+2T+2Lo,,7.5,True,0.43,1,0,0,0,1,1,0,1,0,0,1,1,,7.93
10,FSSp4,,3.0,False,0.14,1,1,0,0,0,0,0,1,0,0,0,0,,3.14
11,SpSt4,,3.4,False,0.71,2,0,1,1,1,1,0,1,0,0,1,1,,4.11
12,2A+3S+SEQ,,6.8,True,0.29,1,1,0,0,1,0,0,1,0,0,0,1,,7.09
13,CCoSp3,,3.0,False,0.14,1,1,0,1,0,0,0,0,0,0,0,0,,3.14
,,,47.9,,,,,,,,,,,,,,,,48.46
,Program Components,,,,Factor
,Skating Skills ,,,,1.6,7.75,6.75,6.75,7.0,7.25,7.25,6.75,7.0,5.75,6.75,7.5,7.5,,7.0
,Transition / Linking Footwork ,,,,1.6,7.5,6.75,6.5,7.0,7.25,7.0,6.5,7.0,5.5,6.75,7.25,7.0,,6.89
,Performance / Execution ,,,,1.6,7.75,7.0,6.5,7.25,7.25,7.25,6.75,6.75,6.0,7.0,7.5,7.25,,7.07
,Choreography / Composition ,,,,1.6,7.5,7.0,6.5,7.0,7.5,7.5,6.5,7.5,6.0,6.75,7.5,7.25,,7.11
,Interpretation ,,,,1.6,8.0,7.0,6.75,7.25,7.25,7.25,6.75,7.0,6.0,6.75,7.75,7.5,,7.11
,,,,,,,,,,,,,,,,,,,56.29
Deduction,Falls,-1.0
